stableKey,exerciseName,sourceRowOrder,classOrder,coreClass,directTarget,taxonomyFlag,inventorySnapshotMovementPattern,inventorySnapshotStabilityDemand,sourceEquipment,sourceCommit,classificationReason,evidenceGroup,evidenceApplicability,evidenceUrl,confidence,reviewStatus
ex_cb3c4dc2,맨몸 스쿼트,163,3,HIDDEN_MODERATE,,,SQUAT,MODERATE,,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,SQUAT_DEADLIFT,ANALOGICAL_EXERCISE_CLASS,https://pubmed.ncbi.nlm.nih.gov/18076231/ | https://pubmed.ncbi.nlm.nih.gov/18296961/ | https://pubmed.ncbi.nlm.nih.gov/19054687/,MEDIUM,REVIEW_RECOMMENDED
ex_d6726746,드롭 점프,167,3,HIDDEN_MODERATE,,,JUMP,HIGH,BOX_STEP,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_d7c90536,로잉머신,169,3,HIDDEN_MODERATE,,,HINGE|HORIZONTAL_PULL,LOW,ROWING_MACHINE,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_d9e141e4,박스 점프,170,3,HIDDEN_MODERATE,,,JUMP,HIGH,BOX_STEP,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_debf6a8b,다이아몬드 푸시업,175,3,HIDDEN_MODERATE,,,HORIZONTAL_PUSH,MODERATE,,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,PUSHUP,CLOSE_EXERCISE_CLASS,https://pubmed.ncbi.nlm.nih.gov/18362038/ | https://pubmed.ncbi.nlm.nih.gov/18579905/ | https://pubmed.ncbi.nlm.nih.gov/16540847/,MEDIUM,APPROVED_DRAFT
ex_deca2b61,벤치 딥스,176,3,HIDDEN_MODERATE,,,VERTICAL_PUSH,MODERATE,BENCH,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,BENCH,CLOSE_EXERCISE_CLASS,https://pubmed.ncbi.nlm.nih.gov/25031673/,MEDIUM,APPROVED_DRAFT
ex_df966b45,점프 런지,177,3,HIDDEN_MODERATE,,,JUMP|LUNGE,HIGH,,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,SQUAT_DEADLIFT,ANALOGICAL_EXERCISE_CLASS,https://pubmed.ncbi.nlm.nih.gov/18076231/ | https://pubmed.ncbi.nlm.nih.gov/18296961/ | https://pubmed.ncbi.nlm.nih.gov/19054687/,MEDIUM,REVIEW_RECOMMENDED
ex_e1894690,스캡 풀업,179,3,HIDDEN_MODERATE,,,VERTICAL_PULL,MODERATE,PULL_UP_BAR,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_e3715c0b,워킹 런지,181,3,HIDDEN_MODERATE,,,LUNGE,MODERATE,DUMBBELL,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,SQUAT_DEADLIFT,ANALOGICAL_EXERCISE_CLASS,https://pubmed.ncbi.nlm.nih.gov/18076231/ | https://pubmed.ncbi.nlm.nih.gov/18296961/ | https://pubmed.ncbi.nlm.nih.gov/19054687/,MEDIUM,REVIEW_RECOMMENDED
ex_e41e8dcf,중량 친업,182,3,HIDDEN_MODERATE,,,VERTICAL_PULL,MODERATE,DUMBBELL|PULL_UP_BAR|WEIGHT_BELT,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_e41f4c2b,중량 풀업,183,3,HIDDEN_MODERATE,,,VERTICAL_PULL,MODERATE,DUMBBELL|PULL_UP_BAR|WEIGHT_BELT,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_e465d1e9,포고 점프,184,3,HIDDEN_MODERATE,,,HOP,HIGH,,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_e4f911bb,네거티브 풀업,185,3,HIDDEN_MODERATE,,,VERTICAL_PULL,MODERATE,PULL_UP_BAR,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_f332aeab,월 드라이브,193,3,HIDDEN_MODERATE,,,GAIT,MODERATE,WALL,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_fa31f7a6,케이블 로우,199,3,HIDDEN_MODERATE,,,HORIZONTAL_PULL,MODERATE,CABLE,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,ROW,CLOSE_EXERCISE_CLASS,https://pubmed.ncbi.nlm.nih.gov/19197209/ | https://pubmed.ncbi.nlm.nih.gov/26134664/,MEDIUM,APPROVED_DRAFT
ex_fa3416f6,스미스 머신 스쿼트,200,3,HIDDEN_MODERATE,,,SQUAT,MODERATE,SMITH_MACHINE,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,SQUAT_DEADLIFT,ANALOGICAL_EXERCISE_CLASS,https://pubmed.ncbi.nlm.nih.gov/18076231/ | https://pubmed.ncbi.nlm.nih.gov/18296961/ | https://pubmed.ncbi.nlm.nih.gov/19054687/,MEDIUM,REVIEW_RECOMMENDED
ex_faae2044,인터벌 러닝,203,3,HIDDEN_MODERATE,,,GAIT,MODERATE,,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_fb67af37,디클라인 푸시업,204,3,HIDDEN_MODERATE,,,HORIZONTAL_PUSH,MODERATE,BENCH,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,PUSHUP,CLOSE_EXERCISE_CLASS,https://pubmed.ncbi.nlm.nih.gov/18362038/ | https://pubmed.ncbi.nlm.nih.gov/18579905/ | https://pubmed.ncbi.nlm.nih.gov/16540847/,MEDIUM,APPROVED_DRAFT
gymnastic_ring_inverted_row,짐내스틱 링 인버티드 로우,211,3,HIDDEN_MODERATE,,,HORIZONTAL_PULL,HIGH,GYMNASTIC_RINGS,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,ROW,CLOSE_EXERCISE_CLASS,https://pubmed.ncbi.nlm.nih.gov/19197209/ | https://pubmed.ncbi.nlm.nih.gov/26134664/,MEDIUM,APPROVED_DRAFT
kettlebell_goblet_squat,케틀벨 고블릿 스쿼트,216,3,HIDDEN_MODERATE,,,SQUAT,MODERATE,KETTLEBELL,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,SQUAT_DEADLIFT,ANALOGICAL_EXERCISE_CLASS,https://pubmed.ncbi.nlm.nih.gov/18076231/ | https://pubmed.ncbi.nlm.nih.gov/18296961/ | https://pubmed.ncbi.nlm.nih.gov/19054687/,MEDIUM,REVIEW_RECOMMENDED
lateral_bound_continuous,래터럴 바운드,221,3,HIDDEN_MODERATE,,,BOUND,HIGH,,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
med_ball_chest_pass,메디신볼 체스트 패스,222,3,HIDDEN_MODERATE,,,HORIZONTAL_PUSH|THROW,MODERATE,MEDICINE_BALL,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
pull_up,풀업,232,3,HIDDEN_MODERATE,,,VERTICAL_PULL,MODERATE,PULL_UP_BAR,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
suspension_trainer_inverted_row,서스펜션 트레이너 인버티드 로우,237,3,HIDDEN_MODERATE,,,HORIZONTAL_PULL,HIGH,SUSPENSION_TRAINER,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,ROW,CLOSE_EXERCISE_CLASS,https://pubmed.ncbi.nlm.nih.gov/19197209/ | https://pubmed.ncbi.nlm.nih.gov/26134664/,MEDIUM,APPROVED_DRAFT
barbell_reverse_curl,바벨 리버스 컬,7,4,HIDDEN_LOW,,,,LOW,BARBELL,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
cable_hip_adduction,케이블 힙 어덕션,10,4,HIDDEN_LOW,,,,LOW,CABLE,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
cable_overhead_triceps_extension,케이블 오버헤드 트라이셉스 익스텐션,12,4,HIDDEN_LOW,,,,LOW,CABLE,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
cable_rear_delt_fly,케이블 리어델트 플라이,14,4,HIDDEN_LOW,,,,LOW,CABLE,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
chest_supported_row_machine,체스트 서포티드 로우 머신,16,4,HIDDEN_LOW,,,HORIZONTAL_PULL,LOW,ROW_MACHINE,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
dumbbell_chest_supported_row,덤벨 체스트 서포티드 로우,17,4,HIDDEN_LOW,,,HORIZONTAL_PULL,LOW,DUMBBELL|BENCH,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
dumbbell_overhead_triceps_extension,덤벨 오버헤드 트라이셉스 익스텐션,21,4,HIDDEN_LOW,,,,LOW,DUMBBELL,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
dumbbell_rear_delt_fly,덤벨 리어델트 플라이,23,4,HIDDEN_LOW,,,,LOW,DUMBBELL,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_1dbee10e,머신 체스트프레스,36,4,HIDDEN_LOW,,,HORIZONTAL_PUSH,LOW,CHEST_PRESS_MACHINE,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_281347da,덤벨 컬,40,4,HIDDEN_LOW,,,,LOW,DUMBBELL,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_2892da5a,해머 컬,46,4,HIDDEN_LOW,,,,LOW,DUMBBELL,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_33d2da8e,원암 머신 로우,54,4,HIDDEN_LOW,,,HORIZONTAL_PULL,LOW,ROW_MACHINE,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_389920ab,글루트 브릿지,57,4,HIDDEN_LOW,,,,LOW,BARBELL,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_3d5719de,원암 케이블 컬,62,4,HIDDEN_LOW,,,,LOW,CABLE,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_442617f6,원암 케이블 플라이,67,4,HIDDEN_LOW,,,,LOW,CABLE,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_462c760e,체스트 서포티드 원암 머신 로우,68,4,HIDDEN_LOW,,,HORIZONTAL_PULL,LOW,ROW_MACHINE,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_4aa3725a,머신 숄더프레스,70,4,HIDDEN_LOW,,,VERTICAL_PUSH,LOW,SHOULDER_PRESS_MACHINE,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_4c779df2,케이블 플라이,72,4,HIDDEN_LOW,,,,LOW,CABLE,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_5322f2d1,원암 케이블 트라이셉스 푸시다운,74,4,HIDDEN_LOW,,,,LOW,CABLE,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_5ca7133f,원레그 카프 레이즈,76,4,HIDDEN_LOW,,,,LOW,DUMBBELL,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_64661229,월싯,82,4,HIDDEN_LOW,,,,LOW,WALL,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_6a966452,체스트 서포티드 원암 덤벨 로우,87,4,HIDDEN_LOW,,,HORIZONTAL_PULL,HIGH,BENCH|DUMBBELL,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_70f19bf,리닝 래터럴 레이즈,90,4,HIDDEN_LOW,,,,LOW,DUMBBELL,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_721f7b5b,힙 쓰러스트,91,4,HIDDEN_LOW,,,,LOW,BARBELL,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_7deabeba,리어델트 케이블 플라이,102,4,HIDDEN_LOW,,,,LOW,CABLE,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_85b2ac56,원암 덤벨 컬,103,4,HIDDEN_LOW,,,,LOW,DUMBBELL,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_86323ed6,원암 해머 컬,105,4,HIDDEN_LOW,,,,LOW,DUMBBELL,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_8633d8db,EZ바 컬,106,4,HIDDEN_LOW,,,,LOW,EZ_BAR,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_93538692,덤벨 래터럴 레이즈,114,4,HIDDEN_LOW,,,,LOW,DUMBBELL,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_a091b9fe,원레그 레그 프레스,119,4,HIDDEN_LOW,,,SQUAT,MODERATE,LEG_PRESS_MACHINE,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_a60496be,원암 리어델트 케이블 플라이,128,4,HIDDEN_LOW,,,,LOW,CABLE,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_ab468462,레그 프레스,135,4,HIDDEN_LOW,,,SQUAT,MODERATE,LEG_PRESS_MACHINE,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_ab918e2b,실내 자전거,136,4,HIDDEN_LOW,,,,LOW,STATIONARY_BIKE,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_b076570e,원암 케이블 래터럴 레이즈,139,4,HIDDEN_LOW,,,,LOW,CABLE,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_b69ab702,크로스바디 해머 컬,143,4,HIDDEN_LOW,,,,LOW,DUMBBELL,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_b76d3f92,케이블 래터럴 레이즈,144,4,HIDDEN_LOW,,,,LOW,CABLE,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_c1a81cb2,로프 해머 컬,149,4,HIDDEN_LOW,,,,LOW,CABLE,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_c365e5e2,원암 스트레이트암 풀다운,151,4,HIDDEN_LOW,,,,LOW,CABLE,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_ca5cce66,스트레이트암 풀다운,162,4,HIDDEN_LOW,,,,LOW,CABLE,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_da56a4fe,덤벨 킥백,171,4,HIDDEN_LOW,,,,LOW,DUMBBELL,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_dc9e5953,랫풀다운,172,4,HIDDEN_LOW,,,VERTICAL_PULL,LOW,LAT_PULLDOWN_MACHINE,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_e709eeda,케이블 컬,186,4,HIDDEN_LOW,,,,LOW,CABLE,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_e9e97659,핵 스쿼트,188,4,HIDDEN_LOW,,,SQUAT,MODERATE,HACK_SQUAT_MACHINE,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_eb636bac,원암 케이블 오버헤드 트라이셉스 익스텐션,189,4,HIDDEN_LOW,,,,LOW,CABLE,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_f1d31d3d,원레그 핵 스쿼트,191,4,HIDDEN_LOW,,,SQUAT,MODERATE,HACK_SQUAT_MACHINE,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_fa34ddfe,케이블 킥백,201,4,HIDDEN_LOW,,,,LOW,CABLE,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_fa570291,트라이셉스 푸시다운,202,4,HIDDEN_LOW,,,,LOW,CABLE,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_fdbdf454,원암 덤벨 오버헤드 트라이셉스 익스텐션,205,4,HIDDEN_LOW,,,,LOW,DUMBBELL,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ez_bar_reverse_curl,EZ바 리버스 컬,208,4,HIDDEN_LOW,,,,LOW,EZ_BAR,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
face_pull,페이스풀,210,4,HIDDEN_LOW,,,,MODERATE,CABLE,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
kettlebell_halo,케틀벨 헤일로,217,4,HIDDEN_LOW,,,,LOW,KETTLEBELL,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
single_leg_hip_bridge,원레그 힙 브릿지,233,4,HIDDEN_LOW,,,,LOW,,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
