sourceSegment,번호,운동명,exerciseStableKey,bodyRegion,forceType,movementPattern,movementCategory,laterality,plane,대표연구운동,운동군,운동군_ko,연구구분,계산유형,입력단위,loadUnitStableKey,loadUnitCode,분석단위명,조직유형,jointComplexStableKey,jointComplexCode,관절복합체명,primaryTissueStableKey,componentTissueStableKeys,componentTissueCodes,componentTissueNamesKo,componentCount,mappingRoles,M,S_rapidity,C,P_load_profile,P_한국어,P_D_role,P_runtime_rule,DoseBasis,DoseUnit,DoseRule,bodyWeightCoefficient,ContextFlags,C_runtime_policy,연구코드,근거강도,근거URL,점수산정근거,상태,점수버전,metadata_updated_at,S_rapidity_basis,transferSourceExerciseKey,transferSourceExerciseName,mappingConfidence,familyImportance,scoreStatus,catalogVersion,stableKeyMappingStatus
REMAINING_54,30,수영,ex_681eed4a,WHOLE_BODY,CARDIO,CARDIO|SWIMMING|SHOULDER_ENDURANCE,CARDIO,CYCLIC,SAGITTAL,Y,SWIMMING,중강도 수영,REPRESENTATIVE_ANCHOR,수중 반복,분·거리·RPE,lu_97bee42c4e,lu_cervical_facet_joint,경추 후관절 복합체,JOINT,jc_bb531a278d,jc_cervical_spine,경추 복합체,tissue_e0997562c1,tissue_e0997562c1,tissue_cervical_facet_joint,경추 후관절,1,STABILIZATION,2,4,6.8,SMOOTH_CYCLE,완만한 반복,D_PRIMARY_REPETITION,D의 반복·주기·세트 또는 세션 시간을 사용. cumulative = M × reps/cycles × sets × load/ROM/effort modifiers. P 자체는 숫자 승수가 아님.,DURATION_SESSION,분·거리·RPE,distanceOrMinutes × strokeTypeModifier × RPE,,CYCLIC|SHOULDER_ENDURANCE|STROKE_DEPENDENT,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,SWIM01|SWIM02|SWIM03,중간,"https://pmc.ncbi.nlm.nih.gov/articles/PMC3438875/
https://pmc.ncbi.nlm.nih.gov/articles/PMC6333225/
https://pmc.ncbi.nlm.nih.gov/articles/PMC9982531/","자유형 중심의 대표 수영 세션으로, 영법별 차이는 런타임 modifier로 분리. 경추 후관절 복합체은(는) STABILIZATION 역할로 연결했으며, 기존 상·하체 StableKey 기준점과 SWIM01|SWIM02|SWIM03 근거를 사용해 상대점수를 정규화했다.",연구·전이 기반 점수 시안,REL-MSCP-D-REMAINING-0.1,1781278881407,smooth_cycle; exercise_base=4.0; tissue-adjusted by joint complex,,,MEDIUM,STABILIZATION,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
REMAINING_54,30,수영,ex_681eed4a,WHOLE_BODY,CARDIO,CARDIO|SWIMMING|SHOULDER_ENDURANCE,CARDIO,CYCLIC,SAGITTAL,Y,SWIMMING,중강도 수영,REPRESENTATIVE_ANCHOR,수중 반복,분·거리·RPE,lu_a706efdddb,lu_elbow_joint,팔꿈치 굴신 관절 복합체,JOINT,jc_eadfb381fa,jc_elbow_flexion_extension,팔꿈치 굴신 복합체,,tissue_e30af10e4a|tissue_8e5c3b2414,tissue_humeroulnar_joint|tissue_humeroradial_joint,상완척골관절|상완요골관절,2,PRIMARY_LOAD,3,4,6.2,SMOOTH_CYCLE,완만한 반복,D_PRIMARY_REPETITION,D의 반복·주기·세트 또는 세션 시간을 사용. cumulative = M × reps/cycles × sets × load/ROM/effort modifiers. P 자체는 숫자 승수가 아님.,DURATION_SESSION,분·거리·RPE,distanceOrMinutes × strokeTypeModifier × RPE,,CYCLIC|SHOULDER_ENDURANCE|STROKE_DEPENDENT,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,SWIM01|SWIM02|SWIM03,중간,"https://pmc.ncbi.nlm.nih.gov/articles/PMC3438875/
https://pmc.ncbi.nlm.nih.gov/articles/PMC6333225/
https://pmc.ncbi.nlm.nih.gov/articles/PMC9982531/","자유형 중심의 대표 수영 세션으로, 영법별 차이는 런타임 modifier로 분리. 팔꿈치 굴신 관절 복합체은(는) PRIMARY_LOAD 역할로 연결했으며, 기존 상·하체 StableKey 기준점과 SWIM01|SWIM02|SWIM03 근거를 사용해 상대점수를 정규화했다.",연구·전이 기반 점수 시안,REL-MSCP-D-REMAINING-0.1,1781278881407,smooth_cycle; exercise_base=4.0; tissue-adjusted by joint complex,,,MEDIUM,PRIMARY,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
REMAINING_54,30,수영,ex_681eed4a,WHOLE_BODY,CARDIO,CARDIO|SWIMMING|SHOULDER_ENDURANCE,CARDIO,CYCLIC,SAGITTAL,Y,SWIMMING,중강도 수영,REPRESENTATIVE_ANCHOR,수중 반복,분·거리·RPE,lu_9db157ba90,lu_glenohumeral_capsuloligament,견관절와상완 관절낭·인대 복합체,LIGAMENT,jc_9caf42a031,jc_shoulder_glenohumeral,견관절와상완 복합체,,tissue_8d017eed91|tissue_9ab4c9cc90,tissue_glenohumeral_ligament_complex|tissue_coracohumeral_ligament,견관절와상완 인대 복합체|오구상완인대,2,STABILIZATION,3.8,3.9,7.8,SMOOTH_CYCLE,완만한 반복,D_PRIMARY_REPETITION,D의 반복·주기·세트 또는 세션 시간을 사용. cumulative = M × reps/cycles × sets × load/ROM/effort modifiers. P 자체는 숫자 승수가 아님.,DURATION_SESSION,분·거리·RPE,distanceOrMinutes × strokeTypeModifier × RPE,,CYCLIC|SHOULDER_ENDURANCE|STROKE_DEPENDENT,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,SWIM01|SWIM02|SWIM03,중간,"https://pmc.ncbi.nlm.nih.gov/articles/PMC3438875/
https://pmc.ncbi.nlm.nih.gov/articles/PMC6333225/
https://pmc.ncbi.nlm.nih.gov/articles/PMC9982531/","자유형 중심의 대표 수영 세션으로, 영법별 차이는 런타임 modifier로 분리. 견관절와상완 관절낭·인대 복합체은(는) STABILIZATION 역할로 연결했으며, 기존 상·하체 StableKey 기준점과 SWIM01|SWIM02|SWIM03 근거를 사용해 상대점수를 정규화했다.",연구·전이 기반 점수 시안,REL-MSCP-D-REMAINING-0.1,1781278881407,smooth_cycle; exercise_base=4.0; tissue-adjusted by joint complex,,,MEDIUM,STABILIZATION,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
REMAINING_54,30,수영,ex_681eed4a,WHOLE_BODY,CARDIO,CARDIO|SWIMMING|SHOULDER_ENDURANCE,CARDIO,CYCLIC,SAGITTAL,Y,SWIMMING,중강도 수영,REPRESENTATIVE_ANCHOR,수중 반복,분·거리·RPE,lu_d5838e52ca,lu_glenohumeral_joint,견관절와상완관절,JOINT,jc_9caf42a031,jc_shoulder_glenohumeral,견관절와상완 복합체,tissue_b30624a2b0,tissue_b30624a2b0,tissue_glenohumeral_joint,견관절와상완관절,1,PRIMARY_LOAD,4.5,4,7.5,SMOOTH_CYCLE,완만한 반복,D_PRIMARY_REPETITION,D의 반복·주기·세트 또는 세션 시간을 사용. cumulative = M × reps/cycles × sets × load/ROM/effort modifiers. P 자체는 숫자 승수가 아님.,DURATION_SESSION,분·거리·RPE,distanceOrMinutes × strokeTypeModifier × RPE,,CYCLIC|SHOULDER_ENDURANCE|STROKE_DEPENDENT,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,SWIM01|SWIM02|SWIM03,중간,"https://pmc.ncbi.nlm.nih.gov/articles/PMC3438875/
https://pmc.ncbi.nlm.nih.gov/articles/PMC6333225/
https://pmc.ncbi.nlm.nih.gov/articles/PMC9982531/","자유형 중심의 대표 수영 세션으로, 영법별 차이는 런타임 modifier로 분리. 견관절와상완관절은(는) PRIMARY_LOAD 역할로 연결했으며, 기존 상·하체 StableKey 기준점과 SWIM01|SWIM02|SWIM03 근거를 사용해 상대점수를 정규화했다.",연구·전이 기반 점수 시안,REL-MSCP-D-REMAINING-0.1,1781278881407,smooth_cycle; exercise_base=4.0; tissue-adjusted by joint complex,,,MEDIUM,PRIMARY,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
REMAINING_54,30,수영,ex_681eed4a,WHOLE_BODY,CARDIO,CARDIO|SWIMMING|SHOULDER_ENDURANCE,CARDIO,CYCLIC,SAGITTAL,Y,SWIMMING,중강도 수영,REPRESENTATIVE_ANCHOR,수중 반복,분·거리·RPE,lu_9cf6b4fc69,lu_glenoid_labrum,관절와순,FIBROCARTILAGE,jc_9caf42a031,jc_shoulder_glenohumeral,견관절와상완 복합체,tissue_95b1b0da1b,tissue_95b1b0da1b,tissue_glenoid_labrum,관절와순,1,STABILIZATION,3.5,4,7.5,SMOOTH_CYCLE,완만한 반복,D_PRIMARY_REPETITION,D의 반복·주기·세트 또는 세션 시간을 사용. cumulative = M × reps/cycles × sets × load/ROM/effort modifiers. P 자체는 숫자 승수가 아님.,DURATION_SESSION,분·거리·RPE,distanceOrMinutes × strokeTypeModifier × RPE,,CYCLIC|SHOULDER_ENDURANCE|STROKE_DEPENDENT,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,SWIM01|SWIM02|SWIM03,중간,"https://pmc.ncbi.nlm.nih.gov/articles/PMC3438875/
https://pmc.ncbi.nlm.nih.gov/articles/PMC6333225/
https://pmc.ncbi.nlm.nih.gov/articles/PMC9982531/","자유형 중심의 대표 수영 세션으로, 영법별 차이는 런타임 modifier로 분리. 관절와순은(는) STABILIZATION 역할로 연결했으며, 기존 상·하체 StableKey 기준점과 SWIM01|SWIM02|SWIM03 근거를 사용해 상대점수를 정규화했다.",연구·전이 기반 점수 시안,REL-MSCP-D-REMAINING-0.1,1781278881407,smooth_cycle; exercise_base=4.0; tissue-adjusted by joint complex,,,MEDIUM,STABILIZATION,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
REMAINING_54,30,수영,ex_681eed4a,WHOLE_BODY,CARDIO,CARDIO|SWIMMING|SHOULDER_ENDURANCE,CARDIO,CYCLIC,SAGITTAL,Y,SWIMMING,중강도 수영,REPRESENTATIVE_ANCHOR,수중 반복,분·거리·RPE,lu_a9651bd8d7,lu_hip_joint,고관절,JOINT,jc_ae763d5994,jc_hip,고관절 복합체,tissue_50091b2878,tissue_50091b2878,tissue_hip_joint,고관절,1,PRIMARY_LOAD,2.5,4,6,SMOOTH_CYCLE,완만한 반복,D_PRIMARY_REPETITION,D의 반복·주기·세트 또는 세션 시간을 사용. cumulative = M × reps/cycles × sets × load/ROM/effort modifiers. P 자체는 숫자 승수가 아님.,DURATION_SESSION,분·거리·RPE,distanceOrMinutes × strokeTypeModifier × RPE,,CYCLIC|SHOULDER_ENDURANCE|STROKE_DEPENDENT,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,SWIM01|SWIM02|SWIM03,중간,"https://pmc.ncbi.nlm.nih.gov/articles/PMC3438875/
https://pmc.ncbi.nlm.nih.gov/articles/PMC6333225/
https://pmc.ncbi.nlm.nih.gov/articles/PMC9982531/","자유형 중심의 대표 수영 세션으로, 영법별 차이는 런타임 modifier로 분리. 고관절은(는) PRIMARY_LOAD 역할로 연결했으며, 기존 상·하체 StableKey 기준점과 SWIM01|SWIM02|SWIM03 근거를 사용해 상대점수를 정규화했다.",연구·전이 기반 점수 시안,REL-MSCP-D-REMAINING-0.1,1781278881407,smooth_cycle; exercise_base=4.0; tissue-adjusted by joint complex,,,MEDIUM,PRIMARY,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
REMAINING_54,30,수영,ex_681eed4a,WHOLE_BODY,CARDIO,CARDIO|SWIMMING|SHOULDER_ENDURANCE,CARDIO,CYCLIC,SAGITTAL,Y,SWIMMING,중강도 수영,REPRESENTATIVE_ANCHOR,수중 반복,분·거리·RPE,lu_4a4649760b,lu_latissimus_teres_major_tendon,광배근·대원근건 복합체,TENDON,jc_9caf42a031,jc_shoulder_glenohumeral,견관절와상완 복합체,,tissue_ee46bd1740|tissue_86a1e65e56,tissue_latissimus_dorsi_tendon|tissue_teres_major_tendon,광배근건|대원근건,2,PRIMARY_LOAD,4.8,4,7.5,SMOOTH_CYCLE,완만한 반복,D_PRIMARY_REPETITION,D의 반복·주기·세트 또는 세션 시간을 사용. cumulative = M × reps/cycles × sets × load/ROM/effort modifiers. P 자체는 숫자 승수가 아님.,DURATION_SESSION,분·거리·RPE,distanceOrMinutes × strokeTypeModifier × RPE,,CYCLIC|SHOULDER_ENDURANCE|STROKE_DEPENDENT,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,SWIM01|SWIM02|SWIM03,중간,"https://pmc.ncbi.nlm.nih.gov/articles/PMC3438875/
https://pmc.ncbi.nlm.nih.gov/articles/PMC6333225/
https://pmc.ncbi.nlm.nih.gov/articles/PMC9982531/","자유형 중심의 대표 수영 세션으로, 영법별 차이는 런타임 modifier로 분리. 광배근·대원근건 복합체은(는) PRIMARY_LOAD 역할로 연결했으며, 기존 상·하체 StableKey 기준점과 SWIM01|SWIM02|SWIM03 근거를 사용해 상대점수를 정규화했다.",연구·전이 기반 점수 시안,REL-MSCP-D-REMAINING-0.1,1781278881407,smooth_cycle; exercise_base=4.0; tissue-adjusted by joint complex,,,MEDIUM,PRIMARY,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
REMAINING_54,30,수영,ex_681eed4a,WHOLE_BODY,CARDIO,CARDIO|SWIMMING|SHOULDER_ENDURANCE,CARDIO,CYCLIC,SAGITTAL,Y,SWIMMING,중강도 수영,REPRESENTATIVE_ANCHOR,수중 반복,분·거리·RPE,lu_641c50bab9,lu_long_head_biceps_tendon,상완이두근 장두건,TENDON,jc_9caf42a031,jc_shoulder_glenohumeral,견관절와상완 복합체,tissue_5e2ccec798,tissue_5e2ccec798,tissue_long_head_biceps_tendon,상완이두근 장두건,1,STABILIZATION,3.8,4,7.5,SMOOTH_CYCLE,완만한 반복,D_PRIMARY_REPETITION,D의 반복·주기·세트 또는 세션 시간을 사용. cumulative = M × reps/cycles × sets × load/ROM/effort modifiers. P 자체는 숫자 승수가 아님.,DURATION_SESSION,분·거리·RPE,distanceOrMinutes × strokeTypeModifier × RPE,,CYCLIC|SHOULDER_ENDURANCE|STROKE_DEPENDENT,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,SWIM01|SWIM02|SWIM03,중간,"https://pmc.ncbi.nlm.nih.gov/articles/PMC3438875/
https://pmc.ncbi.nlm.nih.gov/articles/PMC6333225/
https://pmc.ncbi.nlm.nih.gov/articles/PMC9982531/","자유형 중심의 대표 수영 세션으로, 영법별 차이는 런타임 modifier로 분리. 상완이두근 장두건은(는) STABILIZATION 역할로 연결했으며, 기존 상·하체 StableKey 기준점과 SWIM01|SWIM02|SWIM03 근거를 사용해 상대점수를 정규화했다.",연구·전이 기반 점수 시안,REL-MSCP-D-REMAINING-0.1,1781278881407,smooth_cycle; exercise_base=4.0; tissue-adjusted by joint complex,,,MEDIUM,STABILIZATION,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
REMAINING_54,30,수영,ex_681eed4a,WHOLE_BODY,CARDIO,CARDIO|SWIMMING|SHOULDER_ENDURANCE,CARDIO,CYCLIC,SAGITTAL,Y,SWIMMING,중강도 수영,REPRESENTATIVE_ANCHOR,수중 반복,분·거리·RPE,lu_d967354bce,lu_lumbar_disc_endplate,요추 추간판·종판 복합체(L4–S1),SPINAL_STRUCTURE,jc_209871f411,jc_lumbar_spine,요추 복합체,tissue_21a56b379e,tissue_21a56b379e,tissue_lumbar_disc_endplate,요추 추간판·종판,1,STABILIZATION,2.5,3.9,6.5,SMOOTH_CYCLE,완만한 반복,D_PRIMARY_REPETITION,D의 반복·주기·세트 또는 세션 시간을 사용. cumulative = M × reps/cycles × sets × load/ROM/effort modifiers. P 자체는 숫자 승수가 아님.,DURATION_SESSION,분·거리·RPE,distanceOrMinutes × strokeTypeModifier × RPE,,CYCLIC|SHOULDER_ENDURANCE|STROKE_DEPENDENT,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,SWIM01|SWIM02|SWIM03,중간,"https://pmc.ncbi.nlm.nih.gov/articles/PMC3438875/
https://pmc.ncbi.nlm.nih.gov/articles/PMC6333225/
https://pmc.ncbi.nlm.nih.gov/articles/PMC9982531/","자유형 중심의 대표 수영 세션으로, 영법별 차이는 런타임 modifier로 분리. 요추 추간판·종판 복합체(L4–S1)은(는) STABILIZATION 역할로 연결했으며, 기존 상·하체 StableKey 기준점과 SWIM01|SWIM02|SWIM03 근거를 사용해 상대점수를 정규화했다.",연구·전이 기반 점수 시안,REL-MSCP-D-REMAINING-0.1,1781278881407,smooth_cycle; exercise_base=4.0; tissue-adjusted by joint complex,,,MEDIUM,STABILIZATION,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
REMAINING_54,30,수영,ex_681eed4a,WHOLE_BODY,CARDIO,CARDIO|SWIMMING|SHOULDER_ENDURANCE,CARDIO,CYCLIC,SAGITTAL,Y,SWIMMING,중강도 수영,REPRESENTATIVE_ANCHOR,수중 반복,분·거리·RPE,lu_3e640e59e9,lu_rotator_cuff_posterosuperior,후상방 회전근개건 복합체,TENDON,jc_9caf42a031,jc_shoulder_glenohumeral,견관절와상완 복합체,,tissue_976c1a9c26|tissue_514b348f95|tissue_ed3eafe58e,tissue_supraspinatus_tendon|tissue_infraspinatus_tendon|tissue_teres_minor_tendon,극상근건|극하근건|소원근건,3,STABILIZATION,5,4,8,SMOOTH_CYCLE,완만한 반복,D_PRIMARY_REPETITION,D의 반복·주기·세트 또는 세션 시간을 사용. cumulative = M × reps/cycles × sets × load/ROM/effort modifiers. P 자체는 숫자 승수가 아님.,DURATION_SESSION,분·거리·RPE,distanceOrMinutes × strokeTypeModifier × RPE,,CYCLIC|SHOULDER_ENDURANCE|STROKE_DEPENDENT,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,SWIM01|SWIM02|SWIM03,중간,"https://pmc.ncbi.nlm.nih.gov/articles/PMC3438875/
https://pmc.ncbi.nlm.nih.gov/articles/PMC6333225/
https://pmc.ncbi.nlm.nih.gov/articles/PMC9982531/","자유형 중심의 대표 수영 세션으로, 영법별 차이는 런타임 modifier로 분리. 후상방 회전근개건 복합체은(는) STABILIZATION 역할로 연결했으며, 기존 상·하체 StableKey 기준점과 SWIM01|SWIM02|SWIM03 근거를 사용해 상대점수를 정규화했다.",연구·전이 기반 점수 시안,REL-MSCP-D-REMAINING-0.1,1781278881407,smooth_cycle; exercise_base=4.0; tissue-adjusted by joint complex,,,MEDIUM,STABILIZATION,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
REMAINING_54,30,수영,ex_681eed4a,WHOLE_BODY,CARDIO,CARDIO|SWIMMING|SHOULDER_ENDURANCE,CARDIO,CYCLIC,SAGITTAL,Y,SWIMMING,중강도 수영,REPRESENTATIVE_ANCHOR,수중 반복,분·거리·RPE,lu_0a858e59a0,lu_scapulothoracic_articulation,견갑흉곽 기능관절,FUNCTIONAL_ARTICULATION,jc_ffd0b0e192,jc_shoulder_scapuloclavicular,견갑·쇄골 복합체,tissue_602356a435,tissue_602356a435,tissue_scapulothoracic_articulation,견갑흉곽 기능관절,1,PRIMARY_LOAD,5,4,8,SMOOTH_CYCLE,완만한 반복,D_PRIMARY_REPETITION,D의 반복·주기·세트 또는 세션 시간을 사용. cumulative = M × reps/cycles × sets × load/ROM/effort modifiers. P 자체는 숫자 승수가 아님.,DURATION_SESSION,분·거리·RPE,distanceOrMinutes × strokeTypeModifier × RPE,,CYCLIC|SHOULDER_ENDURANCE|STROKE_DEPENDENT,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,SWIM01|SWIM02|SWIM03,중간,"https://pmc.ncbi.nlm.nih.gov/articles/PMC3438875/
https://pmc.ncbi.nlm.nih.gov/articles/PMC6333225/
https://pmc.ncbi.nlm.nih.gov/articles/PMC9982531/","자유형 중심의 대표 수영 세션으로, 영법별 차이는 런타임 modifier로 분리. 견갑흉곽 기능관절은(는) PRIMARY_LOAD 역할로 연결했으며, 기존 상·하체 StableKey 기준점과 SWIM01|SWIM02|SWIM03 근거를 사용해 상대점수를 정규화했다.",연구·전이 기반 점수 시안,REL-MSCP-D-REMAINING-0.1,1781278881407,smooth_cycle; exercise_base=4.0; tissue-adjusted by joint complex,,,MEDIUM,PRIMARY,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
REMAINING_54,30,수영,ex_681eed4a,WHOLE_BODY,CARDIO,CARDIO|SWIMMING|SHOULDER_ENDURANCE,CARDIO,CYCLIC,SAGITTAL,Y,SWIMMING,중강도 수영,REPRESENTATIVE_ANCHOR,수중 반복,분·거리·RPE,lu_9244162017,lu_subscapularis_tendon,견갑하근건,TENDON,jc_9caf42a031,jc_shoulder_glenohumeral,견관절와상완 복합체,tissue_ae1c99e3b2,tissue_ae1c99e3b2,tissue_subscapularis_tendon,견갑하근건,1,PRIMARY_LOAD,4.5,4,7.8,SMOOTH_CYCLE,완만한 반복,D_PRIMARY_REPETITION,D의 반복·주기·세트 또는 세션 시간을 사용. cumulative = M × reps/cycles × sets × load/ROM/effort modifiers. P 자체는 숫자 승수가 아님.,DURATION_SESSION,분·거리·RPE,distanceOrMinutes × strokeTypeModifier × RPE,,CYCLIC|SHOULDER_ENDURANCE|STROKE_DEPENDENT,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,SWIM01|SWIM02|SWIM03,중간,"https://pmc.ncbi.nlm.nih.gov/articles/PMC3438875/
https://pmc.ncbi.nlm.nih.gov/articles/PMC6333225/
https://pmc.ncbi.nlm.nih.gov/articles/PMC9982531/","자유형 중심의 대표 수영 세션으로, 영법별 차이는 런타임 modifier로 분리. 견갑하근건은(는) PRIMARY_LOAD 역할로 연결했으며, 기존 상·하체 StableKey 기준점과 SWIM01|SWIM02|SWIM03 근거를 사용해 상대점수를 정규화했다.",연구·전이 기반 점수 시안,REL-MSCP-D-REMAINING-0.1,1781278881407,smooth_cycle; exercise_base=4.0; tissue-adjusted by joint complex,,,MEDIUM,PRIMARY,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
REMAINING_54,30,수영,ex_681eed4a,WHOLE_BODY,CARDIO,CARDIO|SWIMMING|SHOULDER_ENDURANCE,CARDIO,CYCLIC,SAGITTAL,Y,SWIMMING,중강도 수영,REPRESENTATIVE_ANCHOR,수중 반복,분·거리·RPE,lu_6e950505da,lu_thoracic_disc_endplate,흉추 추간판·종판 복합체,SPINAL_STRUCTURE,jc_5c5aab6f67,jc_thoracic_spine_ribcage,흉추·흉곽 복합체,tissue_caedb51e8e,tissue_caedb51e8e,tissue_thoracic_disc_endplate,흉추 추간판·종판,1,FORCE_TRANSFER,3,3.9,6.8,SMOOTH_CYCLE,완만한 반복,D_PRIMARY_REPETITION,D의 반복·주기·세트 또는 세션 시간을 사용. cumulative = M × reps/cycles × sets × load/ROM/effort modifiers. P 자체는 숫자 승수가 아님.,DURATION_SESSION,분·거리·RPE,distanceOrMinutes × strokeTypeModifier × RPE,,CYCLIC|SHOULDER_ENDURANCE|STROKE_DEPENDENT,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,SWIM01|SWIM02|SWIM03,중간,"https://pmc.ncbi.nlm.nih.gov/articles/PMC3438875/
https://pmc.ncbi.nlm.nih.gov/articles/PMC6333225/
https://pmc.ncbi.nlm.nih.gov/articles/PMC9982531/","자유형 중심의 대표 수영 세션으로, 영법별 차이는 런타임 modifier로 분리. 흉추 추간판·종판 복합체은(는) FORCE_TRANSFER 역할로 연결했으며, 기존 상·하체 StableKey 기준점과 SWIM01|SWIM02|SWIM03 근거를 사용해 상대점수를 정규화했다.",연구·전이 기반 점수 시안,REL-MSCP-D-REMAINING-0.1,1781278881407,smooth_cycle; exercise_base=4.0; tissue-adjusted by joint complex,,,MEDIUM,SECONDARY,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
REMAINING_54,30,수영,ex_681eed4a,WHOLE_BODY,CARDIO,CARDIO|SWIMMING|SHOULDER_ENDURANCE,CARDIO,CYCLIC,SAGITTAL,Y,SWIMMING,중강도 수영,REPRESENTATIVE_ANCHOR,수중 반복,분·거리·RPE,lu_3f748b96b1,lu_thoracic_facet_costovertebral,흉추 후관절·늑골관절 복합체,JOINT,jc_5c5aab6f67,jc_thoracic_spine_ribcage,흉추·흉곽 복합체,,tissue_c1250f12e6|tissue_34a9253eea,tissue_thoracic_facet_joint|tissue_costovertebral_joint,흉추 후관절|늑골척추관절,2,FORCE_TRANSFER,3,4,7,SMOOTH_CYCLE,완만한 반복,D_PRIMARY_REPETITION,D의 반복·주기·세트 또는 세션 시간을 사용. cumulative = M × reps/cycles × sets × load/ROM/effort modifiers. P 자체는 숫자 승수가 아님.,DURATION_SESSION,분·거리·RPE,distanceOrMinutes × strokeTypeModifier × RPE,,CYCLIC|SHOULDER_ENDURANCE|STROKE_DEPENDENT,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,SWIM01|SWIM02|SWIM03,중간,"https://pmc.ncbi.nlm.nih.gov/articles/PMC3438875/
https://pmc.ncbi.nlm.nih.gov/articles/PMC6333225/
https://pmc.ncbi.nlm.nih.gov/articles/PMC9982531/","자유형 중심의 대표 수영 세션으로, 영법별 차이는 런타임 modifier로 분리. 흉추 후관절·늑골관절 복합체은(는) FORCE_TRANSFER 역할로 연결했으며, 기존 상·하체 StableKey 기준점과 SWIM01|SWIM02|SWIM03 근거를 사용해 상대점수를 정규화했다.",연구·전이 기반 점수 시안,REL-MSCP-D-REMAINING-0.1,1781278881407,smooth_cycle; exercise_base=4.0; tissue-adjusted by joint complex,,,MEDIUM,SECONDARY,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
