"stableKey","sourceField","sourceToken","sourceSemanticFacts","existingCanonicalFactsBefore","canonicalFactsAfter","lostFacts","unsupportedNewFacts","duplicatedFacts","informationStatus"
"ex_95028bfe","legacy derived badminton transfer inference","forceType=BRACE;plane=SAGITTAL;laterality=BILATERAL;fatigue=FOREARM_EXTENSOR_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS|GRIP_FOREARM|GRIP_FOREARM_LOAD|ISOLATION_ACCESSORY_STRESS|LOCAL_MUSCLE|NEURAL_HEAVY|SYSTEMIC|WRIST_CONTROL_LOAD|WRIST_STABILITY_STRESS;muscles=CORE|FOREARM|GRIP;roles=GRIP_FOREARM|GRIP_WRIST_SUPPORTIVE;skills=DRIVE|NET_PLAY;qualities=GRIP_ENDURANCE","axes=LOW_FATIGUE_CONTROL|RACKET_SUPPORT|ROTATION_CONTROL;objectives=;fatigueCost=LOW","level=SUPPORTIVE;types=GRIP_WRIST_SUPPORTIVE;skills=DRIVE|NET_PLAY;qualities=GRIP_ENDURANCE","axes=RACKET_SUPPORT;objectives=;fatigueCost=LOW","removedAxes=LOW_FATIGUE_CONTROL|ROTATION_CONTROL;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_9b132c23","legacy derived badminton transfer inference","forceType=ACCELERATE;plane=MULTI_PLANAR;laterality=UNILATERAL;fatigue=ACHILLES_TENDON_STRESS|ANKLE_INVERSION_LIGAMENT_STRESS|CALF_ANKLE_SSC_LOAD|DECELERATION|DECELERATION_LOAD|DIRECTION_CHANGE_IMPACT_STRESS|ELASTIC_SSC|FRONTAL_PLANE_LOAD|HIP_ROTATIONAL_CONTROL_STRESS|KNEE_ROTATIONAL_STABILITY_STRESS|KNEE_VALGUS_CONTROL_STRESS|LANDING_LOAD|LOCAL_MUSCLE|NEURAL_HEAVY|NEURAL_SPEED|PATELLAR_TENDON_STRESS|PLYOMETRIC_LANDING_STRESS|SINGLE_LEG_STABILITY_LOAD|SYSTEMIC;muscles=CORE|DEEP_CORE;roles=DECELERATION|FOOTWORK|LOWER_BODY_SUPPORTIVE|REACTION;skills=CHANGE_OF_DIRECTION|FIRST_STEP;qualities=ACCELERATION|DECELERATION|FIRST_STEP|FRONTAL_PLANE_CONTROL|HIP_CONTROL|HIP_KNEE_EXTENSION_STRENGTH|LATERAL_MOVE|LOWER_BODY_FORCE|MULTI_DIRECTION|REACTION_RANDOM|REACTIVE_AGILITY|RECOVERY_STEP|SINGLE_LEG_STABILITY","axes=DECELERATION_LANDING|LATERAL_MOVEMENT|UNILATERAL_STABILITY;objectives=ACCELERATION|DECELERATION|FOOTWORK|REACTION;fatigueCost=HIGH","level=SUPPORTIVE;types=LOWER_BODY_SUPPORTIVE;skills=CHANGE_OF_DIRECTION|FIRST_STEP;qualities=ACCELERATION|DECELERATION|FRONTAL_PLANE_CONTROL|HIP_CONTROL|HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE|REACTIVE_AGILITY|SINGLE_LEG_STABILITY","axes=DECELERATION_LANDING;objectives=ACCELERATION|DECELERATION;fatigueCost=HIGH","removedAxes=LATERAL_MOVEMENT|UNILATERAL_STABILITY;removedObjectives=FOOTWORK|REACTION","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_9bd6dddb","legacy derived badminton transfer inference","forceType=LAND;plane=SAGITTAL;laterality=BILATERAL;fatigue=ACHILLES_TENDON_STRESS|ANKLE_EVERSION_CONTROL_STRESS|ANKLE_INVERSION_LIGAMENT_STRESS|ANKLE_SSC_REACTIVE_STRESS|CALF_ANKLE_SSC_LOAD|DECELERATION|ELASTIC_SSC|LANDING_LOAD|LOCAL_MUSCLE|NEURAL_HEAVY|NEURAL_SPEED|PATELLAR_TENDON_STRESS|REPEATED_LOW_AMPLITUDE_IMPACT_STRESS|REPEATED_PATTERN_LOAD|SYSTEMIC;muscles=CALF|CORE|HAMSTRING|QUADRICEPS;roles=ANKLE_CALF_SSC_SUPPORTIVE|JUMP_LANDING;skills=CHANGE_OF_DIRECTION|FIRST_STEP|SPLIT_STEP;qualities=ACCELERATION|ANKLE_STIFFNESS|CALF_ELASTICITY|JUMP_LANDING|RECOVERY_STEP","axes=DECELERATION_LANDING|LATERAL_MOVEMENT|UNILATERAL_STABILITY;objectives=ACCELERATION|FOOTWORK|JUMP_LANDING;fatigueCost=HIGH","level=SUPPORTIVE;types=ANKLE_CALF_SSC_SUPPORTIVE;skills=CHANGE_OF_DIRECTION|FIRST_STEP|SPLIT_STEP;qualities=ACCELERATION|ANKLE_STIFFNESS|CALF_ELASTICITY","axes=;objectives=ACCELERATION|FOOTWORK;fatigueCost=HIGH","removedAxes=DECELERATION_LANDING|LATERAL_MOVEMENT|UNILATERAL_STABILITY;removedObjectives=JUMP_LANDING","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_9f283612","legacy derived badminton transfer inference","forceType=PUSH;plane=TRANSVERSE;laterality=UNILATERAL;fatigue=ANTERIOR_DELTOID_LOAD|ANTI_ROTATION_LOAD|HORIZONTAL_PUSH_STRESS|LOCAL_MUSCLE|NEURAL_HEAVY|OVERHEAD_REPETITION|PECTORAL_LOAD|PECTORAL_TENDON_STRESS|SHOULDER_SCAPULAR_STABILITY_STRESS|SYSTEMIC|TRICEPS_LOAD|TRICEPS_TENDON_STRESS;muscles=ANTERIOR_DELTOID|CHEST|CORE|DEEP_CORE|SHOULDER|TRICEPS|UPPER_CHEST;roles=SHOULDER_CARE;skills=;qualities=","axes=RACKET_SUPPORT|UNILATERAL_STABILITY;objectives=;fatigueCost=MEDIUM","level=NONE;types=;skills=;qualities=","axes=;objectives=;fatigueCost=MEDIUM","removedAxes=RACKET_SUPPORT|UNILATERAL_STABILITY;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_a091b9fe","legacy derived badminton transfer inference","forceType=SQUAT;plane=SAGITTAL;laterality=UNILATERAL;fatigue=GLUTE_LOAD|KNEE_HIP_STABILITY_STRESS|LOCAL_MUSCLE|MACHINE_LOWER_BODY_STRESS|NEURAL_HEAVY|PATELLAR_TENDON_STRESS|QUADRICEPS_LOAD|SYSTEMIC;muscles=CORE|GLUTE|GLUTE_MEDIUS|HAMSTRING|QUADRICEPS;roles=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE","axes=UNILATERAL_STABILITY;objectives=;fatigueCost=HIGH","level=GENERAL;types=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE","axes=;objectives=;fatigueCost=HIGH","removedAxes=UNILATERAL_STABILITY;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_a12de111","legacy derived badminton transfer inference","forceType=ACCELERATE;plane=SAGITTAL;laterality=BILATERAL;fatigue=ACHILLES_TENDON_STRESS|ANKLE_SSC_REACTIVE_STRESS|ANKLE_STABILITY_STRESS|ELASTIC_SSC|ELASTIC_SSC_LOAD|LOCAL_MUSCLE|LOW_LEVEL_REACTIVE_IMPACT|MOTOR_LEARNING_LOAD|NEURAL_HEAVY|NEURAL_SPEED|NEURAL_SPEED_LOAD|RUNNING_MECHANICS_LOAD|SYSTEMIC;muscles=CALF|CORE;roles=ANKLE_CALF_SSC_SUPPORTIVE|CONDITIONING|LOWER_BODY_SUPPORTIVE;skills=;qualities=ACCELERATION|ANKLE_STIFFNESS|CALF_ELASTICITY|HIP_CONTROL|RECOVERY_STEP","axes=AEROBIC_FOOTWORK|DECELERATION_LANDING|LATERAL_MOVEMENT;objectives=ACCELERATION|CONDITIONING|FOOTWORK;fatigueCost=HIGH","level=SUPPORTIVE;types=ANKLE_CALF_SSC_SUPPORTIVE|LOWER_BODY_SUPPORTIVE;skills=;qualities=ACCELERATION|ANKLE_STIFFNESS|CALF_ELASTICITY|HIP_CONTROL","axes=;objectives=ACCELERATION;fatigueCost=HIGH","removedAxes=AEROBIC_FOOTWORK|DECELERATION_LANDING|LATERAL_MOVEMENT;removedObjectives=CONDITIONING|FOOTWORK","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_a12de4d2","legacy derived badminton transfer inference","forceType=ACCELERATE;plane=SAGITTAL;laterality=UNILATERAL;fatigue=ACHILLES_TENDON_STRESS|ANKLE_SSC_REACTIVE_STRESS|ANKLE_STABILITY_STRESS|ELASTIC_SSC|ELASTIC_SSC_LOAD|LOCAL_MUSCLE|LOW_LEVEL_REACTIVE_IMPACT|MOTOR_LEARNING_LOAD|NEURAL_HEAVY|NEURAL_SPEED|NEURAL_SPEED_LOAD|RUNNING_MECHANICS_LOAD|SYSTEMIC;muscles=CORE|HAMSTRING;roles=ANKLE_CALF_SSC_SUPPORTIVE|CONDITIONING|LOWER_BODY_SUPPORTIVE;skills=;qualities=ACCELERATION|ANKLE_STIFFNESS|CALF_ELASTICITY|HIP_CONTROL|RECOVERY_STEP","axes=AEROBIC_FOOTWORK|DECELERATION_LANDING|LATERAL_MOVEMENT|UNILATERAL_STABILITY;objectives=ACCELERATION|CONDITIONING|FOOTWORK;fatigueCost=HIGH","level=SUPPORTIVE;types=ANKLE_CALF_SSC_SUPPORTIVE|LOWER_BODY_SUPPORTIVE;skills=;qualities=ACCELERATION|ANKLE_STIFFNESS|CALF_ELASTICITY|HIP_CONTROL","axes=;objectives=ACCELERATION;fatigueCost=HIGH","removedAxes=AEROBIC_FOOTWORK|DECELERATION_LANDING|LATERAL_MOVEMENT|UNILATERAL_STABILITY;removedObjectives=CONDITIONING|FOOTWORK","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_a345e30b","legacy derived badminton transfer inference","forceType=BRACE;plane=SAGITTAL;laterality=BILATERAL;fatigue=ANTERIOR_CORE_LOAD|DYNAMIC_CORE_FLEXION_STRESS|HIP_FLEXION_LOAD|LOCAL_MUSCLE|LUMBOPELVIC_CONTROL_STRESS|NEURAL_HEAVY|OVERHEAD_REPETITION|SYSTEMIC;muscles=CORE|DEEP_CORE|SCAPULAR_STABILIZERS;roles=GENERAL_STRENGTH_SUPPORTIVE|SHOULDER_CARE;skills=;qualities=CORE_BRACING","axes=LOW_FATIGUE_CONTROL|RACKET_SUPPORT|ROTATION_CONTROL;objectives=;fatigueCost=LOW","level=GENERAL;types=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=CORE_BRACING","axes=;objectives=;fatigueCost=LOW","removedAxes=LOW_FATIGUE_CONTROL|RACKET_SUPPORT|ROTATION_CONTROL;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_a3ddd8ac","legacy derived badminton transfer inference","forceType=LAND;plane=FRONTAL;laterality=BILATERAL;fatigue=ACHILLES_TENDON_STRESS|ANKLE_EVERSION_CONTROL_STRESS|ANKLE_INVERSION_LIGAMENT_STRESS|ANKLE_SSC_REACTIVE_STRESS|CALF_ANKLE_SSC_LOAD|DECELERATION|ELASTIC_SSC|LANDING_LOAD|LOCAL_MUSCLE|NEURAL_HEAVY|NEURAL_SPEED|PATELLAR_TENDON_STRESS|REPEATED_LOW_AMPLITUDE_IMPACT_STRESS|REPEATED_PATTERN_LOAD|SYSTEMIC;muscles=CALF|CORE;roles=ANKLE_CALF_SSC_SUPPORTIVE|JUMP_LANDING;skills=CHANGE_OF_DIRECTION|FIRST_STEP|SPLIT_STEP;qualities=ACCELERATION|ANKLE_STIFFNESS|CALF_ELASTICITY|JUMP_LANDING|RECOVERY_STEP","axes=DECELERATION_LANDING|LATERAL_MOVEMENT;objectives=ACCELERATION|FOOTWORK|JUMP_LANDING;fatigueCost=HIGH","level=SUPPORTIVE;types=ANKLE_CALF_SSC_SUPPORTIVE;skills=CHANGE_OF_DIRECTION|FIRST_STEP|SPLIT_STEP;qualities=ACCELERATION|ANKLE_STIFFNESS|CALF_ELASTICITY","axes=;objectives=ACCELERATION|FOOTWORK;fatigueCost=HIGH","removedAxes=DECELERATION_LANDING|LATERAL_MOVEMENT;removedObjectives=JUMP_LANDING","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_a4040be3","legacy derived badminton transfer inference","forceType=ACCELERATE;plane=MULTI_PLANAR;laterality=UNILATERAL;fatigue=ACHILLES_TENDON_STRESS|COURT_DECELERATION_IMPACT|COURT_SPORT_MOVEMENT_STRESS|DECELERATION|DECELERATION_LOAD|ELASTIC_SSC|ELASTIC_SSC_LOAD|GENERAL_COURT_SPORT|HIP_ROTATIONAL_CONTROL_STRESS|KNEE_ANKLE_STABILITY_STRESS|LOCAL_MUSCLE|MOTOR_LEARNING_LOAD|NEURAL_HEAVY|NEURAL_SPEED|NEURAL_SPEED_LOAD|PATELLAR_TENDON_STRESS|SYSTEMIC;muscles=CORE|DEEP_CORE;roles=ANKLE_CALF_SSC_SUPPORTIVE|DECELERATION|FOOTWORK|LOWER_BODY_SUPPORTIVE|REACTION;skills=;qualities=ANKLE_STIFFNESS|DECELERATION|FIRST_STEP|MULTI_DIRECTION|REACTION_RANDOM|REACTIVE_AGILITY|RECOVERY_STEP","axes=DECELERATION_LANDING|LATERAL_MOVEMENT|UNILATERAL_STABILITY;objectives=ACCELERATION|DECELERATION|FOOTWORK|REACTION;fatigueCost=HIGH","level=SUPPORTIVE;types=ANKLE_CALF_SSC_SUPPORTIVE|LOWER_BODY_SUPPORTIVE;skills=;qualities=ANKLE_STIFFNESS|DECELERATION|REACTIVE_AGILITY","axes=DECELERATION_LANDING;objectives=DECELERATION;fatigueCost=HIGH","removedAxes=LATERAL_MOVEMENT|UNILATERAL_STABILITY;removedObjectives=ACCELERATION|FOOTWORK|REACTION","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_a412dd45","legacy derived badminton transfer inference","forceType=LAND;plane=SAGITTAL;laterality=UNILATERAL;fatigue=ACHILLES_TENDON_STRESS|ANKLE_SSC_REACTIVE_STRESS|ANKLE_STABILITY_STRESS|ELASTIC_SSC|ELASTIC_SSC_LOAD|LOCAL_MUSCLE|LOW_LEVEL_REACTIVE_IMPACT|MOTOR_LEARNING_LOAD|NEURAL_HEAVY|NEURAL_SPEED|NEURAL_SPEED_LOAD|RUNNING_MECHANICS_LOAD|SYSTEMIC;muscles=CALF|CORE;roles=ANKLE_CALF_SSC_SUPPORTIVE|JUMP_LANDING|LOWER_BODY_SUPPORTIVE;skills=;qualities=ACCELERATION|ANKLE_STIFFNESS|CALF_ELASTICITY|HIP_CONTROL|JUMP_LANDING|RECOVERY_STEP","axes=DECELERATION_LANDING|LATERAL_MOVEMENT|UNILATERAL_STABILITY;objectives=ACCELERATION|FOOTWORK|JUMP_LANDING;fatigueCost=HIGH","level=SUPPORTIVE;types=ANKLE_CALF_SSC_SUPPORTIVE|LOWER_BODY_SUPPORTIVE;skills=;qualities=ACCELERATION|ANKLE_STIFFNESS|CALF_ELASTICITY|HIP_CONTROL","axes=;objectives=ACCELERATION;fatigueCost=HIGH","removedAxes=DECELERATION_LANDING|LATERAL_MOVEMENT|UNILATERAL_STABILITY;removedObjectives=FOOTWORK|JUMP_LANDING","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_a4350c0f","legacy derived badminton transfer inference","forceType=ACCELERATE;plane=MULTI_PLANAR;laterality=UNILATERAL;fatigue=ACHILLES_TENDON_STRESS|COURT_DECELERATION_IMPACT|COURT_SPORT_MOVEMENT_STRESS|DECELERATION|DECELERATION_LOAD|ELASTIC_SSC|ELASTIC_SSC_LOAD|GENERAL_COURT_SPORT|HIP_ROTATIONAL_CONTROL_STRESS|KNEE_ANKLE_STABILITY_STRESS|LOCAL_MUSCLE|MOTOR_LEARNING_LOAD|NEURAL_HEAVY|NEURAL_SPEED|NEURAL_SPEED_LOAD|PATELLAR_TENDON_STRESS|SYSTEMIC;muscles=CORE|DEEP_CORE;roles=ANKLE_CALF_SSC_SUPPORTIVE|DECELERATION|FOOTWORK|LOWER_BODY_SUPPORTIVE|REACTION;skills=;qualities=ANKLE_STIFFNESS|DECELERATION|FIRST_STEP|MULTI_DIRECTION|REACTION_RANDOM|REACTIVE_AGILITY|RECOVERY_STEP","axes=DECELERATION_LANDING|LATERAL_MOVEMENT|UNILATERAL_STABILITY;objectives=ACCELERATION|DECELERATION|FOOTWORK|REACTION;fatigueCost=HIGH","level=SUPPORTIVE;types=ANKLE_CALF_SSC_SUPPORTIVE|LOWER_BODY_SUPPORTIVE;skills=;qualities=ANKLE_STIFFNESS|DECELERATION|REACTIVE_AGILITY","axes=DECELERATION_LANDING;objectives=DECELERATION;fatigueCost=HIGH","removedAxes=LATERAL_MOVEMENT|UNILATERAL_STABILITY;removedObjectives=ACCELERATION|FOOTWORK|REACTION","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_a44ae2ca","legacy derived badminton transfer inference","forceType=BRACE;plane=SAGITTAL;laterality=BILATERAL;fatigue=ANTI_ROTATION|ANTI_ROTATION_LOAD|CORE_BRACING_LOAD|ISOMETRIC_CORE_BRACING_STRESS|LOCAL_MUSCLE|LUMBOPELVIC_CONTROL_STRESS|NEURAL_HEAVY|SYSTEMIC;muscles=CORE|DEEP_CORE;roles=ANTI_ROTATION_STABILITY|CORE_STABILITY_SUPPORTIVE;skills=CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE;qualities=CORE_BRACING|HIP_CONTROL|SINGLE_LEG_STABILITY","axes=LOW_FATIGUE_CONTROL|ROTATION_CONTROL;objectives=;fatigueCost=MEDIUM","level=SUPPORTIVE;types=CORE_STABILITY_SUPPORTIVE;skills=CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE;qualities=CORE_BRACING|HIP_CONTROL|SINGLE_LEG_STABILITY","axes=LOW_FATIGUE_CONTROL;objectives=;fatigueCost=MEDIUM","removedAxes=ROTATION_CONTROL;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_a44ae2ca","movementPattern","TRUNK_BRACE","Plank resists extension","MOVEMENT_PATTERN:TRUNK_BRACE","MOVEMENT_PATTERN:ANTI_EXTENSION","NONE","NONE","NONE","LOSSLESS_WITH_EXISTING_OWNER_EXTENSION"
"ex_a60496be","legacy derived badminton transfer inference","forceType=BRACE;plane=TRANSVERSE;laterality=UNILATERAL;fatigue=ANTI_ROTATION|ISOLATION_ACCESSORY_STRESS|LOCAL_MUSCLE|NEURAL_HEAVY|OVERHEAD_REPETITION|POSTERIOR_DELTOID_LOCAL_LOAD|ROTATOR_CUFF_TENDON_STRESS|SCAPULAR_RETRACTION_LOAD|SHOULDER_SCAPULAR_STABILITY_STRESS|SYSTEMIC;muscles=CORE|OBLIQUE|REAR_DELT|RHOMBOID|ROTATOR_CUFF|SCAPULAR_STABILIZERS;roles=ANTI_ROTATION_STABILITY|GENERAL_STRENGTH_SUPPORTIVE|SHOULDER_CARE;skills=;qualities=ROTATOR_CUFF_CONTROL|SCAPULAR_CONTROL|SHOULDER_DURABILITY","axes=LOW_FATIGUE_CONTROL|RACKET_SUPPORT|ROTATION_CONTROL|UNILATERAL_STABILITY;objectives=;fatigueCost=MEDIUM","level=GENERAL;types=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=ROTATOR_CUFF_CONTROL|SCAPULAR_CONTROL|SHOULDER_DURABILITY","axes=;objectives=;fatigueCost=MEDIUM","removedAxes=LOW_FATIGUE_CONTROL|RACKET_SUPPORT|ROTATION_CONTROL|UNILATERAL_STABILITY;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_a611010d","legacy derived badminton transfer inference","forceType=SQUAT;plane=FRONTAL;laterality=UNILATERAL;fatigue=GLUTE_LOAD|HIP_ROTATIONAL_CONTROL_STRESS|HIP_STABILITY_LOAD|KNEE_ANKLE_STABILITY_STRESS|LOCAL_MUSCLE|NEURAL_HEAVY|PATELLAR_TENDON_STRESS|QUADRICEPS_LOAD|SYSTEMIC|UNILATERAL_LOWER_STABILITY_STRESS;muscles=CORE|HIP_ADDUCTOR;roles=LOWER_BODY_SUPPORTIVE;skills=CHANGE_OF_DIRECTION|FIRST_STEP;qualities=FRONTAL_PLANE_CONTROL|HIP_CONTROL|HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE|SINGLE_LEG_STABILITY","axes=LATERAL_MOVEMENT|LOW_FATIGUE_CONTROL|UNILATERAL_STABILITY;objectives=ACCELERATION;fatigueCost=VERY_HIGH","level=SUPPORTIVE;types=LOWER_BODY_SUPPORTIVE;skills=CHANGE_OF_DIRECTION|FIRST_STEP;qualities=FRONTAL_PLANE_CONTROL|HIP_CONTROL|HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE|SINGLE_LEG_STABILITY","axes=;objectives=ACCELERATION;fatigueCost=VERY_HIGH","removedAxes=LATERAL_MOVEMENT|LOW_FATIGUE_CONTROL|UNILATERAL_STABILITY;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_a61f1e96","legacy derived badminton transfer inference","forceType=PUSH;plane=TRANSVERSE;laterality=BILATERAL;fatigue=ANTERIOR_DELTOID_LOAD|HORIZONTAL_PUSH_STRESS|LOCAL_MUSCLE|NEURAL_HEAVY|PECTORAL_LOAD|PECTORAL_TENDON_STRESS|SHOULDER_SCAPULAR_STABILITY_STRESS|SYSTEMIC|TRICEPS_LOAD|TRICEPS_TENDON_STRESS;muscles=ANTERIOR_DELTOID|CHEST|CORE|TRICEPS|UPPER_CHEST;roles=;skills=;qualities=","axes=;objectives=;fatigueCost=MEDIUM","level=NONE;types=;skills=;qualities=","axes=;objectives=;fatigueCost=MEDIUM","removedAxes=;removedObjectives=","NONE","NONE","LOSSLESS"
"ex_a61f307a","legacy derived badminton transfer inference","forceType=BRACE;plane=TRANSVERSE;laterality=BILATERAL;fatigue=ISOLATION_ACCESSORY_STRESS|LOCAL_MUSCLE|NEURAL_HEAVY|OVERHEAD_REPETITION|PECTORAL_LOCAL_LOAD|PECTORAL_TENDON_STRESS|SHOULDER_SCAPULAR_STABILITY_STRESS|SYSTEMIC;muscles=ANTERIOR_DELTOID|CHEST|CORE|SCAPULAR_STABILIZERS|SHOULDER|UPPER_CHEST;roles=SHOULDER_CARE;skills=;qualities=","axes=LOW_FATIGUE_CONTROL|RACKET_SUPPORT|ROTATION_CONTROL;objectives=;fatigueCost=LOW","level=NONE;types=;skills=;qualities=","axes=;objectives=;fatigueCost=LOW","removedAxes=LOW_FATIGUE_CONTROL|RACKET_SUPPORT|ROTATION_CONTROL;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_a76f20b6","legacy derived badminton transfer inference","forceType=PULL;plane=TRANSVERSE;laterality=UNILATERAL;fatigue=BICEPS_LOAD|BICEPS_TENDON_STRESS|ELBOW_JOINT_STRESS|FOREARM_FLEXOR_TENDON_STRESS|GRIP_FOREARM|GRIP_LOAD|HORIZONTAL_ROW_STRESS|LAT_LOAD|LOCAL_MUSCLE|NEURAL_HEAVY|REAR_DELTOID_LOAD|SCAPULAR_STABILITY_LOAD|SHOULDER_JOINT_STABILITY_STRESS|SYSTEMIC|UPPER_BACK_LOAD;muscles=BICEPS|CORE|LAT|REAR_DELT|RHOMBOID;roles=SHOULDER_SCAPULAR_SUPPORTIVE;skills=DRIVE|OVERHEAD_CLEAR;qualities=SCAPULAR_CONTROL|SHOULDER_DURABILITY","axes=RACKET_SUPPORT|UNILATERAL_STABILITY;objectives=;fatigueCost=HIGH","level=SUPPORTIVE;types=SHOULDER_SCAPULAR_SUPPORTIVE;skills=DRIVE|OVERHEAD_CLEAR;qualities=SCAPULAR_CONTROL|SHOULDER_DURABILITY","axes=RACKET_SUPPORT;objectives=;fatigueCost=HIGH","removedAxes=UNILATERAL_STABILITY;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_a8385c4a","legacy derived badminton transfer inference","forceType=BRACE;plane=FRONTAL;laterality=UNILATERAL;fatigue=ANTI_ROTATION|ANTI_ROTATION_LOAD|CORE_BRACING_LOAD|ISOMETRIC_CORE_BRACING_STRESS|LOCAL_MUSCLE|LUMBOPELVIC_CONTROL_STRESS|NEURAL_HEAVY|SYSTEMIC;muscles=CORE|DEEP_CORE|GLUTE_MEDIUS|HIP_ADDUCTOR|OBLIQUE;roles=ANTI_ROTATION_STABILITY|CORE_STABILITY_SUPPORTIVE;skills=CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE;qualities=CORE_BRACING|HIP_CONTROL|SINGLE_LEG_STABILITY","axes=LATERAL_MOVEMENT|LOW_FATIGUE_CONTROL|ROTATION_CONTROL|UNILATERAL_STABILITY;objectives=;fatigueCost=MEDIUM","level=SUPPORTIVE;types=CORE_STABILITY_SUPPORTIVE;skills=CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE;qualities=CORE_BRACING|HIP_CONTROL|SINGLE_LEG_STABILITY","axes=LOW_FATIGUE_CONTROL;objectives=;fatigueCost=MEDIUM","removedAxes=LATERAL_MOVEMENT|ROTATION_CONTROL|UNILATERAL_STABILITY;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_a8385c4a","movementPattern","TRUNK_BRACE","Copenhagen plank resists lateral flexion","MOVEMENT_PATTERN:TRUNK_BRACE","MOVEMENT_PATTERN:ANTI_LATERAL_FLEXION","NONE","NONE","NONE","LOSSLESS_WITH_EXISTING_OWNER_EXTENSION"
"ex_a9b52886","legacy derived badminton transfer inference","forceType=BRACE;plane=SAGITTAL;laterality=UNILATERAL;fatigue=ANTERIOR_CORE_LOAD|ANTI_ROTATION|CONDITIONING_LOAD|DYNAMIC_CORE_FLEXION_STRESS|HIP_FLEXION_LOAD|LOCAL_MUSCLE|LUMBOPELVIC_CONTROL_STRESS|NEURAL_HEAVY|OVERHEAD_REPETITION|SYSTEMIC;muscles=CORE|DEEP_CORE|SHOULDER;roles=ANTI_ROTATION_STABILITY|GENERAL_CONDITIONING_SUPPORTIVE|SHOULDER_CARE;skills=;qualities=AEROBIC_BASE|ANAEROBIC_REPEATABILITY","axes=AEROBIC_FOOTWORK|RACKET_SUPPORT|ROTATION_CONTROL|UNILATERAL_STABILITY;objectives=;fatigueCost=MEDIUM","level=GENERAL;types=GENERAL_CONDITIONING_SUPPORTIVE;skills=;qualities=AEROBIC_BASE|ANAEROBIC_REPEATABILITY","axes=;objectives=;fatigueCost=MEDIUM","removedAxes=AEROBIC_FOOTWORK|RACKET_SUPPORT|ROTATION_CONTROL|UNILATERAL_STABILITY;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_a9b52886","movementPattern","TRUNK_BRACE","Mountain climber stabilizes the trunk dynamically against extension","MOVEMENT_PATTERN:TRUNK_BRACE","MOVEMENT_PATTERN:DYNAMIC_TRUNK_STABILIZATION|MOVEMENT_PATTERN:ANTI_EXTENSION","NONE","NONE","NONE","LOSSLESS_WITH_EXISTING_OWNER_EXTENSION"
