exerciseStableKey,exerciseName,planningEligibility,primarySemanticLayer,hasGeneralQuality,hasCoreRelation,hasSportTaskRelation,hasRecoveryPrehabRelation,candidateQuality,candidateRelationLevel,reason,runtimeEvidence,conflict,reviewDecision,status
ex_9f283612,원암 인클라인 덤벨 프레스,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY|SUPPORTIVE_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,BENCH_PRESS_DUMBBELL_PRESS_MACHINE_PRESS_VARIANTS|UNILATERAL_UPPER_PUSH|FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE|HORIZONTAL_PUSH_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_a091b9fe,원레그 레그 프레스,PROGRAM_SELECTABLE,CORE_LAYER,YES,YES,NO,NO,STRENGTH|HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence alongside core authority.,LEG_PRESS_KNEE_DOMINANT_MACHINE_VARIANTS|MACHINE_LOWER_BODY_STRENGTH|STRENGTH_VOLUME|HYPERTROPHY_VOLUME|FATIGUE|MACHINE_LOWER_BODY_STRESS|MACHINE_LOAD_REPS,,PASS,AUTO_APPROVED
ex_a12de111,A스킵,PROGRAM_SELECTABLE,CORE_LAYER,NO,YES,YES,NO,REACTIVE_STRENGTH_SSC,DIRECT_CAPABILITY,Existing core_relations.csv authority owns core stimulus semantics.,RUNNING_MECHANICS_SUPPORT|RUNNING_MECHANICS_SUPPORT|FATIGUE|BADMINTON_SUPPORTIVE|BALANCE|ANKLE_SSC_REACTIVE_STRESS|QUALITY_BASED,,CORE_OWNER,CORE_OWNED
ex_a12de4d2,B스킵,PROGRAM_SELECTABLE,CORE_LAYER,NO,YES,YES,NO,REACTIVE_STRENGTH_SSC,DIRECT_CAPABILITY,Existing core_relations.csv authority owns core stimulus semantics.,RUNNING_MECHANICS_SUPPORT|RUNNING_MECHANICS_SUPPORT|FATIGUE|BADMINTON_SUPPORTIVE|BALANCE|ANKLE_SSC_REACTIVE_STRESS|QUALITY_BASED,,CORE_OWNER,CORE_OWNED
ex_a345e30b,캡틴체어 레그 레이즈,PROGRAM_SELECTABLE,CORE_LAYER,NO,YES,NO,NO,,,Existing core_relations.csv authority owns core stimulus semantics.,CORE_FLEXION_ANTERIOR_CORE|CORE_FLEXION_ACCESSORY|ACCESSORY_VOLUME|FATIGUE|DYNAMIC_CORE_FLEXION_STRESS|REPS_OR_TIME,,CORE_OWNER,CORE_OWNED
ex_a3ddd8ac,라인 홉,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,YES,NO,REACTIVE_STRENGTH_SSC,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,ANKLE_STIFFNESS_SSC_CONDITIONING|ANKLE_SSC_CONDITIONING|FATIGUE|BADMINTON_SUPPORTIVE|BALANCE|ANKLE_SSC_REACTIVE_STRESS|TIME_OR_REPS,,PASS,MANUALLY_REVIEWED
ex_a4040be3,셔틀런,PROGRAM_SELECTABLE,SPORT_TASK_LAYER,NO,YES,YES,NO,,,Existing badminton_objective_relations.csv owns sport-task semantics.,FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS|BADMINTON_FOOTWORK|FATIGUE|BADMINTON_SUPPORTIVE|BALANCE|COURT_SPORT_MOVEMENT_STRESS|TIME_OR_DISTANCE,,SPORT_TASK_OWNER,SPORT_TASK_OWNED
ex_a412dd45,앙클링,PROGRAM_SELECTABLE,CORE_LAYER,NO,YES,YES,NO,REACTIVE_STRENGTH_SSC,DIRECT_CAPABILITY,Existing core_relations.csv authority owns core stimulus semantics.,RUNNING_MECHANICS_SUPPORT|RUNNING_MECHANICS_SUPPORT|FATIGUE|BADMINTON_SUPPORTIVE|BALANCE|ANKLE_SSC_REACTIVE_STRESS|QUALITY_BASED,,CORE_OWNER,CORE_OWNED
ex_a4350c0f,콘 드릴,PROGRAM_SELECTABLE,SPORT_TASK_LAYER,NO,YES,YES,NO,,,Existing badminton_objective_relations.csv owns sport-task semantics.,FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS|BADMINTON_FOOTWORK|FATIGUE|BADMINTON_SUPPORTIVE|BALANCE|COURT_SPORT_MOVEMENT_STRESS|TIME_OR_DISTANCE,,SPORT_TASK_OWNER,SPORT_TASK_OWNED
ex_a44ae2ca,플랭크,PROGRAM_SELECTABLE,CORE_LAYER,NO,YES,YES,NO,,,Existing core_relations.csv authority owns core stimulus semantics.,ANTI_ROTATION_ANTI_EXTENSION_CORE|CORE_STABILITY_ACCESSORY|ACCESSORY_VOLUME|FATIGUE|BADMINTON_SUPPORTIVE|ISOMETRIC_CORE_BRACING_STRESS|TIME_OR_REPS,,CORE_OWNER,CORE_OWNED
ex_a60496be,원암 리어델트 케이블 플라이,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,REAR_DELT_FLY_HORIZONTAL_ABDUCTION_VARIANTS|REAR_DELT_SCAPULAR_ACCESSORY|FATIGUE|HYPERTROPHY_VOLUME|BALANCE|ISOLATION_ACCESSORY_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_a611010d,코사크 스쿼트,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,YES,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY|SUPPORTIVE_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,SQUAT_VARIANTS|UNILATERAL_LOWER_ACCESSORY|FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE|BADMINTON_SUPPORTIVE|UNILATERAL_LOWER_STABILITY_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_a61f1e96,인클라인 덤벨 프레스,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY|SUPPORTIVE_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,BENCH_PRESS_DUMBBELL_PRESS_MACHINE_PRESS_VARIANTS|HORIZONTAL_PUSH_STRENGTH_OR_ACCESSORY|STRENGTH_VOLUME|HYPERTROPHY_VOLUME|FATIGUE|HORIZONTAL_PUSH_STRESS|LOAD_REPS,,PASS,AUTO_APPROVED
ex_a61f307a,인클라인 덤벨 플라이,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,NO,NO,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,CHEST_ISOLATION|CHEST_ISOLATION_ACCESSORY|HYPERTROPHY_VOLUME|FATIGUE|ISOLATION_ACCESSORY_STRESS|LOAD_REPS,,PASS,AUTO_APPROVED
ex_a76f20b6,시티드 원암 케이블 로우,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,ROW_VARIANTS|HORIZONTAL_PULL_STRENGTH|FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BADMINTON_SUPPORTIVE|BALANCE|HORIZONTAL_ROW_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_a8385c4a,코펜하겐 플랭크,PROGRAM_SELECTABLE,CORE_LAYER,NO,YES,YES,NO,,,Existing core_relations.csv authority owns core stimulus semantics.,ANTI_ROTATION_ANTI_EXTENSION_CORE|CORE_STABILITY_ACCESSORY|ACCESSORY_VOLUME|FATIGUE|BADMINTON_SUPPORTIVE|ISOMETRIC_CORE_BRACING_STRESS|TIME_OR_REPS,,CORE_OWNER,CORE_OWNED
ex_a9b52886,마운틴 클라이머,PROGRAM_SELECTABLE,CORE_LAYER,NO,YES,YES,NO,,,Existing core_relations.csv authority owns core stimulus semantics.,BODYWEIGHT_CONDITIONING_CORE|CONDITIONING_CORE|FATIGUE|CONDITIONING|CORE_ACCESSORY|DYNAMIC_CORE_FLEXION_STRESS|REPS_OR_TIME,,CORE_OWNER,CORE_OWNED
ex_ab468462,레그 프레스,PROGRAM_SELECTABLE,CORE_LAYER,YES,YES,NO,NO,STRENGTH|HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence alongside core authority.,LEG_PRESS_KNEE_DOMINANT_MACHINE_VARIANTS|MACHINE_LOWER_BODY_STRENGTH|STRENGTH_VOLUME|HYPERTROPHY_VOLUME|FATIGUE|MACHINE_LOWER_BODY_STRESS|MACHINE_LOAD_REPS,,PASS,AUTO_APPROVED
ex_ab918e2b,실내 자전거,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,YES,NO,CARDIORESPIRATORY_FITNESS,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,CARDIO_RECORDS|CONDITIONING|FATIGUE|CONDITIONING|CARDIO_CONDITIONING_STRESS|TIME_DISTANCE_PACE_OR_INTENSITY,,PASS,AUTO_APPROVED
ex_b076570e,원암 케이블 래터럴 레이즈,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,LATERAL_RAISE_DELTOID_ISOLATION_VARIANTS|SHOULDER_ACCESSORY|FATIGUE|HYPERTROPHY_VOLUME|BALANCE|ISOLATION_ACCESSORY_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_b3f447be,행잉 레그 레이즈,PROGRAM_SELECTABLE,CORE_LAYER,NO,YES,NO,NO,,,Existing core_relations.csv authority owns core stimulus semantics.,CORE_FLEXION_ANTERIOR_CORE|CORE_FLEXION_ACCESSORY|ACCESSORY_VOLUME|FATIGUE|DYNAMIC_CORE_FLEXION_STRESS|REPS_OR_TIME,,CORE_OWNER,CORE_OWNED
ex_b4b198de,래터럴 런지,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,YES,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,LUNGE_SPLIT_SQUAT_VARIANTS|UNILATERAL_LOWER_STRENGTH|FATIGUE|HYPERTROPHY_VOLUME|BADMINTON_SUPPORTIVE|BALANCE|LUNGE_DECELERATION_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_b59bed7d,스탠딩 레그 컬,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,NO,NO,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,HAMSTRING_CURL_VARIANTS|HAMSTRING_ISOLATION_ACCESSORY|HYPERTROPHY_VOLUME|FATIGUE|ISOLATION_ACCESSORY_STRESS|LOAD_REPS,,PASS,AUTO_APPROVED
ex_b69ab702,크로스바디 해머 컬,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,ELBOW_FLEXION_BRACHIALIS_BRACHIORADIALIS_VARIANTS|BRACHIALIS_FOREARM_ACCESSORY|FATIGUE|HYPERTROPHY_VOLUME|BALANCE|ISOLATION_ACCESSORY_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_b76d3f92,케이블 래터럴 레이즈,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,LATERAL_RAISE_DELTOID_ISOLATION_VARIANTS|SHOULDER_ACCESSORY|FATIGUE|HYPERTROPHY_VOLUME|BALANCE|ISOLATION_ACCESSORY_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_b78a8f95,레그 익스텐션,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,NO,NO,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,KNEE_EXTENSION_QUAD_ISOLATION|QUAD_ISOLATION_ACCESSORY|HYPERTROPHY_VOLUME|FATIGUE|ISOLATION_ACCESSORY_STRESS|LOAD_REPS,,PASS,AUTO_APPROVED
ex_bb4b4276,등받이 없는 덤벨 시티드 숄더프레스,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY|SUPPORTIVE_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,OVERHEAD_PRESS_VARIANTS|OVERHEAD_PUSH_STRENGTH_OR_ACCESSORY|STRENGTH_VOLUME|HYPERTROPHY_VOLUME|FATIGUE|OVERHEAD_PUSH_STRESS|LOAD_REPS,,PASS,AUTO_APPROVED
ex_bc84eb7f,6방향 랜덤 콕줍기,PROGRAM_SELECTABLE,SPORT_TASK_LAYER,NO,YES,YES,NO,,,Existing badminton_objective_relations.csv owns sport-task semantics.,FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS|BADMINTON_FOOTWORK|FATIGUE|BADMINTON_TRANSFER|BALANCE|COURT_SPORT_MOVEMENT_STRESS|TIME_OR_DISTANCE,,SPORT_TASK_OWNER,SPORT_TASK_OWNED
ex_c1a81cb2,로프 해머 컬,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,ELBOW_FLEXION_BRACHIALIS_BRACHIORADIALIS_VARIANTS|BRACHIALIS_FOREARM_ACCESSORY|FATIGUE|HYPERTROPHY_VOLUME|BALANCE|ISOLATION_ACCESSORY_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_c1bf2aa8,안세영 참고 고강도 랠리 풋워크,PROGRAM_SELECTABLE,SPORT_TASK_LAYER,NO,YES,YES,NO,,,Existing badminton_objective_relations.csv owns sport-task semantics.,FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS|BADMINTON_FOOTWORK|FATIGUE|BADMINTON_TRANSFER|BALANCE|COURT_SPORT_MOVEMENT_STRESS|TIME_OR_DISTANCE,,SPORT_TASK_OWNER,SPORT_TASK_OWNED
ex_c365e5e2,원암 스트레이트암 풀다운,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,LAT_STRAIGHT_ARM_PULLDOWN_OR_PULLOVER_ACCESSORY|LAT_ACCESSORY|HYPERTROPHY_VOLUME|FATIGUE|ISOLATION_ACCESSORY_STRESS|LOAD_REPS,,PASS,AUTO_APPROVED
ex_c4535de3,스캡 푸시업,PROGRAM_SELECTABLE,CORE_LAYER,NO,YES,NO,YES,,,Existing core_relations.csv authority owns core stimulus semantics.,SERRATUS_SCAPULAR_PROTRACTION_CONTROL_VARIANTS|RECOVERY_PREHAB_SCAPULAR_CONTROL|RECOVERY_ONLY|BALANCE|BADMINTON_SUPPORTIVE|LOW_LOAD_PREHAB_CONTROL_STRESS|QUALITY_BASED,,CORE_OWNER,CORE_OWNED
ex_c4ea0a2a,스킵 바운드,PROGRAM_SELECTABLE,CORE_LAYER,NO,YES,YES,NO,REACTIVE_STRENGTH_SSC,DIRECT_CAPABILITY,Existing core_relations.csv authority owns core stimulus semantics.,RUNNING_MECHANICS_SUPPORT|RUNNING_MECHANICS_SUPPORT|FATIGUE|BADMINTON_SUPPORTIVE|BALANCE|ANKLE_SSC_REACTIVE_STRESS|QUALITY_BASED,,CORE_OWNER,CORE_OWNED
ex_c5043892,프론트 스쿼트,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,SQUAT_VARIANTS|MAIN_LOWER_STRENGTH|FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE|HEAVY_AXIAL_LOWER_STRESS|ESTIMATED_1RM,,PASS,AUTO_APPROVED
ex_c536edc2,원암 케이블 숄더프레스,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY|SUPPORTIVE_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,OVERHEAD_PRESS_VARIANTS|OVERHEAD_PUSH_STRENGTH_OR_ACCESSORY|STRENGTH_VOLUME|HYPERTROPHY_VOLUME|FATIGUE|OVERHEAD_PUSH_STRESS|LOAD_REPS,,PASS,AUTO_APPROVED
ex_c5c2fdef,스트라이드,PROGRAM_SELECTABLE,CORE_LAYER,NO,YES,YES,NO,REACTIVE_STRENGTH_SSC,DIRECT_CAPABILITY,Existing core_relations.csv authority owns core stimulus semantics.,RUNNING_MECHANICS_SUPPORT|RUNNING_MECHANICS_SUPPORT|FATIGUE|BADMINTON_SUPPORTIVE|BALANCE|ANKLE_SSC_REACTIVE_STRESS|QUALITY_BASED,,CORE_OWNER,CORE_OWNED
ex_c5f4c242,랜덤 비프 풋워크,PROGRAM_SELECTABLE,SPORT_TASK_LAYER,NO,YES,YES,NO,,,Existing badminton_objective_relations.csv owns sport-task semantics.,FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS|BADMINTON_FOOTWORK|FATIGUE|BADMINTON_TRANSFER|BALANCE|COURT_SPORT_MOVEMENT_STRESS|TIME_OR_DISTANCE,,SPORT_TASK_OWNER,SPORT_TASK_OWNED
ex_c62c0716,컨센트레이션 컬,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,NO,NO,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,ELBOW_FLEXION_BICEPS_CURL_VARIANTS|BICEPS_ACCESSORY|FATIGUE|HYPERTROPHY_VOLUME|BALANCE|ISOLATION_ACCESSORY_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_c6d9efef,스플릿 스텝,PROGRAM_SELECTABLE,SPORT_TASK_LAYER,NO,YES,YES,NO,,,Existing badminton_objective_relations.csv owns sport-task semantics.,FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS|BADMINTON_FOOTWORK|FATIGUE|BADMINTON_TRANSFER|BALANCE|COURT_SPORT_MOVEMENT_STRESS|TIME_OR_DISTANCE,,SPORT_TASK_OWNER,SPORT_TASK_OWNED
ex_c8bcf3ce,리버스 런지,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,YES,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,LUNGE_SPLIT_SQUAT_VARIANTS|UNILATERAL_LOWER_STRENGTH|FATIGUE|HYPERTROPHY_VOLUME|BADMINTON_SUPPORTIVE|BALANCE|LUNGE_DECELERATION_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_ca5cce66,스트레이트암 풀다운,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,LAT_STRAIGHT_ARM_PULLDOWN_OR_PULLOVER_ACCESSORY|LAT_ACCESSORY|HYPERTROPHY_VOLUME|FATIGUE|ISOLATION_ACCESSORY_STRESS|LOAD_REPS,,PASS,AUTO_APPROVED
ex_cb3c4dc2,맨몸 스쿼트,PROGRAM_SELECTABLE,CORE_LAYER,NO,YES,NO,NO,MOBILITY_ROM,DIRECT_CAPABILITY,Existing core_relations.csv authority owns core stimulus semantics.,SQUAT_VARIANTS|BODYWEIGHT_LOWER_PATTERN|FATIGUE|MOBILITY|CONDITIONING|PATTERN_QUALITY|LOW_LOAD_PREHAB_CONTROL_STRESS|REPS_OR_TIME,,CORE_OWNER,CORE_OWNED
ex_d5048362,인클라인 덤벨 컬,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,NO,NO,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,ELBOW_FLEXION_BICEPS_CURL_VARIANTS|BICEPS_ACCESSORY|FATIGUE|HYPERTROPHY_VOLUME|BALANCE|ISOLATION_ACCESSORY_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_d5bdffe1,데드버그,PROGRAM_SELECTABLE,CORE_LAYER,NO,YES,YES,NO,,,Existing core_relations.csv authority owns core stimulus semantics.,ANTI_ROTATION_ANTI_EXTENSION_CORE|CORE_STABILITY_ACCESSORY|ACCESSORY_VOLUME|FATIGUE|BADMINTON_SUPPORTIVE|ISOMETRIC_CORE_BRACING_STRESS|TIME_OR_REPS,,CORE_OWNER,CORE_OWNED
ex_d60745b4,원레그 레그 익스텐션,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,NO,NO,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,KNEE_EXTENSION_QUAD_ISOLATION|QUAD_ISOLATION_ACCESSORY|HYPERTROPHY_VOLUME|FATIGUE|ISOLATION_ACCESSORY_STRESS|LOAD_REPS,,PASS,AUTO_APPROVED
ex_d6726746,드롭 점프,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,YES,NO,REACTIVE_STRENGTH_SSC,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,PLYOMETRIC_JUMP_VARIANTS|PLYOMETRIC_POWER|FATIGUE|BADMINTON_SUPPORTIVE|BALANCE|PLYOMETRIC_LANDING_STRESS|QUALITY_BASED,,PASS,MANUALLY_REVIEWED
ex_d67e5761,피스톨 스쿼트,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,YES,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY|SUPPORTIVE_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,SQUAT_VARIANTS|UNILATERAL_LOWER_ACCESSORY|FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE|BADMINTON_SUPPORTIVE|UNILATERAL_LOWER_STABILITY_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_d7c90536,로잉머신,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,YES,NO,CARDIORESPIRATORY_FITNESS,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,CARDIO_RECORDS|CONDITIONING|FATIGUE|CONDITIONING|CARDIO_CONDITIONING_STRESS|TIME_DISTANCE_PACE_OR_INTENSITY,,PASS,AUTO_APPROVED
ex_d9e141e4,박스 점프,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,YES,NO,POWER|REACTIVE_STRENGTH_SSC,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,PLYOMETRIC_JUMP_VARIANTS|PLYOMETRIC_POWER|FATIGUE|BADMINTON_SUPPORTIVE|BALANCE|PLYOMETRIC_LANDING_STRESS|QUALITY_BASED,,PASS,MANUALLY_REVIEWED
ex_da56a4fe,덤벨 킥백,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,ELBOW_EXTENSION_TRICEPS_ISOLATION_VARIANTS|TRICEPS_ACCESSORY|FATIGUE|HYPERTROPHY_VOLUME|BALANCE|ISOLATION_ACCESSORY_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_dc9e5953,랫풀다운,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,PULL_UP_CHIN_UP_LAT_PULLDOWN_VARIANTS|VERTICAL_PULL_STRENGTH|FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE|VERTICAL_PULL_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_dd16e07a,스트레칭,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,NO,NO,YES,MOBILITY_ROM,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,MOBILITY_WARMUP_RECOVERY_EXERCISES|MOBILITY_RECOVERY|RECOVERY_CONTEXT|MOBILITY|MOBILITY_RECOVERY_STRESS|TIME_OR_COMPLETION,,PASS,MANUALLY_REVIEWED
ex_de46b7f6,바벨 로우,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,ROW_VARIANTS|HORIZONTAL_PULL_STRENGTH|FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE|HORIZONTAL_ROW_STRESS|ESTIMATED_1RM,,PASS,AUTO_APPROVED
ex_debf6a8b,다이아몬드 푸시업,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY|SUPPORTIVE_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,PUSH_UP_VARIANTS|UPPER_PUSH_ACCESSORY|FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE|BODYWEIGHT_PUSH_STRESS|REPS_AT_LOAD,,PASS,AUTO_APPROVED
ex_deca2b61,벤치 딥스,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,DIP_TRICEPS_PUSH|TRICEPS_ACCESSORY|FATIGUE|HYPERTROPHY_VOLUME|BALANCE|DIP_PUSH_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_df966b45,점프 런지,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,YES,NO,POWER,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,JUMP_LUNGE_PLYOMETRIC|PLYOMETRIC_POWER|FATIGUE|HYPERTROPHY_VOLUME|BADMINTON_SUPPORTIVE|BALANCE|PLYOMETRIC_LANDING_STRESS|TIME_OR_REPS,Bootstrap STABILITY/ESTIMATED_1RM conflicts with runtime JUMP_LUNGE_PLYOMETRIC/PLYOMETRIC_POWER.,PASS,AUTO_APPROVED
ex_e0b1e364,원암 덤벨 RDL,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,YES,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY|SUPPORTIVE_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,DEADLIFT_HINGE_VARIANTS|UNILATERAL_HINGE_ACCESSORY|FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE|BADMINTON_SUPPORTIVE|UNILATERAL_LOWER_STABILITY_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_e159d15a,인버티드 로우,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,ROW_VARIANTS|HORIZONTAL_PULL_STRENGTH|FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE|HORIZONTAL_ROW_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
