"sourceFile","line","function","analysisModule","inputField","inferredOutput","replacementRelationRequired","riskLevel"
"app/src/main/java/com/training/trackplanner/analysis/trends/TrendMath.kt","12","safeDivide","shared metadata/data","context-dependent string/token collection","if (numerator == null || denominator == null) return fallback","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/trends/TrendMath.kt","13","safeDivide","shared metadata/data","context-dependent string/token collection","if (denominator <= PerformanceTrendConstants.EPSILON) return fallback","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/trends/TrendMath.kt","22","higherIsBetterScore","shared metadata/data","context-dependent string/token collection","value = 100.0 * safeDivide(currentValue, baselineValue, fallback = 1.0),","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/trends/TrendMath.kt","29","lowerIsBetterScore","shared metadata/data","context-dependent string/token collection","value = 100.0 * safeDivide(baselineValue, currentValue, fallback = 1.0),","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/trends/TrendMath.kt","55","weightedMean","shared metadata/data","context-dependent string/token collection","fallback: Double = 100.0","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/trends/TrendMath.kt","60","weightedMean","shared metadata/data","context-dependent string/token collection","if (paired.isEmpty() || weightSum <= PerformanceTrendConstants.EPSILON) return fallback","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/trends/TrendMath.kt","88","baselineFor","shared metadata/data","context-dependent string/token collection","fallback: Double? = null","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/trends/TrendMath.kt","101","baselineFor","shared metadata/data","context-dependent string/token collection","?: fallback","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/BackupRestoreCanonicalizer.kt","123","resolve","shared metadata/data","context-dependent string/token collection","?: mapped.canonicalName","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/BackupRestoreCanonicalizer.kt","147","resolve","shared metadata/data","name","name = current?.name ?: resolution.canonicalName.ifBlank { row.name },","movement/anatomy typed relation or explicit compatibility mapping","HIGH"
"app/src/main/java/com/training/trackplanner/data/BackupRestoreCanonicalizer.kt","195","resolve","shared metadata/data","name","val source = sourceRowsByKey[sourceKey] ?: blankSourceRowsByName[name]","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/BackupRestoreCanonicalizer.kt","203","resolve","shared metadata/data","name","name = current?.name ?: resolution.canonicalName.ifBlank { name },","movement/anatomy typed relation or explicit compatibility mapping","HIGH"
"app/src/main/java/com/training/trackplanner/data/BackupRestoreCanonicalizer.kt","204","resolve","shared metadata/data","category","category = current?.category ?: category,","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/BackupRestoreCanonicalizer.kt","219","resolved","shared metadata/data","stableKey","val source = sourceRowsByKey[stableKey] ?: blankSourceRowsByName[name]","movement/anatomy typed relation or explicit compatibility mapping","HIGH"
"app/src/main/java/com/training/trackplanner/data/BackupRestoreCanonicalizer.kt","239","resolved","shared metadata/data","exerciseName","?: resolution.canonicalName.ifBlank { row.exerciseName }","movement/anatomy typed relation or explicit compatibility mapping","HIGH"
"app/src/main/java/com/training/trackplanner/data/BackupRestoreCanonicalizer.kt","261","resolved","shared metadata/data","exerciseName","?: resolution.canonicalName.ifBlank { row.exerciseName }","movement/anatomy typed relation or explicit compatibility mapping","HIGH"
"app/src/main/java/com/training/trackplanner/data/BackupRestoreCanonicalizer.kt","272","resolved","shared metadata/data","exerciseName","?: resolution.canonicalName.ifBlank { item.exerciseName }","movement/anatomy typed relation or explicit compatibility mapping","HIGH"
"app/src/main/java/com/training/trackplanner/data/BackupRestoreCanonicalizer.kt","281","resolved","shared metadata/data","context-dependent string/token collection","code = DataTransferDiagnosticCodes.RESTORE_LEGACY_ENTRY_IDENTITY_FALLBACK,","ExerciseBadmintonTransferPoint / ExercisePhysicalQualityPoint","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/BackupRestoreCanonicalizer.kt","359","minimalStub","shared metadata/data","stableKey","name = current?.name ?: name.ifBlank { stableKey },","movement/anatomy typed relation or explicit compatibility mapping","HIGH"
"app/src/main/java/com/training/trackplanner/data/BackupRestoreCanonicalizer.kt","361","minimalStub","shared metadata/data","category","category = current?.category ?: category.ifBlank { ""Historical"" },","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/BackupRestoreImportService.kt","492","restoreExercise","shared metadata/data","context-dependent string/token collection","val fallback = row.toFallbackExercise()","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/BackupRestoreImportService.kt","493","restoreExercise","shared metadata/data","context-dependent string/token collection","val baseExercise = current ?: existing ?: fallback","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/BackupRestoreImportService.kt","606","restoreProgramSnapshot","shared metadata/data","exerciseName","exerciseName = item.exerciseName.ifBlank { exercise.name },","movement/anatomy typed relation or explicit compatibility mapping","HIGH"
"app/src/main/java/com/training/trackplanner/data/BackupRestoreImportService.kt","607","restoreProgramSnapshot","shared metadata/data","category","category = item.category.ifBlank { exercise.category },","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/BackupRestoreImportService.kt","758","restorePosteriorRows","shared metadata/data","context-dependent string/token collection","val keys = history.orderedSharedFactorKeys.split('|').filter(String::isNotBlank)","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/BackupRestoreImportService.kt","883","RestoreExerciseRow","shared metadata/data","context-dependent string/token collection","private fun RestoreExerciseRow.toFallbackExercise(): Exercise = Exercise(","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/BackupRestoreImportService.kt","886","RestoreExerciseRow","shared metadata/data","category","category = category.ifBlank { ""Historical"" },","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/BackupRestoreImportService.kt","905","RestoreExerciseRow","shared metadata/data","metadataConfidence","metadataConfidence = metadataConfidence.ifBlank { MetadataConfidence.LOW.name },","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/CanonicalExerciseMetadataRepository.kt","243","profile","shared metadata/data","context-dependent string/token collection","identitiesByStableKey.keys.filterNot(profiles::containsKey).forEach { historyStableKey ->","movement/anatomy typed relation or explicit compatibility mapping","HIGH"
"app/src/main/java/com/training/trackplanner/data/CanonicalExerciseMetadataRepository.kt","305","badmintonObjectiveCatalog","shared metadata/data","context-dependent string/token collection",".split('|')","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/CanonicalExerciseMetadataRepository.kt","566","canonicalRelations","shared metadata/data","context-dependent string/token collection","status = fields[""status""].orEmpty().ifBlank { fields[""sourceStatus""].orEmpty() },","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/DailyStatusService.kt","78","saveDailyMetricInTransaction","shared metadata/data","context-dependent string/token collection","(existing ?: DailyCheckIn(date = date)).copy(","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/DataTransferReport.kt","62","detailText","shared metadata/data","context-dependent string/token collection","appendLine(""파일: ${fileDisplayName.ifBlank { ""(알 수 없음)"" }}"")","movement/anatomy typed relation or explicit compatibility mapping","HIGH"
"app/src/main/java/com/training/trackplanner/data/DataTransferReport.kt","149","running","shared metadata/data","context-dependent string/token collection","const val RESTORE_LEGACY_ENTRY_IDENTITY_FALLBACK = ""RESTORE_LEGACY_ENTRY_IDENTITY_FALLBACK""","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/DataTransferReport.kt","362","decodeFields","shared metadata/data","context-dependent string/token collection","line.split('\t').map { String(decoder.decode(it), StandardCharsets.UTF_8) }","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/ExerciseMetadataAdapter.kt","22","parse","shared metadata/data","context-dependent string/token collection","val values = source.split('|')","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/ExerciseMetadataAdapter.kt","190","fromFields","shared metadata/data","context-dependent string/token collection",".ifBlank { ""NONE"" }","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/ExerciseMetadataAdapter.kt","223","progressMetricBehavior","shared metadata/data","context-dependent string/token collection","else -> ProgressMetricRuntimeBehavior.UNSUPPORTED_SAFE_NO_OP","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/ExerciseMetadataAdapter.kt","239","badmintonTransferLevel","shared metadata/data","context-dependent string/token collection","else -> RuntimeBadmintonTransferLevel.UNKNOWN","ExerciseBadmintonTransferPoint / ExercisePhysicalQualityPoint","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/ExerciseMetadataBackupContract.kt","309","relationValues","shared metadata/data","context-dependent string/token collection",".split('|')","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/ExerciseMetadataBackupContract.kt","528","normalize","shared metadata/data","context-dependent string/token collection","ExerciseMetadataValueEncoding.TOKEN_SET -> value.split('|', ',', ';')","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/ExerciseMetadataBackupContract.kt","724","valueKindFor","shared metadata/data","archivedAt","if (fieldKey.contains(""Rest"") || fieldKey.contains(""archivedAt"")) ExerciseMetadataValueKind.DURATION","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/ExerciseMetadataBackupContract.kt","727","valueKindFor","shared metadata/data","context-dependent string/token collection","else -> ExerciseMetadataValueKind.CANONICAL_TOKEN","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/ExerciseMetadataBackupContract.kt","752","localizationModeFor","shared metadata/data","context-dependent string/token collection","else -> ExerciseMetadataLocalizationMode.NEVER_DISPLAY","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/ExerciseMetadataEditorService.kt","81","saveExerciseEditor","shared metadata/data","stableKey","val stableKey = existing.stableKey.ifBlank { uniqueUserExerciseStableKey() }","movement/anatomy typed relation or explicit compatibility mapping","HIGH"
"app/src/main/java/com/training/trackplanner/data/ExerciseMetadataEditorService.kt","162","resolvedRuntimeMetadataByExerciseStableKey","shared metadata/data","stableKey","exercise.stableKey to (catalog.resolve(exercise) ?: RuntimeExerciseMetadataDefaults.forExercise(exercise))","movement/anatomy typed relation or explicit compatibility mapping","HIGH"
"app/src/main/java/com/training/trackplanner/data/ExerciseMetadataEffectiveStateResolver.kt","24","resolve","shared metadata/data","context-dependent string/token collection","?: return ExerciseMetadataEffectiveState(","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/ExerciseMetadataEffectiveStateResolver.kt","27","resolve","shared metadata/data","context-dependent string/token collection","?: RuntimeExerciseMetadataDefaults.forExercise(materializedExercise),","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/ExerciseMetadataEffectiveStateResolver.kt","81","resolve","shared metadata/data","stableKey",") ?: canonicalTrainingRolesByStableKey[canonicalExercise.stableKey].orEmpty(),","ExerciseProgramSlotCapability / ExerciseProgramRoleEligibility","HIGH"
"app/src/main/java/com/training/trackplanner/data/ExerciseMetadataEffectiveStateResolver.kt","85","resolve","shared metadata/data","stableKey",") ?: canonicalProgramSlotsByStableKey[canonicalExercise.stableKey].orEmpty()","ExerciseProgramSlotCapability / ExerciseProgramRoleEligibility","HIGH"
"app/src/main/java/com/training/trackplanner/data/ExerciseRoleRelations.kt","82","resolve","shared metadata/data","context-dependent string/token collection","else -> throw IllegalArgumentException(""Unsupported legacy training role: $raw"")","ExerciseProgramSlotCapability / ExerciseProgramRoleEligibility","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/ExerciseRoleRelations.kt","124","load","shared metadata/data","context-dependent string/token collection",".filterNot(validExerciseStableKeys::contains)","movement/anatomy typed relation or explicit compatibility mapping","HIGH"
"app/src/main/java/com/training/trackplanner/data/ExerciseStableKeyMigration.kt","246","resolve","shared metadata/data","context-dependent string/token collection","else -> review(oldId, ""AMBIGUOUS_EQUIPMENT_SPLIT"")","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/ExerciseStableKeyMigration.kt","253","resolve","shared metadata/data","context-dependent string/token collection","else -> review(oldId, ""AMBIGUOUS_EQUIPMENT_SPLIT"")","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/ExerciseStableKeyMigration.kt","264","reliableTool","shared metadata/data","context-dependent string/token collection",".split('|', ',', '/', ';')","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/ExerciseTaxonomy.kt","198","<file>","shared metadata/data","context-dependent string/token collection","""FALLBACK_HEURISTIC"",","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/ExerciseTaxonomy.kt","223","tokens","shared metadata/data","context-dependent string/token collection","value.split(',')","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/LegacyExerciseImportMapper.kt","117","resolve","shared metadata/data","context-dependent string/token collection","else -> rejected(","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/MuscleGroupKeyNormalizer.kt","39","canonicalKeys","shared metadata/data","context-dependent string/token collection","raw.split(',', '|', '/', ';')","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/PerformanceTrendSummaryService.kt","176","persistentStrengthPosteriorMetricSeries","shared metadata/data","context-dependent string/token collection","else -> null","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/PerformanceTrendSummaryService.kt","177","persistentStrengthPosteriorMetricSeries","shared metadata/data","context-dependent string/token collection","} ?: return@mapNotNull null","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/ProgramAutoBuilder.kt","61","build","program generation","name","suggestedName = normalized.name.ifBlank { ""배드민턴 지원 웨이트"" },","movement/anatomy typed relation or explicit compatibility mapping","HIGH"
"app/src/main/java/com/training/trackplanner/data/ProgramAutoBuilder.kt","68","build","program generation","context-dependent string/token collection","warnings = missing.map { ""RULE_TABLE_EXERCISE_FALLBACK: $it"" },","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/ProgramExerciseSpec.kt","87","ProgramExerciseSpec","program generation","category","category = matched.category.ifBlank { category },","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/ProgramItemRestoreMetadataParser.kt","17","<file>","program generation","context-dependent string/token collection","val fallbackFields: Set<ProgramItemRestoreMetadataField>","ExerciseProgramSlotCapability / ExerciseProgramRoleEligibility","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/ProgramItemRestoreMetadataParser.kt","22","<file>","program generation","context-dependent string/token collection","override val fallbackFields: Set<ProgramItemRestoreMetadataField> = emptySet()","ExerciseProgramSlotCapability / ExerciseProgramRoleEligibility","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/ProgramItemRestoreMetadataParser.kt","25","<file>","program generation","context-dependent string/token collection","data class PartialFallback(","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/ProgramItemRestoreMetadataParser.kt","27","<file>","program generation","context-dependent string/token collection","override val fallbackFields: Set<ProgramItemRestoreMetadataField>","ExerciseProgramSlotCapability / ExerciseProgramRoleEligibility","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/ProgramItemRestoreMetadataParser.kt","32","<file>","program generation","context-dependent string/token collection","override val fallbackFields: Set<ProgramItemRestoreMetadataField>,","ExerciseProgramSlotCapability / ExerciseProgramRoleEligibility","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/ProgramItemRestoreMetadataParser.kt","59","parse","program generation","context-dependent string/token collection","val parts = prescription.split('·').map(String::trim).filter(String::isNotEmpty)","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/ProgramItemRestoreMetadataParser.kt","70","parse","program generation","context-dependent string/token collection","val fallbackFields = buildSet {","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/ProgramItemRestoreMetadataParser.kt","81","parse","program generation","context-dependent string/token collection","fallbackFields.isEmpty() -> ProgramItemRestoreMetadataParseResult.Success(metadata)","ExerciseProgramSlotCapability / ExerciseProgramRoleEligibility","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/ProgramItemRestoreMetadataParser.kt","82","parse","program generation","context-dependent string/token collection","fallbackFields.size < ProgramItemRestoreMetadataField.entries.size ->","ExerciseProgramSlotCapability / ExerciseProgramRoleEligibility","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/ProgramItemRestoreMetadataParser.kt","83","parse","program generation","context-dependent string/token collection","ProgramItemRestoreMetadataParseResult.PartialFallback(metadata, fallbackFields)","ExerciseProgramSlotCapability / ExerciseProgramRoleEligibility","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/ProgramItemRestoreMetadataParser.kt","86","parse","program generation","context-dependent string/token collection","fallbackFields = fallbackFields,","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/ProgramItemRestoreMetadataParser.kt","112","resolve","program generation","context-dependent string/token collection","val unresolvedFields = missingFields.intersect(legacy.fallbackFields)","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/ProgramItemRestoreMetadataParser.kt","116","resolve","program generation","context-dependent string/token collection","?: legacy.metadata.trainingSlot,","ExerciseProgramSlotCapability / ExerciseProgramRoleEligibility","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/ProgramItemRestoreMetadataParser.kt","118","resolve","program generation","context-dependent string/token collection","?: legacy.metadata.dayIntensity,","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/ProgramItemRestoreMetadataParser.kt","120","resolve","program generation","context-dependent string/token collection","?: legacy.metadata.weightSource","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/ProgramPlanService.kt","55","saveGeneratedProgram","program generation","name","name = skeleton.suggestedName.ifBlank { request.name.ifBlank { ""새 프로그램"" } },","movement/anatomy typed relation or explicit compatibility mapping","HIGH"
"app/src/main/java/com/training/trackplanner/data/ProgramPlanService.kt","107","addExerciseToProgram","program generation","category","val seconds = if (exercise.mode.contains(""시간"") || exercise.category in timedCategories) 30 else 0","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/ProgramPlanService.kt","258","createProgramFromRecordRange","program generation","name","name = name.trim().ifBlank { defaultName },","movement/anatomy typed relation or explicit compatibility mapping","HIGH"
"app/src/main/java/com/training/trackplanner/data/ProgramPlanService.kt","370","ProgramSkeletonItem","program generation","name","trainingSlot = trainingSlot.ifBlank { ProgramTrainingSlot.FULL_BODY_BADMINTON_SUPPORT.name },","ExerciseBadmintonTransferPoint / ExercisePhysicalQualityPoint","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/ProgramPlanService.kt","371","ProgramSkeletonItem","program generation","name","dayIntensity = dayIntensity.ifBlank { ProgramDayIntensity.MODERATE.name },","ExerciseProgramSlotCapability / ExerciseProgramRoleEligibility","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/ProgramPlanService.kt","372","ProgramSkeletonItem","program generation","context-dependent string/token collection","weightSource = weightSource.ifBlank { ""MANUAL_OR_EXISTING"" }","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/ProgramRuleTables.kt","22","slotCaps","program generation","context-dependent string/token collection","else -> ProgramSlotCaps(totalSlots = 5, mainCap = 2, accessoryCap = 5)","ExerciseProgramSlotCapability / ExerciseProgramRoleEligibility","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/ProgramSetPrescription.kt","21","resolve","program generation","context-dependent string/token collection","?: List(item.setCount.coerceAtLeast(1)) { index ->","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/ProgramSetPrescription.kt","30","resolve","program generation","context-dependent string/token collection","?: List(item.setCount.coerceAtLeast(1)) { index ->","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/ProgramSkeletonGenerator.kt","160","<file>","program generation","context-dependent string/token collection","val templateId: String = ""POLICY_FALLBACK"",","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt","425","MetadataTokenField","shared metadata/data","context-dependent string/token collection","fun MetadataTokenField.exportRaw(): String = raw.ifBlank { values.joinToString(""|"") }","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt","435","appendMappedRow","shared metadata/data","context-dependent string/token collection","else -> values[column].orEmpty()","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt","582","appendStrengthRow","shared metadata/data","equipment","""equipment"" to exercise.equipment.ifBlank { exercise.equipmentTags },","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt","938","wrapWithManifest","shared metadata/data","context-dependent string/token collection",".ifEmpty { representedExerciseKeysFromBody(normalizedBody) }","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt","1135","parseRestore","shared metadata/data","context-dependent string/token collection","trainingSlot = row.value(index, ""program_training_slot"").ifBlank { null },","ExerciseProgramSlotCapability / ExerciseProgramRoleEligibility","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt","1136","parseRestore","shared metadata/data","context-dependent string/token collection","dayIntensity = row.value(index, ""program_day_intensity"").ifBlank { null },","ExerciseProgramSlotCapability / ExerciseProgramRoleEligibility","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt","1137","parseRestore","shared metadata/data","context-dependent string/token collection","weightSource = row.value(index, ""program_weight_source"").ifBlank { null }","ExerciseProgramSlotCapability / ExerciseProgramRoleEligibility","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt","1248","value","shared metadata/data","context-dependent string/token collection","fun value(column: String, fallback: String): String =","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt","1249","value","shared metadata/data","context-dependent string/token collection","row.value(index, column).ifBlank { fallback }","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt","1372","value","shared metadata/data","context-dependent string/token collection","entryKey = row.value(index, ""entry_key"").ifBlank { ""fallback-$date-$rowIndex"" },","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt","1374","value","shared metadata/data","exerciseName","exerciseName = row.value(index, ""exercise_name"").ifBlank { ""CSV 복원 운동"" },","movement/anatomy typed relation or explicit compatibility mapping","HIGH"
"app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt","1376","value","shared metadata/data","category","category = row.value(index, ""category"").ifBlank { ""근력운동"" },","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt","1391","value","shared metadata/data","context-dependent string/token collection","entrySourceId = row.value(index, ""entry_source_id"").ifBlank { null },","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt","1408","value","shared metadata/data","context-dependent string/token collection","note = row.value(index, ""checkin_note"").ifBlank { null },","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt","1424","value","shared metadata/data","context-dependent string/token collection","source = row.value(index, ""source"").ifBlank { null },","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt","1425","value","shared metadata/data","context-dependent string/token collection","note = row.value(index, ""smash_note"").ifBlank { null },","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt","1430","value","shared metadata/data","context-dependent string/token collection",").ifBlank { null },","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt","1499","unwrapManifest","shared metadata/data","context-dependent string/token collection","val fields = text.substring(0, newline).trimEnd('\r').split(',')","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt","1529","unwrapManifest","shared metadata/data","context-dependent string/token collection",".split('|')","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt","1532","unwrapManifest","shared metadata/data","context-dependent string/token collection","val parts = token.split('=', limit = 2)","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt","1550","unwrapManifest","shared metadata/data","context-dependent string/token collection","fields[6].split('|').filter(String::isNotBlank).toSet()","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt","1561","unwrapManifest","shared metadata/data","context-dependent string/token collection","val representedHash = fields.getOrNull(8)?.ifBlank { null }","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt","1571","unwrapManifest","shared metadata/data","context-dependent string/token collection","semanticCanonicalRevision = fields.getOrNull(9)?.ifBlank { null },","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt","1572","unwrapManifest","shared metadata/data","context-dependent string/token collection","sourceDatabaseLineageId = fields.getOrNull(10)?.ifBlank { null }","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/RecordMutationService.kt","146","defaultSet","shared metadata/data","mode","else -> if (exercise?.mode?.contains(""시간"") == true) 30 else 0","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
