relationId,exerciseStableKey,qualityId,relationLevel,regionQualifier,modeQualifier,prescriptionDependent,provenance,evidenceRelationKeys,reviewStatus,notes
pq_062,ex_df966b45,POWER,DIRECT_CAPABILITY,LOWER,PLYOMETRIC,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:JUMP_LUNGE_PLYOMETRIC|runtime:PLYOMETRIC_POWER,PASS,Runtime plyometric power authority; no hypertrophy inference.
pq_199,ex_e0b1e364,HYPERTROPHY,DIRECT_CAPABILITY,POSTERIOR_CHAIN,HINGE,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:DEADLIFT_HINGE_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_198,ex_e0b1e364,STRENGTH,SUPPORTIVE_CAPABILITY,POSTERIOR_CHAIN,HINGE,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:SINGLE_LEG_HINGE_STABILITY|runtime:UNILATERAL_HINGE_ACCESSORY,PASS,Runtime strength progression with primary/accessory level preserved.
pq_201,ex_e159d15a,HYPERTROPHY,DIRECT_CAPABILITY,UPPER_PULL,PULL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:ROW_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_200,ex_e159d15a,STRENGTH,DIRECT_CAPABILITY,UPPER_PULL,PULL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HORIZONTAL_PULL_COMPOUND|runtime:HORIZONTAL_PULL_STRENGTH,PASS,Runtime strength progression with primary/accessory level preserved.
pq_203,ex_e1894690,HYPERTROPHY,DIRECT_CAPABILITY,UPPER_PULL,PULL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:PULL_UP_CHIN_UP_LAT_PULLDOWN_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_202,ex_e1894690,STRENGTH,DIRECT_CAPABILITY,UPPER_PULL,PULL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:VERTICAL_PULL_COMPOUND|runtime:VERTICAL_PULL_STRENGTH,PASS,Runtime strength progression with primary/accessory level preserved.
pq_204,ex_e2efd0fe,HYPERTROPHY,DIRECT_CAPABILITY,LOWER,SQUAT,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:LUNGE_SPLIT_SQUAT_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_205,ex_e3715c0b,HYPERTROPHY,DIRECT_CAPABILITY,LOWER,SQUAT,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:LUNGE_SPLIT_SQUAT_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_207,ex_e41e8dcf,HYPERTROPHY,DIRECT_CAPABILITY,UPPER_PULL,PULL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:PULL_UP_CHIN_UP_LAT_PULLDOWN_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_206,ex_e41e8dcf,STRENGTH,DIRECT_CAPABILITY,UPPER_PULL,PULL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:VERTICAL_PULL_COMPOUND|runtime:VERTICAL_PULL_STRENGTH,PASS,Runtime strength progression with primary/accessory level preserved.
pq_209,ex_e41f4c2b,HYPERTROPHY,DIRECT_CAPABILITY,UPPER_PULL,PULL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:PULL_UP_CHIN_UP_LAT_PULLDOWN_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_208,ex_e41f4c2b,STRENGTH,DIRECT_CAPABILITY,UPPER_PULL,PULL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:VERTICAL_PULL_COMPOUND|runtime:VERTICAL_PULL_STRENGTH,PASS,Runtime strength progression with primary/accessory level preserved.
pq_020,ex_e465d1e9,REACTIVE_STRENGTH_SSC,DIRECT_CAPABILITY,ANKLE,SSC,YES,REVIEWED_RUNTIME_METADATA_2026_09,runtime:ANKLE_STIFFNESS_SSC_CONDITIONING|runtime:CALF_ANKLE_SSC_LOAD,PASS,Direct ankle SSC capability.
pq_211,ex_e4f911bb,HYPERTROPHY,DIRECT_CAPABILITY,UPPER_PULL,PULL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:PULL_UP_CHIN_UP_LAT_PULLDOWN_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_210,ex_e4f911bb,STRENGTH,DIRECT_CAPABILITY,UPPER_PULL,PULL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:VERTICAL_PULL_COMPOUND|runtime:VERTICAL_PULL_STRENGTH,PASS,Runtime strength progression with primary/accessory level preserved.
pq_212,ex_e709eeda,HYPERTROPHY,DIRECT_CAPABILITY,ARMS,GENERAL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:ELBOW_FLEXION_BICEPS_CURL_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_214,ex_e9e97659,HYPERTROPHY,DIRECT_CAPABILITY,LOWER,SQUAT,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:SQUAT_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_213,ex_e9e97659,STRENGTH,DIRECT_CAPABILITY,LOWER,SQUAT,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:SQUAT_PATTERN_HEAVY_LOWER|runtime:MAIN_LOWER_STRENGTH,PASS,Runtime strength progression with primary/accessory level preserved.
pq_215,ex_eb636bac,HYPERTROPHY,DIRECT_CAPABILITY,ARMS,GENERAL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:ELBOW_EXTENSION_TRICEPS_ISOLATION_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_217,ex_ee378da7,HYPERTROPHY,DIRECT_CAPABILITY,LOWER,SQUAT,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:SQUAT_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_216,ex_ee378da7,STRENGTH,SUPPORTIVE_CAPABILITY,LOWER,SQUAT,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:SINGLE_LEG_SQUAT_STABILITY|runtime:UNILATERAL_LOWER_ACCESSORY,PASS,Runtime strength progression with primary/accessory level preserved.
pq_219,ex_f1d31d3d,HYPERTROPHY,DIRECT_CAPABILITY,LOWER,SQUAT,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:SQUAT_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_218,ex_f1d31d3d,STRENGTH,DIRECT_CAPABILITY,LOWER,SQUAT,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:SQUAT_PATTERN_HEAVY_LOWER|runtime:MAIN_LOWER_STRENGTH,PASS,Runtime strength progression with primary/accessory level preserved.
pq_220,ex_f2a79d37,HYPERTROPHY,DIRECT_CAPABILITY,LOWER,SQUAT,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:LUNGE_SPLIT_SQUAT_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_222,ex_f459ad2a,HYPERTROPHY,DIRECT_CAPABILITY,UPPER_PULL,PULL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:ROW_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_221,ex_f459ad2a,STRENGTH,DIRECT_CAPABILITY,UPPER_PULL,PULL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HORIZONTAL_PULL_COMPOUND|runtime:HORIZONTAL_PULL_STRENGTH,PASS,Runtime strength progression with primary/accessory level preserved.
pq_033,ex_f6703b06,MUSCULAR_ENDURANCE,SUPPORTIVE_CAPABILITY,FOREARM_GRIP,PRONATION_SUPINATION,YES,REVIEWED_RUNTIME_METADATA_2026_09,runtime:GRIP_ENDURANCE|runtime:WRIST_CONTROL_LOAD,PASS,Supportive endurance capability only under high-repetition or time-based prescription.
pq_032,ex_f6703b06,STRENGTH,DIRECT_CAPABILITY,FOREARM_GRIP,PRONATION_SUPINATION,YES,REVIEWED_RUNTIME_METADATA_2026_09,runtime:FOREARM_GRIP_ACCESSORY|runtime:WRIST_CONTROL_LOAD,PASS,Local forearm/wrist strength capability; no GRIP_STRENGTH taxonomy token.
pq_224,ex_fa2e73b3,HYPERTROPHY,DIRECT_CAPABILITY,UPPER_PUSH,VERTICAL_PRESS,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:BODYWEIGHT_VERTICAL_PUSH_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_223,ex_fa2e73b3,STRENGTH,SUPPORTIVE_CAPABILITY,UPPER_PUSH,VERTICAL_PRESS,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HANDSTAND_VERTICAL_PUSH|runtime:BODYWEIGHT_VERTICAL_PUSH,PASS,Runtime strength progression with primary/accessory level preserved.
pq_226,ex_fa31f7a6,HYPERTROPHY,DIRECT_CAPABILITY,UPPER_PULL,PULL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:ROW_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_225,ex_fa31f7a6,STRENGTH,DIRECT_CAPABILITY,UPPER_PULL,PULL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HORIZONTAL_PULL_COMPOUND|runtime:HORIZONTAL_PULL_STRENGTH,PASS,Runtime strength progression with primary/accessory level preserved.
pq_228,ex_fa3416f6,HYPERTROPHY,DIRECT_CAPABILITY,LOWER,SQUAT,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:SQUAT_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_227,ex_fa3416f6,STRENGTH,DIRECT_CAPABILITY,LOWER,SQUAT,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:SQUAT_PATTERN_HEAVY_LOWER|runtime:MAIN_LOWER_STRENGTH,PASS,Runtime strength progression with primary/accessory level preserved.
pq_229,ex_fa34ddfe,HYPERTROPHY,DIRECT_CAPABILITY,POSTERIOR_CHAIN,GENERAL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:GLUTE_ISOLATION_ACCESSORY,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_230,ex_fa570291,HYPERTROPHY,DIRECT_CAPABILITY,ARMS,GENERAL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:ELBOW_EXTENSION_TRICEPS_ISOLATION_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_041,ex_faae2044,CARDIORESPIRATORY_FITNESS,DIRECT_CAPABILITY,SYSTEMIC,CONDITIONING,YES,REVIEWED_RUNTIME_METADATA_2026_09,runtime:CARDIO_CONDITIONING_STRESS|runtime:CONDITIONING,PASS,Direct conditioning capability; prescription determines duration/intensity.
pq_232,ex_fb67af37,HYPERTROPHY,DIRECT_CAPABILITY,UPPER_PUSH,HORIZONTAL_PRESS,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:PUSH_UP_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_231,ex_fb67af37,STRENGTH,SUPPORTIVE_CAPABILITY,UPPER_PUSH,HORIZONTAL_PRESS,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:BODYWEIGHT_HORIZONTAL_PUSH|runtime:UPPER_PUSH_ACCESSORY,PASS,Runtime strength progression with primary/accessory level preserved.
pq_233,ex_fdbdf454,HYPERTROPHY,DIRECT_CAPABILITY,SHOULDERS,VERTICAL_PRESS,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:OVERHEAD_TRICEPS_LONG_HEAD,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_234,ez_bar_lying_triceps_extension,HYPERTROPHY,DIRECT_CAPABILITY,ARMS,GENERAL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:ELBOW_EXTENSION_TRICEPS_ISOLATION_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_235,ez_bar_preacher_curl,HYPERTROPHY,DIRECT_CAPABILITY,ARMS,GENERAL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:ELBOW_FLEXION_BICEPS_CURL_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_236,ez_bar_reverse_curl,HYPERTROPHY,DIRECT_CAPABILITY,ARMS,GENERAL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:ELBOW_FLEXION_BRACHIALIS_BRACHIORADIALIS_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_237,ez_bar_spider_curl,HYPERTROPHY,DIRECT_CAPABILITY,ARMS,GENERAL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:ELBOW_FLEXION_BICEPS_CURL_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_239,gymnastic_ring_inverted_row,HYPERTROPHY,DIRECT_CAPABILITY,UPPER_PULL,PULL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:ROW_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_238,gymnastic_ring_inverted_row,STRENGTH,DIRECT_CAPABILITY,UPPER_PULL,PULL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HORIZONTAL_PULL_COMPOUND|runtime:HORIZONTAL_PULL_STRENGTH,PASS,Runtime strength progression with primary/accessory level preserved.
pq_241,half_kneeling_single_arm_dumbbell_press,HYPERTROPHY,DIRECT_CAPABILITY,SHOULDERS,GENERAL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:HALF_KNEELING_UNILATERAL_SHOULDER_PRESS_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_240,half_kneeling_single_arm_dumbbell_press,STRENGTH,SUPPORTIVE_CAPABILITY,SHOULDERS,GENERAL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HALF_KNEELING_UNILATERAL_VERTICAL_PUSH|runtime:UNILATERAL_SHOULDER_PRESS,PASS,Runtime strength progression with primary/accessory level preserved.
pq_243,half_kneeling_single_arm_kettlebell_press,HYPERTROPHY,DIRECT_CAPABILITY,SHOULDERS,GENERAL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:HALF_KNEELING_UNILATERAL_SHOULDER_PRESS_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_242,half_kneeling_single_arm_kettlebell_press,STRENGTH,SUPPORTIVE_CAPABILITY,SHOULDERS,GENERAL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HALF_KNEELING_UNILATERAL_VERTICAL_PUSH|runtime:UNILATERAL_SHOULDER_PRESS,PASS,Runtime strength progression with primary/accessory level preserved.
pq_244,hip_adduction_machine,HYPERTROPHY,DIRECT_CAPABILITY,LOWER,GENERAL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:HIP_ADDUCTION_ACCESSORY,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_259,kettlebell_farmer_carry,MUSCULAR_ENDURANCE,SUPPORTIVE_CAPABILITY,SYSTEMIC,CONDITIONING,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:LOADED_CARRY_BRACING_STRESS|runtime:DISTANCE_OR_TIME_LOAD,PASS,Supportive endurance capability under distance/time carry prescription.
pq_246,kettlebell_single_leg_rdl,HYPERTROPHY,DIRECT_CAPABILITY,POSTERIOR_CHAIN,HINGE,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:DEADLIFT_HINGE_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_245,kettlebell_single_leg_rdl,STRENGTH,SUPPORTIVE_CAPABILITY,POSTERIOR_CHAIN,HINGE,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:SINGLE_LEG_HINGE_STABILITY|runtime:UNILATERAL_HINGE_ACCESSORY,PASS,Runtime strength progression with primary/accessory level preserved.
pq_044,landmine_rotation,POWER,DIRECT_CAPABILITY,ROTATIONAL,BALLISTIC,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:BALLISTIC_POWER_STRESS|runtime:ROTATIONAL_KINETIC_CHAIN,PASS,Explicit ballistic/power runtime authority.
pq_045,landmine_rotation,RAPID_FORCE_PRODUCTION,DIRECT_CAPABILITY,ROTATIONAL,BALLISTIC,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:BALLISTIC_POWER_STRESS|runtime:NEURAL_SPEED_LOAD,PASS,Explicit speed-intent ballistic capability.
pq_017,lateral_bound_continuous,POWER,DIRECT_CAPABILITY,LOWER,BALLISTIC,YES,REVIEWED_RUNTIME_METADATA_2026_09,runtime:PLYOMETRIC_POWER|runtime:BALLISTIC_POWER_STRESS,PASS,Direct lateral power capability.
pq_016,lateral_bound_continuous,REACTIVE_STRENGTH_SSC,DIRECT_CAPABILITY,LOWER,SSC,YES,REVIEWED_RUNTIME_METADATA_2026_09,runtime:LATERAL_BOUND_CONTINUOUS_VARIANTS|runtime:REACTIVE_SSC_LOAD|runtime:CALF_ANKLE_SSC_LOAD,PASS,Direct frontal-plane SSC capability.
pq_247,machine_chest_fly,HYPERTROPHY,DIRECT_CAPABILITY,CHEST,HORIZONTAL_PRESS,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:CHEST_ISOLATION,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_012,med_ball_chest_pass,POWER,DIRECT_CAPABILITY,UPPER_PUSH,BALLISTIC,YES,REVIEWED_RUNTIME_METADATA_2026_09,runtime:POWER_REACTIVE_LOW_VOLUME|runtime:BALLISTIC_POWER_STRESS,PASS,Ballistic upper-body power capability.
pq_013,med_ball_chest_pass,RAPID_FORCE_PRODUCTION,DIRECT_CAPABILITY,UPPER_PUSH,BALLISTIC,YES,REVIEWED_RUNTIME_METADATA_2026_09,runtime:BALLISTIC_POWER_STRESS|runtime:NEURAL_SPEED_LOAD,PASS,Rapid force capability under velocity-intent prescription.
pq_046,med_ball_overhead_slam,POWER,DIRECT_CAPABILITY,SHOULDERS,BALLISTIC,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:BALLISTIC_POWER_STRESS|runtime:POWER_CORE_SHOULDER,PASS,Explicit ballistic/power runtime authority.
pq_047,med_ball_overhead_slam,RAPID_FORCE_PRODUCTION,DIRECT_CAPABILITY,SHOULDERS,BALLISTIC,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:BALLISTIC_POWER_STRESS|runtime:NEURAL_SPEED_LOAD,PASS,Explicit speed-intent ballistic capability.
pq_014,med_ball_rotational_scoop_toss,POWER,DIRECT_CAPABILITY,ROTATIONAL,BALLISTIC,YES,REVIEWED_RUNTIME_METADATA_2026_09,runtime:ROTATIONAL_KINETIC_CHAIN|runtime:BALLISTIC_POWER_STRESS|runtime:ROTATIONAL_POWER,PASS,Rotational power capability; existing sport/core layers remain separate.
pq_048,med_ball_rotational_scoop_toss,RAPID_FORCE_PRODUCTION,DIRECT_CAPABILITY,ROTATIONAL,BALLISTIC,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:BALLISTIC_POWER_STRESS|runtime:NEURAL_SPEED_LOAD,PASS,Explicit speed-intent ballistic capability.
pq_049,med_ball_rotational_slam,POWER,DIRECT_CAPABILITY,ROTATIONAL,BALLISTIC,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:BALLISTIC_POWER_STRESS|runtime:ROTATIONAL_KINETIC_CHAIN,PASS,Explicit ballistic/power runtime authority.
pq_050,med_ball_rotational_slam,RAPID_FORCE_PRODUCTION,DIRECT_CAPABILITY,ROTATIONAL,BALLISTIC,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:BALLISTIC_POWER_STRESS|runtime:NEURAL_SPEED_LOAD,PASS,Explicit speed-intent ballistic capability.
pq_015,medicine_ball_rotational_throw,POWER,DIRECT_CAPABILITY,ROTATIONAL,BALLISTIC,YES,REVIEWED_RUNTIME_METADATA_2026_09,runtime:ROTATIONAL_KINETIC_CHAIN|runtime:BALLISTIC_POWER_STRESS,PASS,Rotational power capability.
pq_051,medicine_ball_rotational_throw,RAPID_FORCE_PRODUCTION,DIRECT_CAPABILITY,ROTATIONAL,BALLISTIC,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:BALLISTIC_POWER_STRESS|runtime:NEURAL_SPEED_LOAD,PASS,Explicit speed-intent ballistic capability.
pq_052,medicine_ball_three_step_acceleration_throw,POWER,DIRECT_CAPABILITY,ROTATIONAL,BALLISTIC,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:BALLISTIC_POWER_STRESS|runtime:ROTATIONAL_KINETIC_CHAIN,PASS,Explicit ballistic/power runtime authority.
pq_053,medicine_ball_three_step_acceleration_throw,RAPID_FORCE_PRODUCTION,DIRECT_CAPABILITY,ROTATIONAL,BALLISTIC,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:BALLISTIC_POWER_STRESS|runtime:NEURAL_SPEED_LOAD,PASS,Explicit speed-intent ballistic capability.
pq_054,medicine_ball_three_step_deceleration_throw,POWER,DIRECT_CAPABILITY,ROTATIONAL,BALLISTIC,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:BALLISTIC_POWER_STRESS|runtime:ROTATIONAL_KINETIC_CHAIN,PASS,Explicit ballistic/power runtime authority.
pq_055,medicine_ball_three_step_deceleration_throw,RAPID_FORCE_PRODUCTION,DIRECT_CAPABILITY,ROTATIONAL,BALLISTIC,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:BALLISTIC_POWER_STRESS|runtime:NEURAL_SPEED_LOAD,PASS,Explicit speed-intent ballistic capability.
pq_249,one_arm_gymnastic_ring_row,HYPERTROPHY,DIRECT_CAPABILITY,UPPER_PULL,PULL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:ROW_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_248,one_arm_gymnastic_ring_row,STRENGTH,DIRECT_CAPABILITY,UPPER_PULL,PULL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HORIZONTAL_PULL_COMPOUND|runtime:HORIZONTAL_PULL_STRENGTH,PASS,Runtime strength progression with primary/accessory level preserved.
pq_251,one_arm_suspension_trainer_row,HYPERTROPHY,DIRECT_CAPABILITY,UPPER_PULL,PULL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:ROW_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_250,one_arm_suspension_trainer_row,STRENGTH,DIRECT_CAPABILITY,UPPER_PULL,PULL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HORIZONTAL_PULL_COMPOUND|runtime:HORIZONTAL_PULL_STRENGTH,PASS,Runtime strength progression with primary/accessory level preserved.
pq_252,single_leg_hip_bridge,HYPERTROPHY,DIRECT_CAPABILITY,POSTERIOR_CHAIN,HINGE,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:HIP_THRUST_GLUTE_BRIDGE_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_253,standing_bodyweight_calf_raise,HYPERTROPHY,DIRECT_CAPABILITY,ANKLE,GENERAL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:CALF_RAISE_ANKLE_STIFFNESS_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_254,standing_calf_raise_machine,HYPERTROPHY,DIRECT_CAPABILITY,ANKLE,GENERAL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:CALF_RAISE_ANKLE_STIFFNESS_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_255,standing_dumbbell_calf_raise,HYPERTROPHY,DIRECT_CAPABILITY,ANKLE,GENERAL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:CALF_RAISE_ANKLE_STIFFNESS_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_257,suspension_trainer_inverted_row,HYPERTROPHY,DIRECT_CAPABILITY,UPPER_PULL,PULL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:ROW_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_256,suspension_trainer_inverted_row,STRENGTH,DIRECT_CAPABILITY,UPPER_PULL,PULL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HORIZONTAL_PULL_COMPOUND|runtime:HORIZONTAL_PULL_STRENGTH,PASS,Runtime strength progression with primary/accessory level preserved.
pq_056,vipr_chop,POWER,DIRECT_CAPABILITY,ROTATIONAL,BALLISTIC,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:BALLISTIC_POWER_STRESS|runtime:ROTATIONAL_KINETIC_CHAIN,PASS,Explicit ballistic/power runtime authority.
pq_057,vipr_chop,RAPID_FORCE_PRODUCTION,DIRECT_CAPABILITY,ROTATIONAL,BALLISTIC,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:BALLISTIC_POWER_STRESS|runtime:NEURAL_SPEED_LOAD,PASS,Explicit speed-intent ballistic capability.
