stableKey,name,category,detail1,detail2,mode,description,defaultRestSeconds,familyId,familyName,familyRole,familyE1rmMultiplier,movementPattern,movementCategory,primaryMuscles,secondaryMuscles,equipment,equipmentTags,compoundType,forceType,bodyRegion,plane,laterality,axialLoadLevel,stabilityRoles,sportTransferDirect,sportTransferSupportive,badmintonTransferRoles,fatigueCategories,adaptiveBaselineGroups,accessoryRoles,loadProfile,recoveryDecayProfile,systemicLoadWeight,neuralHeavyWeight,neuralSpeedWeight,localLoadWeight,decelerationWeight,elasticSscWeight,rotationPowerWeight,antiRotationWeight,overheadSwingWeight,gripLoadWeight,progressMetricType,strengthProgressionGroup,hypertrophyVolumeGroup,mainLiftGroup,accessoryContributionGroup,estimated1RmEligible,volumeLoadEligible,badmintonTransferStrength,courtMovementTypes,badmintonSkillTargets,jointStressTags,stabilityDemandLevel,mobilityDemandLevel,balanceContributionTags,analysisEligibility,activityKind,planningEligibility,metadataConfidence,imageAssetName,isActive,archivedAt,isCustom,needsReview
ex_fa34ddfe,케이블 킥백,근력운동,둔근,햄스트링/코어,"케이블, 한발 무게*횟수",발목 스트랩으로 한쪽 다리를 뒤로 뻗는다. 허리를 꺾지 않고 둔근 수축으로 끝 범위를 만든다.,60,케이블_킥백,케이블 킥백,PRIMARY,1,ANTI_ROTATION,HYPERTROPHY,"BACK,HAMSTRING,GLUTE,CALF,CORE",DEEP_CORE,"CABLE,TRX_RING","CABLE,TRX_RING",HYBRID,BRACE,WHOLE_BODY,SAGITTAL,UNILATERAL,MODERATE,"CORE_STABILITY,ANTI_ROTATION,HIP_STABILITY,ANKLE_STABILITY,SINGLE_LEG_STABILITY",,"HIP_STABILITY_SUPPORT,TRUNK_CONTROL_SUPPORT,ANKLE_SSC_SUPPORT",ANTI_ROTATION_STABILITY,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,ANTI_ROTATION","SYSTEMIC,ANTI_ROTATION","POSTERIOR_CHAIN_ACCESSORY,HYPERTROPHY_ACCESSORY",LUMBAR_STRESS_HIGH,MEDIUM,0.5,0.5,0,0.75,0,0,0,0.75,0,0,VOLUME_LOAD,CORE,BACK,NONE,CORE_STABILITY,NO,YES,SUPPORTIVE,NONE,ANTI_ROTATION_STABILITY,"HIP,ANKLE_ACHILLES",HIGH,LOW,"ANTI_ROTATION,UNILATERAL_LOWER,CALF_ACHILLES,HIP_STABILITY","FATIGUE,HYPERTROPHY_VOLUME,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_fa570291,트라이셉스 푸시다운,근력운동,삼두근,전완근,"케이블, 무게*횟수",케이블 바나 로프를 아래로 밀어 삼두근을 수축한다. 팔 볼륨을 위한 기본 삼두 고립운동이다.,60,트라이셉스_푸시다운,트라이셉스 푸시다운,PRIMARY,1,ISOLATION,HYPERTROPHY,"TRICEPS,FOREARM",CORE,CABLE,CABLE,ISOLATION,BRACE,UPPER,SAGITTAL,BILATERAL,NONE,,,GRIP_FOREARM_SUPPORT,GRIP_FOREARM,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,GRIP_FOREARM",GRIP_FOREARM,"ARM_ACCESSORY,TRICEPS_ACCESSORY,TRICEPS_ISOLATION,HYPERTROPHY_ACCESSORY",MODERATE_LOAD,MEDIUM,0.25,0.25,0,0.75,0,0,0,0,0,0.75,VOLUME_LOAD,NONE,ARMS,NONE,GRIP_FOREARM,NO,YES,SUPPORTIVE,NONE,GRIP_ENDURANCE,"ELBOW,WRIST",LOW,LOW,GRIP_FOREARM,"FATIGUE,HYPERTROPHY_VOLUME,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_faae2044,인터벌 러닝,유산소운동,고강도,20분,시간/거리/페이스,인터벌 러닝: 호흡과 페이스를 일정하게 유지하며 수행한다. 강도는 고강도 기준으로 무리 없이 조절한다.,60,cardio,cardio,PRIMARY,1,LOCOMOTION,CONDITIONING,"CALF,QUADRICEPS,HAMSTRING",CORE,BODYWEIGHT,BODYWEIGHT,COMPOUND,ACCELERATE,WHOLE_BODY,SAGITTAL,BILATERAL,NONE,,,,CONDITIONING,"SYSTEMIC,NEURAL_HEAVY,NEURAL_SPEED,LOCAL_MUSCLE",BADMINTON_COURT,,MODERATE_LOAD,MEDIUM,0.5,0.5,0.5,0.5,0,0,0,0,0,0,TIME_OR_DISTANCE,NONE,QUADS,NONE,BADMINTON_SUPPORT,NO,NO,GENERAL,RECOVERY_STEP,CONDITIONING,"KNEE,ANKLE_ACHILLES",HIGH,LOW,"CALF_ACHILLES,KNEE_CONTROL","FATIGUE,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_fb67af37,디클라인 푸시업,근력운동,상부대흉근/전면삼각근,삼두근/코어,"맨몸, 횟수",발을 높은 곳에 올리고 푸시업을 한다. 몸통을 곧게 유지하며 어깨가 으쓱하지 않게 밀어낸다.,60,디클라인_푸시업,디클라인 푸시업,PRIMARY,1,PUSH_HORIZONTAL,STRENGTH,"UPPER_CHEST,CHEST,ANTERIOR_DELTOID,SHOULDER,TRICEPS,CORE",DEEP_CORE,BODYWEIGHT,BODYWEIGHT,COMPOUND,PUSH,UPPER,TRANSVERSE,BILATERAL,NONE,"CORE_STABILITY,ANTI_ROTATION,TRUNK_CONTROL",,"TRUNK_CONTROL_SUPPORT,SHOULDER_STABILITY_SUPPORT",SHOULDER_CARE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,OVERHEAD_REPETITION","UPPER_PUSH,SHOULDER_OVERHEAD","SHOULDER_ACCESSORY,ARM_ACCESSORY,TRICEPS_ISOLATION,CHEST_ACCESSORY,HYPERTROPHY_ACCESSORY",SHOULDER_STRESS_LOW,SHORT,0.5,0.5,0,0.5,0,0,0,0,0.5,0,ESTIMATED_1RM,UPPER_PUSH_HORIZONTAL,CHEST,BENCH_PRESS,SHOULDER_CARE,YES,YES,SUPPORTIVE,NONE,SHOULDER_DURABILITY,"SHOULDER,ELBOW",LOW,LOW,"UPPER_PUSH,SHOULDER_CARE","FATIGUE,STRENGTH_PROGRESS,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_fdbdf454,원암 덤벨 오버헤드 트라이셉스 익스텐션,근력운동,삼두근 장두,전완근/코어,"덤벨, 한팔 무게*횟수",한 팔로 덤벨을 머리 뒤에서 위로 편다. 어깨 위치를 안정시키고 팔꿈치가 흔들리지 않게 한다.,60,원암_덤벨_오버헤드_트라이셉스_익스텐션,원암 덤벨 오버헤드 트라이셉스 익스텐션,PRIMARY,1,ANTI_ROTATION,HYPERTROPHY,"SHOULDER,TRICEPS,FOREARM,CORE",DEEP_CORE,DUMBBELL,DUMBBELL,HYBRID,BRACE,UPPER,SAGITTAL,UNILATERAL,NONE,"CORE_STABILITY,ANTI_ROTATION",,"TRUNK_CONTROL_SUPPORT,SHOULDER_STABILITY_SUPPORT,GRIP_FOREARM_SUPPORT","ANTI_ROTATION_STABILITY,GRIP_FOREARM,SHOULDER_CARE","SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,ANTI_ROTATION,OVERHEAD_REPETITION,GRIP_FOREARM","SHOULDER_OVERHEAD,GRIP_FOREARM,ANTI_ROTATION","SHOULDER_ACCESSORY,ARM_ACCESSORY,TRICEPS_ISOLATION,HYPERTROPHY_ACCESSORY",SHOULDER_STRESS_LOW,MEDIUM,0.5,0.5,0,0.75,0,0,0,0.75,0.5,0.75,VOLUME_LOAD,CORE,SHOULDERS,NONE,GRIP_FOREARM,NO,YES,SUPPORTIVE,NONE,"ANTI_ROTATION_STABILITY,GRIP_ENDURANCE,SHOULDER_DURABILITY","SHOULDER,ELBOW,WRIST",HIGH,LOW,"ANTI_ROTATION,UNILATERAL_LOWER,SHOULDER_CARE,GRIP_FOREARM","FATIGUE,HYPERTROPHY_VOLUME,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ez_bar_lying_triceps_extension,EZ바 라잉 트라이셉스 익스텐션,근력운동,삼두근 장두,전완근/어깨안정근,"EZ바 또는 덤벨, 무게*횟수",누운 상태에서 팔꿈치를 굽혀 이마 뒤쪽으로 내렸다가 편다. 팔꿈치가 벌어지지 않게 통제한다.,75,라잉_트라이셉스_익스텐션,라잉 트라이셉스 익스텐션,PRIMARY,1,ISOLATION,HYPERTROPHY,"SHOULDER,TRICEPS,FOREARM",CORE,EZ_BAR,EZ_BAR,ISOLATION,BRACE,UPPER,SAGITTAL,BILATERAL,NONE,,,"SHOULDER_STABILITY_SUPPORT,GRIP_FOREARM_SUPPORT",NONE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,OVERHEAD_REPETITION,GRIP_FOREARM","SHOULDER_OVERHEAD,GRIP_FOREARM","SHOULDER_ACCESSORY,ARM_ACCESSORY,TRICEPS_ACCESSORY,TRICEPS_ISOLATION,HYPERTROPHY_ACCESSORY",SHOULDER_STRESS_LOW,SHORT,0.25,0.25,0,0.75,0,0,0,0,0.5,0.75,VOLUME_LOAD,ELBOW_EXTENSION_TRICEPS,SHOULDERS,NONE,GRIP_FOREARM,NO,YES,NONE,NONE,NONE,"SHOULDER,ELBOW,WRIST",LOW,LOW,"SHOULDER_CARE,GRIP_FOREARM",FATIGUE|HYPERTROPHY_VOLUME|BALANCE,EXERCISE,PROGRAM_SELECTABLE,MEDIUM,,YES,,NO,NO
ez_bar_preacher_curl,EZ바 프리처 컬,근력운동,이두근,전완근,"EZ바 또는 덤벨, 무게*횟수",팔꿈치를 패드에 고정해 반동을 줄이고 컬한다. 아놀드식 팔 훈련에서 자주 보이는 이두 고립운동이다.,60,프리처_컬,프리처 컬,PRIMARY,1,ISOLATION,HYPERTROPHY,"BICEPS,FOREARM",CORE,EZ_BAR,EZ_BAR,ISOLATION,BRACE,UPPER,SAGITTAL,BILATERAL,NONE,,,GRIP_FOREARM_SUPPORT,GENERAL_STRENGTH_SUPPORTIVE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,GRIP_FOREARM",GRIP_FOREARM,"ARM_ACCESSORY,BICEPS_ACCESSORY,HYPERTROPHY_ACCESSORY",MODERATE_LOAD,SHORT,0.25,0.25,0,0.75,0,0,0,0,0,0.75,VOLUME_LOAD,ELBOW_FLEXION_CURL,ARMS,NONE,GRIP_FOREARM,NO,YES,GENERAL,NONE,NONE,"ELBOW,WRIST",LOW,LOW,GRIP_FOREARM,FATIGUE|HYPERTROPHY_VOLUME|BALANCE,EXERCISE,PROGRAM_SELECTABLE,MEDIUM,,YES,,NO,NO
ez_bar_reverse_curl,EZ바 리버스 컬,근력운동,상완요골근/전완근,이두근,"바벨 또는 EZ바, 무게*횟수",손등이 위를 향하게 잡고 컬을 수행한다. 라켓 스포츠에 필요한 전완 버티는 힘을 보강한다.,60,리버스_컬,리버스 컬,PRIMARY,1,ISOLATION,HYPERTROPHY,"BACK,BICEPS,FOREARM",CORE,EZ_BAR,EZ_BAR,ISOLATION,BRACE,UPPER,SAGITTAL,BILATERAL,HIGH,,,GRIP_FOREARM_SUPPORT,GENERAL_STRENGTH_SUPPORTIVE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,GRIP_FOREARM","SYSTEMIC,GRIP_FOREARM","ARM_ACCESSORY,BICEPS_ACCESSORY,BACK_ACCESSORY,HYPERTROPHY_ACCESSORY",HIGH_AXIAL_LOAD,SHORT,0.25,0.25,0,0.75,0,0,0,0,0,0.75,VOLUME_LOAD,ELBOW_FLEXION_NEUTRAL_PRONATED_CURL,BACK,NONE,GRIP_FOREARM,NO,YES,GENERAL,NONE,NONE,"ELBOW,WRIST",LOW,LOW,GRIP_FOREARM,FATIGUE|HYPERTROPHY_VOLUME|BALANCE,EXERCISE,PROGRAM_SELECTABLE,MEDIUM,,YES,,NO,NO
ez_bar_spider_curl,EZ바 스파이더 컬,근력운동,이두근,전완근,"인클라인 벤치/덤벨 또는 EZ바, 무게*횟수",가슴을 벤치에 기대고 팔을 아래로 늘어뜨린 뒤 컬한다. 반동을 줄이고 상단 수축을 명확히 만든다.,60,bench_press,벤치프레스,PRIMARY,1.22,ISOLATION,HYPERTROPHY,"CHEST,BICEPS,FOREARM",CORE,EZ_BAR|BENCH,EZ_BAR|BENCH,ISOLATION,BRACE,UPPER,SAGITTAL,BILATERAL,NONE,,,GRIP_FOREARM_SUPPORT,GENERAL_STRENGTH_SUPPORTIVE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,GRIP_FOREARM",GRIP_FOREARM,"ARM_ACCESSORY,BICEPS_ACCESSORY,CHEST_ACCESSORY,HYPERTROPHY_ACCESSORY",MODERATE_LOAD,SHORT,0.25,0.25,0,0.75,0,0,0,0,0,0.75,VOLUME_LOAD,ELBOW_FLEXION_CURL,CHEST,NONE,GRIP_FOREARM,NO,YES,GENERAL,NONE,NONE,"ELBOW,WRIST",LOW,LOW,GRIP_FOREARM,FATIGUE|HYPERTROPHY_VOLUME|BALANCE,EXERCISE,PROGRAM_SELECTABLE,MEDIUM,,YES,,NO,NO
face_pull,페이스풀,근력운동,후면삼각근/하부승모근,회전근개/능형근,"케이블, 무게*횟수","페이스풀: 자세와 관절 정렬을 유지한 채 반복한다. 주동근은 후면삼각근/하부승모근이고, 회전근개/능형근이 흔들리지 않게 보조한다.",60,페이스풀,페이스풀,PRIMARY,1,ANTI_ROTATION,HYPERTROPHY,"RHOMBOID,LOWER_TRAP,TRAPEZIUS,REAR_DELT,ROTATOR_CUFF,OBLIQUE",CORE,CABLE,CABLE,HYBRID,BRACE,UPPER,TRANSVERSE,BILATERAL,NONE,"ANTI_ROTATION,ROTATOR_CUFF_CONTROL",,ROTATOR_CUFF_SUPPORT,"ANTI_ROTATION_STABILITY,SHOULDER_CARE","SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,ANTI_ROTATION,OVERHEAD_REPETITION","SHOULDER_OVERHEAD,ANTI_ROTATION",,MODERATE_LOAD,MEDIUM,0.5,0.5,0,0.75,0,0,0,0.75,0.5,0,VOLUME_LOAD,CORE,CORE,NONE,SHOULDER_CARE,NO,YES,SUPPORTIVE,NONE,"ANTI_ROTATION_STABILITY,SHOULDER_DURABILITY",SHOULDER,HIGH,LOW,"ANTI_ROTATION,SHOULDER_CARE,SCAPULAR_STABILITY","FATIGUE,HYPERTROPHY_VOLUME,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,exercise_images/local_downloads/face_pull.png,YES,,NO,NO
gymnastic_ring_inverted_row,짐내스틱 링 인버티드 로우,근력운동,광배근/능형근,후면삼각근/이두근/코어,"바 또는 링, 횟수",바 아래에 몸을 두고 가슴을 바 쪽으로 당긴다. 몸을 곧게 유지해 등과 견갑 제어를 함께 훈련한다.,75,row,로우,PRIMARY,1,HORIZONTAL_PULL,STRENGTH,"CHEST,LAT,BACK,RHOMBOID,REAR_DELT,SCAPULAR_STABILIZERS,BICEPS,CORE",DEEP_CORE,GYMNASTIC_RINGS,GYMNASTIC_RINGS,COMPOUND,PULL,UPPER,TRANSVERSE,BILATERAL,NONE,"CORE_STABILITY,ANTI_ROTATION,SCAPULAR_STABILITY",,"TRUNK_CONTROL_SUPPORT,SHOULDER_STABILITY_SUPPORT",GENERAL_STRENGTH_SUPPORTIVE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,OVERHEAD_REPETITION","UPPER_PULL,SHOULDER_OVERHEAD","SHOULDER_ACCESSORY,ARM_ACCESSORY,CHEST_ACCESSORY,BACK_ACCESSORY,HYPERTROPHY_ACCESSORY",MODERATE_LOAD,MEDIUM,0.5,0.5,0,0.5,0,0,0,0,0.5,0,VOLUME_LOAD,HORIZONTAL_PULL_COMPOUND,CHEST,ROW,SHOULDER_CARE,NO,YES,GENERAL,NONE,NONE,ELBOW,HIGH,MODERATE,"UPPER_PULL,SCAPULAR_STABILITY",FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE,EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
half_kneeling_single_arm_dumbbell_press,하프 닐링 원암 덤벨 프레스,기능성운동,어깨안정성/편측제어/코어,덤벨 또는 케틀벨,무게*횟수,하프 닐링 자세에서 덤벨을 한 팔로 머리 위로 밀어 올리며 골반과 몸통의 회전을 억제한다.,75,하프_닐링_원암_덤벨_프레스,하프 닐링 원암 덤벨 프레스,PRIMARY,1,PUSH_VERTICAL,STABILITY,TRICEPS,"CORE,SCAPULAR_STABILIZERS",DUMBBELL,DUMBBELL,COMPOUND,PUSH,UPPER,SAGITTAL,UNILATERAL,NONE,"CORE_STABILITY,ANTI_ROTATION,TRUNK_CONTROL,HIP_STABILITY,PELVIC_STABILITY,SINGLE_LEG_STABILITY",,HIP_STABILITY_SUPPORT|TRUNK_CONTROL_SUPPORT|SHOULDER_STABILITY_SUPPORT,SHOULDER_CARE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,OVERHEAD_REPETITION","UPPER_PUSH,SHOULDER_OVERHEAD","SHOULDER_ACCESSORY,ARM_ACCESSORY,HYPERTROPHY_ACCESSORY",SHOULDER_STRESS_LOW,SHORT,0.5,0.5,0,0.5,0,0,0,0,0.5,0,ESTIMATED_1RM,UPPER_PUSH_VERTICAL,SHOULDERS,OVERHEAD_PRESS,SHOULDER_CARE,YES,YES,SUPPORTIVE,NONE,SHOULDER_DURABILITY,"SHOULDER,ELBOW",HIGH,MODERATE,"UPPER_PUSH,UNILATERAL_UPPER,SCAPULAR_STABILITY","FATIGUE,STRENGTH_PROGRESS,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
half_kneeling_single_arm_kettlebell_press,하프 닐링 원암 케틀벨 프레스,기능성운동,어깨안정성/편측제어/코어,케틀벨,무게*횟수,하프 닐링 자세에서 케틀벨을 한 팔로 머리 위로 밀어 올리며 케틀벨 무게중심에 대한 손목·어깨·견갑 안정성과 몸통 회전 저항을 훈련한다.,75,vertical_press,수직 프레스,PRIMARY,1.1,PUSH_VERTICAL,STABILITY,TRICEPS,"CORE,SCAPULAR_STABILIZERS,FOREARM",KETTLEBELL,KETTLEBELL,COMPOUND,PUSH,UPPER,SAGITTAL,UNILATERAL,NONE,"CORE_STABILITY,ANTI_ROTATION,TRUNK_CONTROL,SCAPULAR_STABILITY,SINGLE_LEG_STABILITY",,HIP_STABILITY_SUPPORT|TRUNK_CONTROL_SUPPORT|SHOULDER_STABILITY_SUPPORT|GRIP_FOREARM_SUPPORT,"GRIP_FOREARM,SHOULDER_CARE","SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,OVERHEAD_REPETITION,GRIP_FOREARM","UPPER_PUSH,SHOULDER_OVERHEAD,GRIP_FOREARM","SHOULDER_ACCESSORY,ARM_ACCESSORY,HYPERTROPHY_ACCESSORY",SHOULDER_STRESS_LOW,SHORT,0.5,0.5,0,0.5,0,0,0,0,0.5,0.75,ESTIMATED_1RM,UPPER_PUSH_VERTICAL,SHOULDERS,OVERHEAD_PRESS,GRIP_FOREARM,YES,YES,SUPPORTIVE,NONE,"GRIP_ENDURANCE,SHOULDER_DURABILITY","SHOULDER,ELBOW",HIGH,MODERATE,"UPPER_PUSH,UNILATERAL_UPPER,SCAPULAR_STABILITY","FATIGUE,STRENGTH_PROGRESS,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
hip_adduction_machine,힙 어덕션 머신,근력운동,내전근,골반안정근/코어,"머신 또는 케이블, 무게*횟수",다리를 안쪽으로 모아 내전근을 훈련한다. 사이드 런지와 코트 감속에서 필요한 안쪽 허벅지 힘을 보강한다.,60,힙_어덕션,힙 어덕션,PRIMARY,1,BOUND,PLYOMETRIC,"GLUTE_MEDIUS,HIP_ADDUCTOR,CORE",DEEP_CORE,HIP_ADDUCTION_MACHINE,HIP_ADDUCTION_MACHINE,DRILL,DECELERATE,LOWER,FRONTAL,BILATERAL,NONE,"CORE_STABILITY,HIP_STABILITY,PELVIC_STABILITY",,"DECELERATION_SUPPORT,COD_SUPPORT,BADMINTON_SUPPORT_LIGHT,HIP_STABILITY_SUPPORT,TRUNK_CONTROL_SUPPORT",LOWER_BODY_SUPPORTIVE,"SYSTEMIC,NEURAL_HEAVY,NEURAL_SPEED,LOCAL_MUSCLE,DECELERATION,ELASTIC_SSC","BADMINTON_COURT,DECELERATION,ELASTIC_SSC","LEG_ACCESSORY,HYPERTROPHY_ACCESSORY",MODERATE_LOAD,SHORT,0.5,0.5,0.5,0.5,0.75,0.75,0,0,0,0,LOAD_REPS,HIP_ADDUCTION_ACCESSORY,GLUTES,NONE,BADMINTON_SUPPORT,NO,YES,SUPPORTIVE,"JUMP_LANDING,RECOVERY_STEP",FIRST_STEP|CHANGE_OF_DIRECTION,"HIP,ANKLE_ACHILLES",LOW,MODERATE,"HIP_STABILITY,ANKLE_STIFFNESS",HYPERTROPHY_VOLUME|FATIGUE|BADMINTON_SUPPORTIVE,EXERCISE,PROGRAM_SELECTABLE,LOW,,YES,,NO,NO
kettlebell_farmer_carry,케틀벨 파머스 캐리,기능성운동,그립/코어/보행안정성,덤벨 또는 케틀벨,무게*거리 또는 시간,"파머스 캐리: 그립/코어/보행안정성을 목표로 짧고 선명하게 수행한다. 속도보다 착지, 정지, 몸통 안정성을 먼저 확인한다.",60,파머스_캐리,파머스 캐리,PRIMARY,1,CARRY|GAIT,STABILITY,"GRIP,CORE,DEEP_CORE",DEEP_CORE,KETTLEBELL,KETTLEBELL,COMPOUND,CARRY,UPPER,SAGITTAL,BILATERAL,NONE,"CORE_STABILITY,TRUNK_CONTROL,LANDING_STABILITY",,"LANDING_SUPPORT,TRUNK_CONTROL_SUPPORT,GRIP_FOREARM_SUPPORT",CORE_STABILITY_SUPPORTIVE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,GRIP_FOREARM",GRIP_FOREARM,,MODERATE_LOAD,MEDIUM,0.5,0.5,0,0.5,0,0,0,0,0,0.75,DISTANCE_OR_TIME_LOAD,CARRY_GRIP_CORE_BRACING,FOREARM_GRIP,NONE,GRIP_FOREARM,NO,NO,SUPPORTIVE,NONE,CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE,WRIST,HIGH,LOW,GRIP_FOREARM,FATIGUE|BADMINTON_SUPPORTIVE,EXERCISE,PROGRAM_SELECTABLE,MEDIUM,,YES,,NO,NO
kettlebell_goblet_squat,케틀벨 고블릿 스쿼트,기능성운동,하체힘/코어/스쿼트패턴,케틀벨 또는 덤벨,무게*횟수,"고블릿 스쿼트: 하체힘/코어/스쿼트패턴을 목표로 짧고 선명하게 수행한다. 속도보다 착지, 정지, 몸통 안정성을 먼저 확인한다.",75,squat,스쿼트,PRIMARY,1,SQUAT,STABILITY,"CORE,DEEP_CORE",DEEP_CORE,KETTLEBELL,KETTLEBELL,COMPOUND,SQUAT,TRUNK,SAGITTAL,BILATERAL,HIGH,"CORE_STABILITY,TRUNK_CONTROL,LANDING_STABILITY",,"LANDING_SUPPORT,TRUNK_CONTROL_SUPPORT",GENERAL_STRENGTH_SUPPORTIVE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE","SYSTEMIC,HEAVY_LOWER,SQUAT_PATTERN","LEG_ACCESSORY,HYPERTROPHY_ACCESSORY",HIGH_AXIAL_LOAD,SHORT,0.75,0.75,0,0.5,0,0,0,0,0,0,VOLUME_LOAD,SQUAT_PATTERN_ACCESSORY,CORE,SQUAT,LOWER_ACCESSORY,NO,YES,GENERAL,NONE,NONE,"HIP,KNEE",MODERATE,MODERATE,"LOWER_PUSH,SQUAT_PATTERN,ANTERIOR_CHAIN",FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE,EXERCISE,PROGRAM_SELECTABLE,MEDIUM,,YES,,NO,NO
kettlebell_halo,케틀벨 헤일로,기능성운동,어깨/회전근개,견갑안정근/전완,"케틀벨, 무게*횟수",케틀벨을 머리 둘레로 천천히 이동하며 견갑과 어깨의 움직임을 제어한다.,60,케틀벨_헤일로,케틀벨 헤일로,PRIMARY,1,ANTI_ROTATION,MOBILITY,"SHOULDER,ROTATOR_CUFF,SCAPULAR_STABILIZERS,FOREARM,OBLIQUE",CORE,KETTLEBELL,KETTLEBELL,HYBRID,BRACE,UPPER,MULTI_PLANAR,BILATERAL,NONE,"ANTI_ROTATION,SCAPULAR_STABILITY,ROTATOR_CUFF_CONTROL",,"SHOULDER_STABILITY_SUPPORT,ROTATOR_CUFF_SUPPORT,GRIP_FOREARM_SUPPORT","ANTI_ROTATION_STABILITY,GRIP_FOREARM,SHOULDER_CARE","SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,ANTI_ROTATION,OVERHEAD_REPETITION,GRIP_FOREARM","SHOULDER_OVERHEAD,GRIP_FOREARM,ANTI_ROTATION","SHOULDER_ACCESSORY,ARM_ACCESSORY,HYPERTROPHY_ACCESSORY",SHOULDER_STRESS_LOW,MINIMAL,0.5,0.5,0,0.5,0,0,0,0.75,0.5,0.75,NOT_PROGRESS_TARGET,CORE,SHOULDERS,NONE,GRIP_FOREARM,NO,NO,SUPPORTIVE,NONE,"ANTI_ROTATION_STABILITY,GRIP_ENDURANCE,SHOULDER_DURABILITY","SHOULDER,WRIST",HIGH,LOW,"ANTI_ROTATION,SHOULDER_CARE,SCAPULAR_STABILITY,GRIP_FOREARM","FATIGUE,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
