"exerciseName","stableKey","movementFamily","movementSubtype","programSlot","backfillDecision","decisionBasis","decisionReason","missingStressFieldsBefore","changedStressFields","missingStressFieldsAfter","primaryStressProfile","recoveryDecayProfile","stressMagnitudeHint","safeForSeedMutation"
"플랫 덤벨 플라이","ex_91b749b3","CHEST_ISOLATION","","CHEST_ISOLATION_ACCESSORY","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+proposedFatigueProfile","Ordinary isolation/accessory family with conservative local stress.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","","ISOLATION_ACCESSORY_STRESS","SHORT","LOW","NO"
"할로우 바디 홀드","ex_2a826c82","ANTI_ROTATION_ANTI_EXTENSION_CORE","","CORE_STABILITY_ACCESSORY","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily","Anti-rotation/anti-extension core family maps to isometric bracing.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","","ISOMETRIC_CORE_BRACING_STRESS","SHORT","LOW","NO"
"해머 컬","ex_2892da5a","ELBOW_FLEXION_BRACHIALIS_BRACHIORADIALIS_VARIANTS","HAMMER_CURL","BRACHIALIS_FOREARM_ACCESSORY","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+proposedFatigueProfile","Ordinary isolation/accessory family with conservative local stress.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","","ISOLATION_ACCESSORY_STRESS","SHORT","LOW","NO"
"핸드스탠드 푸시업","ex_fa2e73b3","BODYWEIGHT_VERTICAL_PUSH_VARIANTS","HANDSTAND_PUSH_UP","BODYWEIGHT_VERTICAL_PUSH","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+movementSubtype","Overhead push family; stability detail stays in secondary tags.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","","OVERHEAD_PUSH_STRESS","MEDIUM","HIGH","NO"
"행잉 레그 레이즈","ex_b3f447be","CORE_FLEXION_ANTERIOR_CORE","HANGING_LEG_RAISE","CORE_FLEXION_ACCESSORY","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+programSlot","Dynamic anterior-core/conditioning pattern.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","","DYNAMIC_CORE_FLEXION_STRESS","SHORT","MODERATE","NO"
"힙 어덕션","ex_eaea872c","HIP_ADDUCTION_ACCESSORY","HIP_ADDUCTION_MACHINE_OR_CABLE","HIP_ADDUCTOR_ACCESSORY","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+proposedFatigueProfile","Ordinary isolation/accessory family with conservative local stress.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","","ISOLATION_ACCESSORY_STRESS","SHORT","LOW","NO"
"힙 어브덕션","ex_728da646","HIP_ABDUCTION_GLUTE_MED_ACCESSORY","HIP_ABDUCTION_MACHINE","HIP_ABDUCTOR_GLUTE_MED_ACCESSORY","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+proposedFatigueProfile","Ordinary isolation/accessory family with conservative local stress.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","","ISOLATION_ACCESSORY_STRESS","SHORT","LOW","NO"
"30초 반복 스매시 테스트","ex_91d8430b","BADMINTON_OVERHEAD_POWER_TEST_REVIEW","BADMINTON_OVERHEAD_POWER_TEST","NOT_PROGRAM_SELECTABLE","DERIVED_FROM_PROPOSED_FATIGUE_PROFILE","proposedFatigueProfile+movementSubtype","Overhead repeated-effort badminton test marker.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","","OVERHEAD_RACKET_STRESS","MEDIUM","MODERATE","NO"
"6방향 랜덤 콕줍기","ex_bc84eb7f","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","NEEDS_SUBTYPE_REVIEW","BADMINTON_FOOTWORK","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+proposedFatigueProfile","Explicit badminton footwork family; only clearly repeated/maximal/high-intensity rows receive high magnitude.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","","COURT_SPORT_MOVEMENT_STRESS","MEDIUM","MODERATE","NO"
"6코너 섀도우 풋워크","ex_33841b88","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","SIX_CORNER_FOOTWORK","BADMINTON_FOOTWORK","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+proposedFatigueProfile","Explicit badminton footwork family; only clearly repeated/maximal/high-intensity rows receive high magnitude.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","","COURT_SPORT_MOVEMENT_STRESS","MEDIUM","MODERATE","NO"
"6코너 풋워크 최대반복 테스트","ex_c7977dfd","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","NEEDS_SUBTYPE_REVIEW","BADMINTON_FOOTWORK","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+proposedFatigueProfile","Explicit badminton footwork family; only clearly repeated/maximal/high-intensity rows receive high magnitude.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","","COURT_SPORT_MOVEMENT_STRESS","LONG","HIGH","NO"
"A스킵","ex_a12de111","RUNNING_MECHANICS_SUPPORT_REVIEW","NEEDS_SUBTYPE_REVIEW","RUNNING_MECHANICS_SUPPORT_REVIEW","DERIVED_FROM_PROPOSED_FATIGUE_PROFILE","proposedFatigueProfile","Existing elastic-SSC and neural-speed metadata supports ankle reactive stress without direct badminton classification.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","","ANKLE_SSC_REACTIVE_STRESS","MEDIUM","MODERATE","NO"
"B스킵","ex_a12de4d2","RUNNING_MECHANICS_SUPPORT_REVIEW","NEEDS_SUBTYPE_REVIEW","RUNNING_MECHANICS_SUPPORT_REVIEW","DERIVED_FROM_PROPOSED_FATIGUE_PROFILE","proposedFatigueProfile","Existing elastic-SSC and neural-speed metadata supports ankle reactive stress without direct badminton classification.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","","ANKLE_SSC_REACTIVE_STRESS","MEDIUM","MODERATE","NO"
"가벼운 콕줍기","ex_216351a1","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","NEEDS_SUBTYPE_REVIEW","BADMINTON_FOOTWORK","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+proposedFatigueProfile","Explicit badminton footwork family; only clearly repeated/maximal/high-intensity rows receive high magnitude.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","","COURT_SPORT_MOVEMENT_STRESS","MEDIUM","MODERATE","NO"
"고블릿 스쿼트","ex_ac7df636","SQUAT_VARIANTS","GOBLET_SQUAT","KNEE_DOMINANT_ACCESSORY","DERIVED_FROM_PROGRAM_SLOT","programSlot+movementSubtype","Bodyweight/goblet knee-dominant pattern is kept below heavy axial stress.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","","LOW_LOAD_PREHAB_CONTROL_STRESS","SHORT","LOW","NO"
"데드버그","ex_d5bdffe1","ANTI_ROTATION_ANTI_EXTENSION_CORE","","CORE_STABILITY_ACCESSORY","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily","Anti-rotation/anti-extension core family maps to isometric bracing.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","","ISOMETRIC_CORE_BRACING_STRESS","SHORT","LOW","NO"
"래터럴 스텝다운","ex_69a56484","STEP_UP_VARIANTS","","UNILATERAL_LOWER_ACCESSORY","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+programSlot","Step-up family is unilateral lower stability work.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","","UNILATERAL_LOWER_STABILITY_STRESS","MEDIUM","MODERATE","NO"
"랜덤 방향전환 드릴","ex_64422511","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","NEEDS_SUBTYPE_REVIEW","BADMINTON_FOOTWORK","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+proposedFatigueProfile","Explicit badminton footwork family; only clearly repeated/maximal/high-intensity rows receive high magnitude.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","","COURT_SPORT_MOVEMENT_STRESS","MEDIUM","MODERATE","NO"
"랜덤 비프 풋워크","ex_c5f4c242","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","RANDOM_BEEP_FOOTWORK","BADMINTON_FOOTWORK","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+proposedFatigueProfile","Explicit badminton footwork family; only clearly repeated/maximal/high-intensity rows receive high magnitude.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","","COURT_SPORT_MOVEMENT_STRESS","MEDIUM","MODERATE","NO"
"랜덤 풋워크","ex_1c7f2342","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","NEEDS_SUBTYPE_REVIEW","BADMINTON_FOOTWORK","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+proposedFatigueProfile","Explicit badminton footwork family; only clearly repeated/maximal/high-intensity rows receive high magnitude.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","","COURT_SPORT_MOVEMENT_STRESS","MEDIUM","MODERATE","NO"
"린단 참고 페이스 체인지 풋워크","ex_5004ca76","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","NEEDS_SUBTYPE_REVIEW","BADMINTON_FOOTWORK","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+proposedFatigueProfile","Explicit badminton footwork family; only clearly repeated/maximal/high-intensity rows receive high magnitude.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","","COURT_SPORT_MOVEMENT_STRESS","MEDIUM","MODERATE","NO"
"멀티셔틀 풋워크","ex_752b45ae","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","NEEDS_SUBTYPE_REVIEW","BADMINTON_FOOTWORK","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+proposedFatigueProfile","Explicit badminton footwork family; only clearly repeated/maximal/high-intensity rows receive high magnitude.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","","COURT_SPORT_MOVEMENT_STRESS","LONG","HIGH","NO"
"미니밴드 사이드워크","ex_16b298db","HIP_ABDUCTION_GLUTE_MED_ACCESSORY","MINIBAND_SIDEWALK","HIP_ABDUCTOR_GLUTE_MED_ACCESSORY","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+proposedFatigueProfile","Ordinary isolation/accessory family with conservative local stress.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","","ISOLATION_ACCESSORY_STRESS","SHORT","LOW","NO"
"박스 스텝업","ex_6232f4bc","STEP_UP_VARIANTS","","UNILATERAL_LOWER_ACCESSORY","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+programSlot","Step-up family is unilateral lower stability work.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","","UNILATERAL_LOWER_STABILITY_STRESS","MEDIUM","MODERATE","NO"
"발목/고관절 가동성","ex_149730de","MOBILITY_WARMUP_RECOVERY_EXERCISES","","MOBILITY_RECOVERY","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+programSlot","Mobility/recovery family.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","","MOBILITY_RECOVERY_STRESS","SHORT","LOW","NO"
"사이드 플랭크","ex_f6d43398","ANTI_ROTATION_ANTI_EXTENSION_CORE","","CORE_STABILITY_ACCESSORY","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily","Anti-rotation/anti-extension core family maps to isometric bracing.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","","ISOMETRIC_CORE_BRACING_STRESS","SHORT","LOW","NO"
"셔틀런","ex_a4040be3","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","NEEDS_SUBTYPE_REVIEW","BADMINTON_FOOTWORK","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+proposedFatigueProfile","Explicit badminton footwork family; only clearly repeated/maximal/high-intensity rows receive high magnitude.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","","COURT_SPORT_MOVEMENT_STRESS","MEDIUM","MODERATE","NO"
"스캡 푸시업","ex_c4535de3","SERRATUS_SCAPULAR_PROTRACTION_CONTROL_VARIANTS","SCAPULAR_PUSH_UP","RECOVERY_PREHAB_SCAPULAR_CONTROL","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+programSlot","Low-load control/prehab classification.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","","LOW_LOAD_PREHAB_CONTROL_STRESS","SHORT","LOW","NO"
"스케이터 스쿼트","ex_ee378da7","SQUAT_VARIANTS","SKATER_SQUAT","UNILATERAL_LOWER_ACCESSORY","DERIVED_FROM_PROGRAM_SLOT","programSlot+movementSubtype","Unilateral squat accessory prioritizes lower-body stability.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","","UNILATERAL_LOWER_STABILITY_STRESS","MEDIUM","MODERATE","NO"
"스킵 바운드","ex_c4ea0a2a","RUNNING_MECHANICS_SUPPORT_REVIEW","NEEDS_SUBTYPE_REVIEW","RUNNING_MECHANICS_SUPPORT_REVIEW","DERIVED_FROM_PROPOSED_FATIGUE_PROFILE","proposedFatigueProfile","Existing elastic-SSC and neural-speed metadata supports ankle reactive stress without direct badminton classification.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","","ANKLE_SSC_REACTIVE_STRESS","MEDIUM","MODERATE","NO"
"스트라이드","ex_c5c2fdef","RUNNING_MECHANICS_SUPPORT_REVIEW","NEEDS_SUBTYPE_REVIEW","RUNNING_MECHANICS_SUPPORT_REVIEW","DERIVED_FROM_PROPOSED_FATIGUE_PROFILE","proposedFatigueProfile","Existing elastic-SSC and neural-speed metadata supports ankle reactive stress without direct badminton classification.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","","ANKLE_SSC_REACTIVE_STRESS","MEDIUM","MODERATE","NO"
"스트레칭","ex_dd16e07a","MOBILITY_WARMUP_RECOVERY_EXERCISES","","MOBILITY_RECOVERY","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+programSlot","Mobility/recovery family.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","","MOBILITY_RECOVERY_STRESS","SHORT","LOW","NO"
"스플릿 스텝","ex_c6d9efef","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","NEEDS_SUBTYPE_REVIEW","BADMINTON_FOOTWORK","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+proposedFatigueProfile","Explicit badminton footwork family; only clearly repeated/maximal/high-intensity rows receive high magnitude.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","","COURT_SPORT_MOVEMENT_STRESS","MEDIUM","MODERATE","NO"
"스플릿 스텝 리액션","ex_8e69fc74","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","NEEDS_SUBTYPE_REVIEW","BADMINTON_FOOTWORK","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+proposedFatigueProfile","Explicit badminton footwork family; only clearly repeated/maximal/high-intensity rows receive high magnitude.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","","COURT_SPORT_MOVEMENT_STRESS","MEDIUM","MODERATE","NO"
"스플릿 스텝 후 좌우 런지","ex_377448a9","BADMINTON_REACTIVE_LUNGE_FOOTWORK_REVIEW","SPLIT_STEP_LATERAL_REACTIVE_LUNGE","BADMINTON_FOOTWORK_REVIEW","DERIVED_FROM_PROPOSED_FATIGUE_PROFILE","proposedFatigueProfile+movementSubtype","Reactive split-step lunge has explicit deceleration and court context.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","","LUNGE_DECELERATION_STRESS","LONG","HIGH","NO"
"싱글 레그 RDL","single_leg_rdl","DEADLIFT_HINGE_VARIANTS","SINGLE_LEG_RDL","UNILATERAL_HINGE_ACCESSORY","DERIVED_FROM_PROGRAM_SLOT","programSlot+movementSubtype","Unilateral/accessory hinge prioritizes stability rather than heavy-hinge recovery.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","","UNILATERAL_LOWER_STABILITY_STRESS","MEDIUM","MODERATE","NO"
"싱글 레그 박스 스쿼트","ex_85f12271","SQUAT_VARIANTS","SINGLE_LEG_BOX_SQUAT","UNILATERAL_LOWER_ACCESSORY","DERIVED_FROM_PROGRAM_SLOT","programSlot+movementSubtype","Unilateral squat accessory prioritizes lower-body stability.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|cognitiveStressTags|sportContextTags|recoveryDecayProfile|stressMagnitudeHint","","UNILATERAL_LOWER_STABILITY_STRESS","MEDIUM","MODERATE","NO"
"안세영 참고 고강도 랠리 풋워크","ex_c1bf2aa8","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","NEEDS_SUBTYPE_REVIEW","BADMINTON_FOOTWORK","DERIVED_FROM_MOVEMENT_FAMILY","movementFamily+proposedFatigueProfile","Explicit badminton footwork family; only clearly repeated/maximal/high-intensity rows receive high magnitude.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","","COURT_SPORT_MOVEMENT_STRESS","LONG","HIGH","NO"
"앙클링","ex_a412dd45","RUNNING_MECHANICS_SUPPORT_REVIEW","NEEDS_SUBTYPE_REVIEW","RUNNING_MECHANICS_SUPPORT_REVIEW","DERIVED_FROM_PROPOSED_FATIGUE_PROFILE","proposedFatigueProfile","Existing elastic-SSC and neural-speed metadata supports ankle reactive stress without direct badminton classification.","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","primaryStressProfile|secondaryStressTags|tendonStressTags|ligamentJointStabilityStressTags|jointImpactStressTags|recoveryDecayProfile|stressMagnitudeHint","","ANKLE_SSC_REACTIVE_STRESS","MEDIUM","MODERATE","NO"
