"exerciseName","stableKey","movementFamily","decision","decisionBasis","decisionReason","changedFields","badmintonTransferLevel","badmintonTransferType","badmintonSkillTargets","badmintonPhysicalQualities","transferConfidence","previousPlaceholder","safeForSeedMutation"
"케이블 컬","ex_e709eeda","ELBOW_FLEXION_BICEPS_CURL_VARIANTS","DERIVED_SUPPORTIVE_GRIP","movementFamily","Grip/forearm pathway is plausible but remains low-confidence supportive transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","GRIP_WRIST_SUPPORTIVE","DRIVE|NET_PLAY","GRIP_ENDURANCE","LOW","NONE","NO"
"케이블 킥백","ex_fa34ddfe","GLUTE_ISOLATION_ACCESSORY","DERIVED_SUPPORTIVE_LOWER_BODY","movementFamily+programSlot","Structured lower-body family supports force, stability, or acceleration qualities without direct sport transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","LOWER_BODY_SUPPORTIVE","FIRST_STEP|CHANGE_OF_DIRECTION","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH","MEDIUM","NONE","NO"
"케이블 풀스루","ex_4c76dbb2","DEADLIFT_HINGE_VARIANTS","DERIVED_SUPPORTIVE_LOWER_BODY","movementFamily+programSlot","Structured lower-body family supports force, stability, or acceleration qualities without direct sport transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","LOWER_BODY_SUPPORTIVE","FIRST_STEP|CHANGE_OF_DIRECTION","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH","MEDIUM","NONE","NO"
"케이블 플라이","ex_4c779df2","CHEST_ISOLATION","ASSIGNED_NONE","movementFamily","No sufficiently specific badminton transfer pathway is asserted.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","NONE","NONE","NONE","NONE","NONE","NONE","NO"
"크로스바디 해머 컬","ex_b69ab702","ELBOW_FLEXION_BRACHIALIS_BRACHIORADIALIS_VARIANTS","DERIVED_SUPPORTIVE_GRIP","movementFamily","Grip/forearm pathway is plausible but remains low-confidence supportive transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","GRIP_WRIST_SUPPORTIVE","DRIVE|NET_PLAY","GRIP_ENDURANCE","LOW","NONE","NO"
"클로즈그립 벤치프레스","ex_27b3deb5","BENCH_PRESS_DUMBBELL_PRESS_MACHINE_PRESS_VARIANTS","DERIVED_GENERAL_STRENGTH","movementFamily","General upper-body strength without a specific badminton transfer pathway.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","NONE","LOW","NONE","NO"
"킥스탠스 RDL","ex_885b629","DEADLIFT_HINGE_VARIANTS","DERIVED_SUPPORTIVE_LOWER_BODY","movementFamily+programSlot","Structured lower-body family supports force, stability, or acceleration qualities without direct sport transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","LOWER_BODY_SUPPORTIVE","FIRST_STEP|CHANGE_OF_DIRECTION","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH|SINGLE_LEG_STABILITY|HIP_CONTROL|FRONTAL_PLANE_CONTROL","MEDIUM","NONE","NO"
"트라이셉스 푸시다운","ex_fa570291","ELBOW_EXTENSION_TRICEPS_ISOLATION_VARIANTS","ASSIGNED_NONE","movementFamily","No sufficiently specific badminton transfer pathway is asserted.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","NONE","NONE","NONE","NONE","NONE","NONE","NO"
"파이크 푸시업","ex_3caa236b","BODYWEIGHT_VERTICAL_PUSH_VARIANTS","DERIVED_SUPPORTIVE_SHOULDER","movementFamily+programSlot","Shoulder/scapular family supports durability and control; it is not direct racket transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","SHOULDER_SCAPULAR_SUPPORTIVE","OVERHEAD_CLEAR|SMASH|DRIVE","SHOULDER_DURABILITY|SCAPULAR_CONTROL|ROTATOR_CUFF_CONTROL","MEDIUM","NONE","NO"
"페이스풀","face_pull","SCAPULAR_RETRACTION_EXTERNAL_ROTATION_CONTROL_VARIANTS","DERIVED_SUPPORTIVE_SHOULDER","movementFamily+programSlot","Shoulder/scapular family supports durability and control; it is not direct racket transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","SHOULDER_SCAPULAR_SUPPORTIVE","OVERHEAD_CLEAR|SMASH|DRIVE","SHOULDER_DURABILITY|SCAPULAR_CONTROL|ROTATOR_CUFF_CONTROL","MEDIUM","NONE","NO"
"푸시업","ex_28902b13","PUSH_UP_VARIANTS","DERIVED_GENERAL_STRENGTH","movementFamily","General upper-body strength without a specific badminton transfer pathway.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","NONE","LOW","NONE","NO"
"풀업","pull_up","PULL_UP_CHIN_UP_LAT_PULLDOWN_VARIANTS","DERIVED_SUPPORTIVE_SCAPULAR_PULL","movementFamily","Pulling family provides broad scapular support with low transfer confidence.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","SHOULDER_SCAPULAR_SUPPORTIVE","OVERHEAD_CLEAR|DRIVE","SHOULDER_DURABILITY|SCAPULAR_CONTROL","LOW","NONE","NO"
"프론트 스쿼트","ex_c5043892","SQUAT_VARIANTS","DERIVED_SUPPORTIVE_LOWER_BODY","movementFamily+programSlot","Structured lower-body family supports force, stability, or acceleration qualities without direct sport transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","LOWER_BODY_SUPPORTIVE","FIRST_STEP|CHANGE_OF_DIRECTION","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH","MEDIUM","NONE","NO"
"프론트풋 엘리베이티드 스플릿 스쿼트","ex_7ce96a7a","LUNGE_SPLIT_SQUAT_VARIANTS","DERIVED_SUPPORTIVE_LOWER_BODY","movementFamily+programSlot","Structured lower-body family supports force, stability, or acceleration qualities without direct sport transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","LOWER_BODY_SUPPORTIVE","FIRST_STEP|CHANGE_OF_DIRECTION","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH|SINGLE_LEG_STABILITY|HIP_CONTROL|FRONTAL_PLANE_CONTROL","MEDIUM","NONE","NO"
"프리처 컬","ex_e994008a","ELBOW_FLEXION_BICEPS_CURL_VARIANTS","DERIVED_SUPPORTIVE_GRIP","movementFamily","Grip/forearm pathway is plausible but remains low-confidence supportive transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","GRIP_WRIST_SUPPORTIVE","DRIVE|NET_PLAY","GRIP_ENDURANCE","LOW","NONE","NO"
"플랫 덤벨 플라이","ex_91b749b3","CHEST_ISOLATION","ASSIGNED_NONE","movementFamily","No sufficiently specific badminton transfer pathway is asserted.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","NONE","NONE","NONE","NONE","NONE","NONE","NO"
"할로우 바디 홀드","ex_2a826c82","ANTI_ROTATION_ANTI_EXTENSION_CORE","DERIVED_SUPPORTIVE_CORE","movementFamily+primaryStressProfile","Core bracing/stability family has a plausible supportive pathway.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","CORE_STABILITY_SUPPORTIVE","CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE","CORE_BRACING|HIP_CONTROL|SINGLE_LEG_STABILITY","MEDIUM","NONE","NO"
"해머 컬","ex_2892da5a","ELBOW_FLEXION_BRACHIALIS_BRACHIORADIALIS_VARIANTS","DERIVED_SUPPORTIVE_GRIP","movementFamily","Grip/forearm pathway is plausible but remains low-confidence supportive transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","GRIP_WRIST_SUPPORTIVE","DRIVE|NET_PLAY","GRIP_ENDURANCE","LOW","NONE","NO"
"핵 스쿼트","ex_e9e97659","SQUAT_VARIANTS","DERIVED_SUPPORTIVE_LOWER_BODY","movementFamily+programSlot","Structured lower-body family supports force, stability, or acceleration qualities without direct sport transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","LOWER_BODY_SUPPORTIVE","FIRST_STEP|CHANGE_OF_DIRECTION","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH","MEDIUM","NONE","NO"
"핸드스탠드 푸시업","ex_fa2e73b3","BODYWEIGHT_VERTICAL_PUSH_VARIANTS","DERIVED_SUPPORTIVE_SHOULDER","movementFamily+programSlot","Shoulder/scapular family supports durability and control; it is not direct racket transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","SHOULDER_SCAPULAR_SUPPORTIVE","OVERHEAD_CLEAR|SMASH|DRIVE","SHOULDER_DURABILITY|SCAPULAR_CONTROL|ROTATOR_CUFF_CONTROL","MEDIUM","NONE","NO"
"행잉 레그 레이즈","ex_b3f447be","CORE_FLEXION_ANTERIOR_CORE","DERIVED_GENERAL_STRENGTH","movementFamily","Broad capacity only; no direct or specific supportive claim is made.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","CORE_BRACING","LOW","NONE","NO"
"힙 쓰러스트","ex_721f7b5b","HIP_THRUST_GLUTE_BRIDGE_VARIANTS","DERIVED_SUPPORTIVE_LOWER_BODY","movementFamily+programSlot","Structured lower-body family supports force, stability, or acceleration qualities without direct sport transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","LOWER_BODY_SUPPORTIVE","FIRST_STEP|CHANGE_OF_DIRECTION","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH","MEDIUM","NONE","NO"
"힙 어덕션","ex_eaea872c","HIP_ADDUCTION_ACCESSORY","DERIVED_SUPPORTIVE_LOWER_BODY","movementFamily+programSlot","Structured lower-body family supports force, stability, or acceleration qualities without direct sport transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","LOWER_BODY_SUPPORTIVE","FIRST_STEP|CHANGE_OF_DIRECTION","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH|SINGLE_LEG_STABILITY|HIP_CONTROL|FRONTAL_PLANE_CONTROL","MEDIUM","NONE","NO"
"힙 어브덕션","ex_728da646","HIP_ABDUCTION_GLUTE_MED_ACCESSORY","DERIVED_SUPPORTIVE_LOWER_BODY","movementFamily+programSlot","Structured lower-body family supports force, stability, or acceleration qualities without direct sport transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","LOWER_BODY_SUPPORTIVE","FIRST_STEP|CHANGE_OF_DIRECTION","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH|SINGLE_LEG_STABILITY|HIP_CONTROL|FRONTAL_PLANE_CONTROL","MEDIUM","NONE","NO"
"고블릿 스쿼트","ex_ac7df636","SQUAT_VARIANTS","DERIVED_SUPPORTIVE_LOWER_BODY","movementFamily+programSlot","Structured lower-body family supports force, stability, or acceleration qualities without direct sport transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","LOWER_BODY_SUPPORTIVE","FIRST_STEP|CHANGE_OF_DIRECTION","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH","MEDIUM","NONE","NO"
"노르딕 햄스트링 컬","ex_1cf51b6b","NORDIC_HAMSTRING_ECCENTRIC_REVIEW","DERIVED_SUPPORTIVE_LOWER_BODY","movementFamily+programSlot","Structured lower-body family supports force, stability, or acceleration qualities without direct sport transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","LOWER_BODY_SUPPORTIVE","FIRST_STEP|CHANGE_OF_DIRECTION","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH","MEDIUM","NONE","NO"
"데드버그","ex_d5bdffe1","ANTI_ROTATION_ANTI_EXTENSION_CORE","DERIVED_SUPPORTIVE_CORE","movementFamily+primaryStressProfile","Core bracing/stability family has a plausible supportive pathway.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","CORE_STABILITY_SUPPORTIVE","CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE","CORE_BRACING|HIP_CONTROL|SINGLE_LEG_STABILITY","MEDIUM","NONE","NO"
"드롭 점프","ex_d6726746","PLYOMETRIC_JUMP_VARIANTS","DERIVED_SUPPORTIVE_LOWER_BODY","movementFamily+programSlot","Structured lower-body family supports force, stability, or acceleration qualities without direct sport transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","LOWER_BODY_SUPPORTIVE","FIRST_STEP|CHANGE_OF_DIRECTION","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH|ACCELERATION|DECELERATION|REACTIVE_AGILITY","MEDIUM","NONE","NO"
"라인 홉","ex_a3ddd8ac","ANKLE_STIFFNESS_SSC_CONDITIONING_REVIEW","DERIVED_SUPPORTIVE_ANKLE_SSC","movementFamily","Calf/ankle reactive family supports ankle stiffness and first-step qualities.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","ANKLE_CALF_SSC_SUPPORTIVE","SPLIT_STEP|FIRST_STEP|CHANGE_OF_DIRECTION","ANKLE_STIFFNESS|CALF_ELASTICITY|ACCELERATION","MEDIUM","NONE","NO"
"래터럴 바운드","ex_34e7d21","LATERAL_BOUND_LANDING_DECELERATION_VARIANTS","DERIVED_SUPPORTIVE_LOWER_BODY","movementFamily+programSlot","Structured lower-body family supports force, stability, or acceleration qualities without direct sport transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","LOWER_BODY_SUPPORTIVE","FIRST_STEP|CHANGE_OF_DIRECTION","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH|SINGLE_LEG_STABILITY|HIP_CONTROL|FRONTAL_PLANE_CONTROL|ACCELERATION|DECELERATION|REACTIVE_AGILITY","MEDIUM","NONE","NO"
"래터럴 스텝다운","ex_69a56484","STEP_UP_VARIANTS","DERIVED_SUPPORTIVE_LOWER_BODY","movementFamily+programSlot","Structured lower-body family supports force, stability, or acceleration qualities without direct sport transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","LOWER_BODY_SUPPORTIVE","FIRST_STEP|CHANGE_OF_DIRECTION","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH|SINGLE_LEG_STABILITY|HIP_CONTROL|FRONTAL_PLANE_CONTROL","MEDIUM","NONE","NO"
"린단 참고 트랙 스프린트","ex_4773b6ea","SPRINT_ACCELERATION_CONDITIONING_REVIEW","DERIVED_GENERAL_CONDITIONING","movementFamily+programSlot","General conditioning supports capacity without badminton-specific transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","GENERAL","GENERAL_CONDITIONING_SUPPORTIVE","RALLY_TOLERANCE","ACCELERATION|ANAEROBIC_REPEATABILITY","LOW","NONE","NO"
"메디신볼 슬램","ex_26ac0c19","POWER_CORE_SHOULDER_REVIEW","DERIVED_GENERAL_STRENGTH","movementFamily","Broad capacity only; no direct or specific supportive claim is made.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","CORE_BRACING|SHOULDER_DURABILITY","LOW","NONE","NO"
"미니밴드 사이드워크","ex_16b298db","HIP_ABDUCTION_GLUTE_MED_ACCESSORY","DERIVED_SUPPORTIVE_LOWER_BODY","movementFamily+programSlot","Structured lower-body family supports force, stability, or acceleration qualities without direct sport transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","LOWER_BODY_SUPPORTIVE","FIRST_STEP|CHANGE_OF_DIRECTION","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH|SINGLE_LEG_STABILITY|HIP_CONTROL|FRONTAL_PLANE_CONTROL","MEDIUM","NONE","NO"
"바이퍼 트위스트(아래로)","ex_8354acd","POWER_CORE_SHOULDER_REVIEW","DERIVED_GENERAL_STRENGTH","movementFamily","Broad capacity only; no direct or specific supportive claim is made.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","CORE_BRACING|SHOULDER_DURABILITY","LOW","NONE","NO"
"박스 스텝업","ex_6232f4bc","STEP_UP_VARIANTS","DERIVED_SUPPORTIVE_LOWER_BODY","movementFamily+programSlot","Structured lower-body family supports force, stability, or acceleration qualities without direct sport transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","LOWER_BODY_SUPPORTIVE","FIRST_STEP|CHANGE_OF_DIRECTION","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH|SINGLE_LEG_STABILITY|HIP_CONTROL|FRONTAL_PLANE_CONTROL","MEDIUM","NONE","NO"
"박스 점프","ex_d9e141e4","PLYOMETRIC_JUMP_VARIANTS","DERIVED_SUPPORTIVE_LOWER_BODY","movementFamily+programSlot","Structured lower-body family supports force, stability, or acceleration qualities without direct sport transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","LOWER_BODY_SUPPORTIVE","FIRST_STEP|CHANGE_OF_DIRECTION","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH|ACCELERATION|DECELERATION|REACTIVE_AGILITY","MEDIUM","NONE","NO"
"발목/고관절 가동성","ex_149730de","MOBILITY_WARMUP_RECOVERY_EXERCISES","ASSIGNED_NONE","movementFamily","No sufficiently specific badminton transfer pathway is asserted.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","NONE","NONE","NONE","NONE","NONE","NONE","NO"
"버피","ex_3f184ef9","BODYWEIGHT_CONDITIONING_POWER_REVIEW","DERIVED_GENERAL_CONDITIONING","movementFamily+programSlot","General conditioning supports capacity without badminton-specific transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","GENERAL","GENERAL_CONDITIONING_SUPPORTIVE","RALLY_TOLERANCE","AEROBIC_BASE|ANAEROBIC_REPEATABILITY","LOW","NONE","NO"
"불가리안 스플릿 스쿼트","ex_e2efd0fe","LUNGE_SPLIT_SQUAT_VARIANTS","DERIVED_SUPPORTIVE_LOWER_BODY","movementFamily+programSlot","Structured lower-body family supports force, stability, or acceleration qualities without direct sport transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","LOWER_BODY_SUPPORTIVE","FIRST_STEP|CHANGE_OF_DIRECTION","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH|SINGLE_LEG_STABILITY|HIP_CONTROL|FRONTAL_PLANE_CONTROL","MEDIUM","NONE","NO"
"사이드 스텝 후 정지","ex_9b132c23","LATERAL_BOUND_LANDING_DECELERATION_VARIANTS","DERIVED_SUPPORTIVE_LOWER_BODY","movementFamily+programSlot","Structured lower-body family supports force, stability, or acceleration qualities without direct sport transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","LOWER_BODY_SUPPORTIVE","FIRST_STEP|CHANGE_OF_DIRECTION","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH|SINGLE_LEG_STABILITY|HIP_CONTROL|FRONTAL_PLANE_CONTROL|ACCELERATION|DECELERATION|REACTIVE_AGILITY","MEDIUM","NONE","NO"
"사이드 플랭크","ex_f6d43398","ANTI_ROTATION_ANTI_EXTENSION_CORE","DERIVED_SUPPORTIVE_CORE","movementFamily+primaryStressProfile","Core bracing/stability family has a plausible supportive pathway.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","CORE_STABILITY_SUPPORTIVE","CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE","CORE_BRACING|HIP_CONTROL|SINGLE_LEG_STABILITY","MEDIUM","NONE","NO"
"스캡 푸시업","ex_c4535de3","SERRATUS_SCAPULAR_PROTRACTION_CONTROL_VARIANTS","DERIVED_SUPPORTIVE_SHOULDER","movementFamily+programSlot","Shoulder/scapular family supports durability and control; it is not direct racket transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","SHOULDER_SCAPULAR_SUPPORTIVE","OVERHEAD_CLEAR|SMASH|DRIVE","SHOULDER_DURABILITY|SCAPULAR_CONTROL|ROTATOR_CUFF_CONTROL","MEDIUM","NONE","NO"
"스케이터 스쿼트","ex_ee378da7","SQUAT_VARIANTS","DERIVED_SUPPORTIVE_LOWER_BODY","movementFamily+programSlot","Structured lower-body family supports force, stability, or acceleration qualities without direct sport transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","LOWER_BODY_SUPPORTIVE","FIRST_STEP|CHANGE_OF_DIRECTION","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH|SINGLE_LEG_STABILITY|HIP_CONTROL|FRONTAL_PLANE_CONTROL","MEDIUM","NONE","NO"
"스트레칭","ex_dd16e07a","MOBILITY_WARMUP_RECOVERY_EXERCISES","ASSIGNED_NONE","movementFamily","No sufficiently specific badminton transfer pathway is asserted.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","NONE","NONE","NONE","NONE","NONE","NONE","NO"
"스플릿 스텝 후 좌우 런지","ex_377448a9","BADMINTON_REACTIVE_LUNGE_FOOTWORK_REVIEW","PLACEHOLDER_NORMALIZED","approved direct reactive-lunge rule","Existing DIRECT badminton reactive-lunge row requires HIGH confidence.","transferConfidence","DIRECT","LUNGE_REACH_DIRECT/CHANGE_OF_DIRECTION_DIRECT","SPLIT_STEP/LATERAL_LUNGE/FRONT_COURT_LUNGE/DEFENSIVE_COVERAGE","DECELERATION/FRONTAL_PLANE_CONTROL/SINGLE_LEG_STABILITY/HIP_CONTROL","HIGH","transferConfidence=NEEDS_REVIEW","NO"
"싱글 레그 RDL","single_leg_rdl","DEADLIFT_HINGE_VARIANTS","DERIVED_SUPPORTIVE_LOWER_BODY","movementFamily+programSlot","Structured lower-body family supports force, stability, or acceleration qualities without direct sport transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","LOWER_BODY_SUPPORTIVE","FIRST_STEP|CHANGE_OF_DIRECTION","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH|SINGLE_LEG_STABILITY|HIP_CONTROL|FRONTAL_PLANE_CONTROL","MEDIUM","NONE","NO"
"싱글 레그 박스 스쿼트","ex_85f12271","SQUAT_VARIANTS","DERIVED_SUPPORTIVE_LOWER_BODY","movementFamily+programSlot","Structured lower-body family supports force, stability, or acceleration qualities without direct sport transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","LOWER_BODY_SUPPORTIVE","FIRST_STEP|CHANGE_OF_DIRECTION","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH|SINGLE_LEG_STABILITY|HIP_CONTROL|FRONTAL_PLANE_CONTROL","MEDIUM","NONE","NO"
"싱글 레그 홉 앤 스틱","ex_314df428","PLYOMETRIC_JUMP_VARIANTS","DERIVED_SUPPORTIVE_LOWER_BODY","movementFamily+programSlot","Structured lower-body family supports force, stability, or acceleration qualities without direct sport transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","LOWER_BODY_SUPPORTIVE","FIRST_STEP|CHANGE_OF_DIRECTION","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH|ACCELERATION|DECELERATION|REACTIVE_AGILITY","MEDIUM","NONE","NO"
"원암 하프 닐링 프레스","ex_8380d7fe","HALF_KNEELING_UNILATERAL_SHOULDER_PRESS_VARIANTS","DERIVED_SUPPORTIVE_SHOULDER","movementFamily+programSlot","Shoulder/scapular family supports durability and control; it is not direct racket transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","SHOULDER_SCAPULAR_SUPPORTIVE","OVERHEAD_CLEAR|SMASH|DRIVE","SHOULDER_DURABILITY|SCAPULAR_CONTROL|ROTATOR_CUFF_CONTROL","MEDIUM","NONE","NO"
"월 슬라이드","ex_f97a05ab","SCAPULAR_CONTROL_RECOVERY_PREHAB_VARIANTS","DERIVED_SUPPORTIVE_SHOULDER","movementFamily+programSlot","Shoulder/scapular family supports durability and control; it is not direct racket transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","SHOULDER_SCAPULAR_SUPPORTIVE","OVERHEAD_CLEAR|SMASH|DRIVE","SHOULDER_DURABILITY|SCAPULAR_CONTROL|ROTATOR_CUFF_CONTROL","MEDIUM","NONE","NO"
"점프 런지","ex_df966b45","JUMP_LUNGE_PLYOMETRIC_REVIEW","DERIVED_SUPPORTIVE_LOWER_BODY","movementFamily+programSlot","Structured lower-body family supports force, stability, or acceleration qualities without direct sport transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","LOWER_BODY_SUPPORTIVE","FIRST_STEP|CHANGE_OF_DIRECTION","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH|SINGLE_LEG_STABILITY|HIP_CONTROL|FRONTAL_PLANE_CONTROL|ACCELERATION|DECELERATION|REACTIVE_AGILITY","MEDIUM","NONE","NO"
