"exerciseName","stableKey","currentCategoryType","estimatedMovementFamily","estimatedFamilyConfidence","estimateReason","missingDetailedMuscleTag","missingMuscleContribution","missingProgramSlot","missingRedundancyGroup","suspiciousSportSessionProgramSelectable","badmintonDirectPlayConflict","highAxialPlyometricDecelerationConflict","sourceIdIssue","sourceIds","automaticFixPossible","manualReviewRequired","manualReviewReasons"
"벤치 딥스","ex_deca2b61","category=근력운동; movement_category=STRENGTH; force_type=PUSH; movement_pattern=PUSH_VERTICAL_SUPPORT|TRICEPS_EMPHASIS|CHEST_ACCESSORY","BENCH_PRESS_DUMBBELL_PRESS_MACHINE_PRESS_VARIANTS","HIGH","horizontal push structured metadata","PECTORALIS_MAJOR_STERNAL, PECTORALIS_MAJOR_CLAVICULAR, ANTERIOR_DELTOID | secondary: TRICEPS_BRACHII, SERRATUS_ANTERIOR | stabilizers: ROTATOR_CUFF_EXTERNAL, ROTATOR_CUFF_INTERNAL, DEEP_CORE","PECTORALIS_MAJOR_STERNAL 0.30, PECTORALIS_MAJOR_CLAVICULAR 0.15, ANTERIOR_DELTOID 0.20, TRICEPS_BRACHII 0.20, SERRATUS_ANTERIOR 0.05, ROTATOR_CUFF_EXTERNAL 0.05, DEEP_CORE 0.05","UPPER_PUSH_STRENGTH","HORIZONTAL_PUSH_COMPOUND","NO","NO","NO","NO","A_OPENSTAX_11_5|C_BENCH_INCLINE_EMG_PMC7579505|B_ACSM_2009_PMID19204579","YES_TEMPLATE_DEFAULTS","NO",""
"벤치프레스","barbell_bench_press","category=근력운동; movement_category=STRENGTH; force_type=PUSH; movement_pattern=PUSH_HORIZONTAL|CHEST_STRENGTH","BENCH_PRESS_DUMBBELL_PRESS_MACHINE_PRESS_VARIANTS","HIGH","horizontal push structured metadata","PECTORALIS_MAJOR_STERNAL, PECTORALIS_MAJOR_CLAVICULAR, ANTERIOR_DELTOID | secondary: TRICEPS_BRACHII, SERRATUS_ANTERIOR | stabilizers: ROTATOR_CUFF_EXTERNAL, ROTATOR_CUFF_INTERNAL, DEEP_CORE","PECTORALIS_MAJOR_STERNAL 0.30, PECTORALIS_MAJOR_CLAVICULAR 0.15, ANTERIOR_DELTOID 0.20, TRICEPS_BRACHII 0.20, SERRATUS_ANTERIOR 0.05, ROTATOR_CUFF_EXTERNAL 0.05, DEEP_CORE 0.05","UPPER_PUSH_STRENGTH","HORIZONTAL_PUSH_COMPOUND","NO","NO","NO","NO","A_OPENSTAX_11_5|C_BENCH_INCLINE_EMG_PMC7579505|B_ACSM_2009_PMID19204579","YES_TEMPLATE_DEFAULTS","NO",""
"슈퍼맨","ex_284ecca6","category=근력운동; movement_category=ACCESSORY; force_type=HINGE; movement_pattern=SPINAL_EXTENSION|POSTERIOR_CHAIN_ACCESSORY|GLUTE_BACK_SUPPORT","POSTERIOR_CHAIN_LOW_LOAD_REVIEW","MEDIUM","low-load posterior-chain accessory; not heavy hinge","NO_TEMPLATE_MATCH","NO_TEMPLATE_MATCH","NO_TEMPLATE_MATCH","NO_TEMPLATE_MATCH","NO","NO","NO","MISSING_SOURCE_ID","","NO","YES","NO_TEMPLATE_MATCH|LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SOURCE_REVIEW"
"스미스 머신 런지","ex_1052e9fa","category=근력운동; movement_category=STRENGTH; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|LUNGE_PATTERN|UNILATERAL_LOWER","LUNGE_SPLIT_SQUAT_VARIANTS","HIGH","lunge/split-squat subtype before broad knee-dominant mapping","QUADRICEPS, RECTUS_FEMORIS, GLUTE_MAX | secondary: HAMSTRINGS, HIP_ADDUCTORS, GASTROCNEMIUS, SOLEUS | stabilizers: GLUTE_MED_MIN, DEEP_CORE, OBLIQUES, TIBIALIS_ANTERIOR","QUADRICEPS 0.25, RECTUS_FEMORIS 0.10, GLUTE_MAX 0.25, HAMSTRINGS 0.10, HIP_ADDUCTORS 0.08, GASTROCNEMIUS 0.05, SOLEUS 0.05, GLUTE_MED_MIN 0.05, DEEP_CORE 0.04, OBLIQUES 0.03","UNILATERAL_LOWER_STRENGTH","LUNGE_UNILATERAL_LOWER","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456|C_GLUTE_MED_MIN_META_PMC7727410","A_OPENSTAX_11_6|E_BADMINTON_LUNGE_PMC7648456|C_GLUTE_MED_MIN_META_PMC7727410","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","SOURCE_REVIEW"
"스미스 머신 스쿼트","ex_fa3416f6","category=근력운동; movement_category=STRENGTH; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN","SQUAT_VARIANTS","HIGH","squat subtype before broad knee-dominant mapping","QUADRICEPS, RECTUS_FEMORIS, GLUTE_MAX | secondary: HAMSTRINGS, ERECTOR_SPINAE, GLUTE_MED_MIN | stabilizers: DEEP_CORE, OBLIQUES, HIP_ADDUCTORS","QUADRICEPS 0.30, RECTUS_FEMORIS 0.10, GLUTE_MAX 0.25, HAMSTRINGS 0.08, ERECTOR_SPINAE 0.10, DEEP_CORE 0.07, GLUTE_MED_MIN 0.05, HIP_ADDUCTORS 0.05","MAIN_LOWER_STRENGTH","SQUAT_PATTERN_HEAVY_LOWER","NO","NO","HIGH_AXIAL_REVIEW","NO","A_OPENSTAX_11_6|B_ACSM_2009_PMID19204579|B_NSCA_ESSENTIALS_5E|C_GLUTE_MAX_REVIEW_PMC7039033","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","HIGH_STRESS_SESSION_CLUSTER_REVIEW"
"스캡 풀업","ex_e1894690","category=근력운동; movement_category=STRENGTH; force_type=PULL; movement_pattern=PULL_VERTICAL|BACK_STRENGTH|SCAPULAR_CONTROL","PULL_UP_CHIN_UP_LAT_PULLDOWN_VARIANTS","HIGH","vertical pull structured metadata","LATISSIMUS_DORSI, TERES_MAJOR | secondary: BICEPS_BRACHII, BRACHIALIS, BRACHIORADIALIS, TRAPEZIUS_LOWER, TRAPEZIUS_MIDDLE | stabilizers: GRIP_FLEXORS, DEEP_CORE, ROTATOR_CUFF_EXTERNAL","LATISSIMUS_DORSI 0.32, TERES_MAJOR 0.10, BICEPS_BRACHII 0.14, BRACHIALIS 0.07, BRACHIORADIALIS 0.06, TRAPEZIUS_LOWER 0.08, TRAPEZIUS_MIDDLE 0.06, GRIP_FLEXORS 0.08, DEEP_CORE 0.05, ROTATOR_CUFF_EXTERNAL 0.04","VERTICAL_PULL_STRENGTH","VERTICAL_PULL_COMPOUND","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:C_LAT_PULLDOWN_EMG_PMC449729|E_BADMINTON_INJURY_PMC7205924","A_OPENSTAX_11_5|C_LAT_PULLDOWN_EMG_PMC449729|E_BADMINTON_INJURY_PMC7205924","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","SOURCE_REVIEW"
"스쿼트","barbell_back_squat","category=근력운동; movement_category=STRENGTH; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN","SQUAT_VARIANTS","HIGH","squat subtype before broad knee-dominant mapping","QUADRICEPS, RECTUS_FEMORIS, GLUTE_MAX | secondary: HAMSTRINGS, ERECTOR_SPINAE, GLUTE_MED_MIN | stabilizers: DEEP_CORE, OBLIQUES, HIP_ADDUCTORS","QUADRICEPS 0.30, RECTUS_FEMORIS 0.10, GLUTE_MAX 0.25, HAMSTRINGS 0.08, ERECTOR_SPINAE 0.10, DEEP_CORE 0.07, GLUTE_MED_MIN 0.05, HIP_ADDUCTORS 0.05","MAIN_LOWER_STRENGTH","SQUAT_PATTERN_HEAVY_LOWER","NO","NO","HIGH_AXIAL_REVIEW","NO","A_OPENSTAX_11_6|B_ACSM_2009_PMID19204579|B_NSCA_ESSENTIALS_5E|C_GLUTE_MAX_REVIEW_PMC7039033","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","HIGH_STRESS_SESSION_CLUSTER_REVIEW"
"스탠딩 레그 컬","ex_b59bed7d","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=KNEE_FLEXION|HAMSTRING_STRENGTH","HAMSTRING_CURL_VARIANTS","HIGH","hamstring knee-flexion token","HAMSTRINGS | secondary: GASTROCNEMIUS, GLUTE_MAX | stabilizers: GLUTE_MED_MIN, DEEP_CORE","HAMSTRINGS 0.65, GASTROCNEMIUS 0.10, GLUTE_MAX 0.05, GLUTE_MED_MIN 0.08, DEEP_CORE 0.07, HIP_ADDUCTORS 0.05","POSTERIOR_CHAIN_ACCESSORY","HAMSTRING_KNEE_FLEXION","NO","NO","NO","NO","A_OPENSTAX_11_6|B_ACSM_2009_PMID19204579","YES_TEMPLATE_DEFAULTS","NO",""
"스탠딩 카프 레이즈","ex_bd072cd","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=CALF_ANKLE_STRENGTH|ANKLE_STIFFNESS_SUPPORT","CALF_RAISE_ANKLE_STIFFNESS_VARIANTS","HIGH","calf/ankle subtype token","GASTROCNEMIUS, SOLEUS | secondary: TIBIALIS_ANTERIOR | stabilizers: DEEP_CORE","GASTROCNEMIUS 0.35, SOLEUS 0.30, TIBIALIS_ANTERIOR 0.10, DEEP_CORE 0.05, GLUTE_MED_MIN 0.05, QUADRICEPS 0.05, HAMSTRINGS 0.05, HIP_ADDUCTORS 0.05","ANKLE_CALF_SUPPORT","CALF_ACHILLES_ANKLE_STIFFNESS","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","A_OPENSTAX_11_6|E_BADMINTON_LUNGE_PMC7648456","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","SOURCE_REVIEW"
"스트레이트암 풀다운","ex_ca5cce66","category=근력운동; movement_category=ACCESSORY; force_type=PULL; movement_pattern=SHOULDER_EXTENSION|LAT_ACCESSORY|SCAPULAR_CONTROL","FACE_PULL_LOWER_TRAP_SERRATUS_VARIANTS","HIGH","scapular control structured metadata","SERRATUS_ANTERIOR, TRAPEZIUS_LOWER, TRAPEZIUS_MIDDLE, POSTERIOR_DELTOID | secondary: ROTATOR_CUFF_EXTERNAL, RHOMBOIDS | stabilizers: DEEP_CORE, ROTATOR_CUFF_INTERNAL","SERRATUS_ANTERIOR 0.20, TRAPEZIUS_LOWER 0.20, TRAPEZIUS_MIDDLE 0.15, POSTERIOR_DELTOID 0.15, ROTATOR_CUFF_EXTERNAL 0.12, RHOMBOIDS 0.08, DEEP_CORE 0.05, ROTATOR_CUFF_INTERNAL 0.05","SHOULDER_CARE","SCAPULAR_CONTROL","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390","A_OPENSTAX_11_5|D_SCAP_ROTATOR_CUFF_PMC2857390|D_PHYSIOPEDIA_SCAP_DYSKINESIA","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","SOURCE_REVIEW"
"스파이더 컬","ex_516f4456","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT|BICEPS_ISOLATION_STRICT","BENCH_PRESS_DUMBBELL_PRESS_MACHINE_PRESS_VARIANTS","HIGH","horizontal push structured metadata","PECTORALIS_MAJOR_STERNAL, PECTORALIS_MAJOR_CLAVICULAR, ANTERIOR_DELTOID | secondary: TRICEPS_BRACHII, SERRATUS_ANTERIOR | stabilizers: ROTATOR_CUFF_EXTERNAL, ROTATOR_CUFF_INTERNAL, DEEP_CORE","PECTORALIS_MAJOR_STERNAL 0.30, PECTORALIS_MAJOR_CLAVICULAR 0.15, ANTERIOR_DELTOID 0.20, TRICEPS_BRACHII 0.20, SERRATUS_ANTERIOR 0.05, ROTATOR_CUFF_EXTERNAL 0.05, DEEP_CORE 0.05","UPPER_PUSH_STRENGTH","HORIZONTAL_PUSH_COMPOUND","NO","NO","NO","NO","A_OPENSTAX_11_5|C_BENCH_INCLINE_EMG_PMC7579505|B_ACSM_2009_PMID19204579","YES_TEMPLATE_DEFAULTS","NO",""
"스플릿 스쿼트","ex_f2a79d37","category=근력운동; movement_category=STRENGTH; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT","LUNGE_SPLIT_SQUAT_VARIANTS","HIGH","lunge/split-squat subtype before broad knee-dominant mapping","QUADRICEPS, RECTUS_FEMORIS, GLUTE_MAX | secondary: HAMSTRINGS, HIP_ADDUCTORS, GASTROCNEMIUS, SOLEUS | stabilizers: GLUTE_MED_MIN, DEEP_CORE, OBLIQUES, TIBIALIS_ANTERIOR","QUADRICEPS 0.25, RECTUS_FEMORIS 0.10, GLUTE_MAX 0.25, HAMSTRINGS 0.10, HIP_ADDUCTORS 0.08, GASTROCNEMIUS 0.05, SOLEUS 0.05, GLUTE_MED_MIN 0.05, DEEP_CORE 0.04, OBLIQUES 0.03","UNILATERAL_LOWER_STRENGTH","LUNGE_UNILATERAL_LOWER","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456|C_GLUTE_MED_MIN_META_PMC7727410","A_OPENSTAX_11_6|E_BADMINTON_LUNGE_PMC7648456|C_GLUTE_MED_MIN_META_PMC7727410","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","SOURCE_REVIEW"
"시티드 원암 케이블 로우","ex_a76f20b6","category=근력운동; movement_category=STRENGTH; force_type=PULL; movement_pattern=PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION|UNILATERAL_UPPER","ROW_VARIANTS","HIGH","horizontal pull structured metadata","LATISSIMUS_DORSI, RHOMBOIDS, TRAPEZIUS_MIDDLE | secondary: POSTERIOR_DELTOID, BICEPS_BRACHII, BRACHIALIS, BRACHIORADIALIS | stabilizers: TRAPEZIUS_LOWER, ROTATOR_CUFF_EXTERNAL, GRIP_FLEXORS, DEEP_CORE, OBLIQUES","LATISSIMUS_DORSI 0.25, RHOMBOIDS 0.15, TRAPEZIUS_MIDDLE 0.15, POSTERIOR_DELTOID 0.12, BICEPS_BRACHII 0.10, BRACHIALIS 0.05, BRACHIORADIALIS 0.04, GRIP_FLEXORS 0.05, TRAPEZIUS_LOWER 0.04, DEEP_CORE 0.03, OBLIQUES 0.02","HORIZONTAL_PULL_STRENGTH","HORIZONTAL_PULL_COMPOUND","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390","A_OPENSTAX_11_5|C_INVERTED_ROW_EMG_SNARR_ESCO_2013|D_SCAP_ROTATOR_CUFF_PMC2857390","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","SOURCE_REVIEW|ROW_SUBTYPE_MANUAL_REVIEW"
"시티드 카프 레이즈","ex_5c8751d2","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=CALF_ANKLE_STRENGTH|ANKLE_STIFFNESS_SUPPORT","CALF_RAISE_ANKLE_STIFFNESS_VARIANTS","HIGH","calf/ankle subtype token","GASTROCNEMIUS, SOLEUS | secondary: TIBIALIS_ANTERIOR | stabilizers: DEEP_CORE","GASTROCNEMIUS 0.35, SOLEUS 0.30, TIBIALIS_ANTERIOR 0.10, DEEP_CORE 0.05, GLUTE_MED_MIN 0.05, QUADRICEPS 0.05, HAMSTRINGS 0.05, HIP_ADDUCTORS 0.05","ANKLE_CALF_SUPPORT","CALF_ACHILLES_ANKLE_STIFFNESS","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","A_OPENSTAX_11_6|E_BADMINTON_LUNGE_PMC7648456","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","SOURCE_REVIEW"
"싱글 레그 글루트 브릿지","ex_5715d6ca","category=근력운동; movement_category=SUPPORT; force_type=HINGE; movement_pattern=HIP_EXTENSION|GLUTE_STRENGTH|POSTERIOR_CHAIN_ACCESSORY|PELVIC_STABILITY|UNILATERAL_LOWER","HIP_THRUST_GLUTE_BRIDGE_VARIANTS","HIGH","hip extension / glute strength structured metadata","GLUTE_MAX | secondary: HAMSTRINGS, GLUTE_MED_MIN, HIP_ADDUCTORS | stabilizers: DEEP_CORE, OBLIQUES","GLUTE_MAX 0.45, HAMSTRINGS 0.15, GLUTE_MED_MIN 0.12, HIP_ADDUCTORS 0.08, DEEP_CORE 0.10, OBLIQUES 0.05, QUADRICEPS 0.05","GLUTE_POSTERIOR_CHAIN_ACCESSORY","HIP_THRUST_GLUTE","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:C_GLUTE_REHAB_EMG_PMC3201064","C_HIP_THRUST_REVIEW_PMC6544005|C_GLUTE_MAX_REVIEW_PMC7039033|C_GLUTE_REHAB_EMG_PMC3201064","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","SOURCE_REVIEW"
"싱글 레그 레그 익스텐션","ex_d60745b4","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=KNEE_EXTENSION|QUAD_ISOLATION|UNILATERAL_LOWER","LEG_PRESS_KNEE_DOMINANT_MACHINE_VARIANTS","HIGH","knee extension / quad isolation subtype","QUADRICEPS, RECTUS_FEMORIS | secondary: GLUTE_MAX, HAMSTRINGS, GASTROCNEMIUS | stabilizers: DEEP_CORE, GLUTE_MED_MIN","QUADRICEPS 0.40, RECTUS_FEMORIS 0.12, GLUTE_MAX 0.18, HAMSTRINGS 0.08, GASTROCNEMIUS 0.05, GLUTE_MED_MIN 0.05, DEEP_CORE 0.05, HIP_ADDUCTORS 0.07","LOWER_MACHINE_STRENGTH","KNEE_DOMINANT_MACHINE","NO","NO","NO","NO","A_OPENSTAX_11_6|B_ACSM_2009_PMID19204579","YES_TEMPLATE_DEFAULTS","NO",""
"싱글 레그 레그 컬","ex_8824026f","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=KNEE_FLEXION|HAMSTRING_STRENGTH","HAMSTRING_CURL_VARIANTS","HIGH","hamstring knee-flexion token","HAMSTRINGS | secondary: GASTROCNEMIUS, GLUTE_MAX | stabilizers: GLUTE_MED_MIN, DEEP_CORE","HAMSTRINGS 0.65, GASTROCNEMIUS 0.10, GLUTE_MAX 0.05, GLUTE_MED_MIN 0.08, DEEP_CORE 0.07, HIP_ADDUCTORS 0.05","POSTERIOR_CHAIN_ACCESSORY","HAMSTRING_KNEE_FLEXION","NO","NO","NO","NO","A_OPENSTAX_11_6|B_ACSM_2009_PMID19204579","YES_TEMPLATE_DEFAULTS","NO",""
"싱글 레그 카프 레이즈","ex_5ca7133f","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=CALF_ANKLE_STRENGTH|ANKLE_STIFFNESS_SUPPORT|UNILATERAL_LOWER","CALF_RAISE_ANKLE_STIFFNESS_VARIANTS","HIGH","calf/ankle subtype token","GASTROCNEMIUS, SOLEUS | secondary: TIBIALIS_ANTERIOR | stabilizers: DEEP_CORE","GASTROCNEMIUS 0.35, SOLEUS 0.30, TIBIALIS_ANTERIOR 0.10, DEEP_CORE 0.05, GLUTE_MED_MIN 0.05, QUADRICEPS 0.05, HAMSTRINGS 0.05, HIP_ADDUCTORS 0.05","ANKLE_CALF_SUPPORT","CALF_ACHILLES_ANKLE_STIFFNESS","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","A_OPENSTAX_11_6|E_BADMINTON_LUNGE_PMC7648456","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","SOURCE_REVIEW"
"싱글 레그 힙 쓰러스트","ex_d634055c","category=근력운동; movement_category=SUPPORT; force_type=HINGE; movement_pattern=HIP_EXTENSION|GLUTE_STRENGTH|POSTERIOR_CHAIN_ACCESSORY|PELVIC_STABILITY|UNILATERAL_LOWER","HIP_THRUST_GLUTE_BRIDGE_VARIANTS","HIGH","hip extension / glute strength structured metadata","GLUTE_MAX | secondary: HAMSTRINGS, GLUTE_MED_MIN, HIP_ADDUCTORS | stabilizers: DEEP_CORE, OBLIQUES","GLUTE_MAX 0.45, HAMSTRINGS 0.15, GLUTE_MED_MIN 0.12, HIP_ADDUCTORS 0.08, DEEP_CORE 0.10, OBLIQUES 0.05, QUADRICEPS 0.05","GLUTE_POSTERIOR_CHAIN_ACCESSORY","HIP_THRUST_GLUTE","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:C_GLUTE_REHAB_EMG_PMC3201064","C_HIP_THRUST_REVIEW_PMC6544005|C_GLUTE_MAX_REVIEW_PMC7039033|C_GLUTE_REHAB_EMG_PMC3201064","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","SOURCE_REVIEW"
"아놀드 프레스","ex_767e188e","category=근력운동; movement_category=STRENGTH; force_type=PUSH; movement_pattern=PUSH_VERTICAL|SHOULDER_STRENGTH|SCAPULAR_UPWARD_ROTATION","OVERHEAD_PRESS_LANDMINE_PRESS_VARIANTS","HIGH","vertical push structured metadata","ANTERIOR_DELTOID, LATERAL_DELTOID, TRICEPS_BRACHII | secondary: PECTORALIS_MAJOR_CLAVICULAR, SERRATUS_ANTERIOR, TRAPEZIUS_UPPER | stabilizers: ROTATOR_CUFF_EXTERNAL, ROTATOR_CUFF_INTERNAL, TRAPEZIUS_LOWER, DEEP_CORE, OBLIQUES","ANTERIOR_DELTOID 0.25, LATERAL_DELTOID 0.15, TRICEPS_BRACHII 0.20, PECTORALIS_MAJOR_CLAVICULAR 0.08, SERRATUS_ANTERIOR 0.08, TRAPEZIUS_UPPER 0.06, ROTATOR_CUFF_EXTERNAL 0.06, ROTATOR_CUFF_INTERNAL 0.04, TRAPEZIUS_LOWER 0.04, DEEP_CORE 0.04","VERTICAL_PUSH_STRENGTH","VERTICAL_PUSH_OVERHEAD","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390|E_BADMINTON_INJURY_PMC7205924","A_OPENSTAX_11_5|D_SCAP_ROTATOR_CUFF_PMC2857390|E_BADMINTON_INJURY_PMC7205924","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","SOURCE_REVIEW"
"아처 푸시업","ex_73b0b63f","category=근력운동; movement_category=STRENGTH; force_type=PUSH; movement_pattern=PUSH_HORIZONTAL|CHEST_STRENGTH|UNILATERAL_UPPER|ANTI_ROTATION_SUPPORT","BENCH_PRESS_DUMBBELL_PRESS_MACHINE_PRESS_VARIANTS","HIGH","horizontal push structured metadata","PECTORALIS_MAJOR_STERNAL, PECTORALIS_MAJOR_CLAVICULAR, ANTERIOR_DELTOID | secondary: TRICEPS_BRACHII, SERRATUS_ANTERIOR | stabilizers: ROTATOR_CUFF_EXTERNAL, ROTATOR_CUFF_INTERNAL, DEEP_CORE","PECTORALIS_MAJOR_STERNAL 0.30, PECTORALIS_MAJOR_CLAVICULAR 0.15, ANTERIOR_DELTOID 0.20, TRICEPS_BRACHII 0.20, SERRATUS_ANTERIOR 0.05, ROTATOR_CUFF_EXTERNAL 0.05, DEEP_CORE 0.05","UPPER_PUSH_STRENGTH","HORIZONTAL_PUSH_COMPOUND","NO","NO","NO","NO","A_OPENSTAX_11_5|C_BENCH_INCLINE_EMG_PMC7579505|B_ACSM_2009_PMID19204579","YES_TEMPLATE_DEFAULTS","NO",""
"오버헤드 트라이셉스 익스텐션","ex_a9e8859c","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=ELBOW_EXTENSION|TRICEPS_ISOLATION|ARM_ACCESSORY|OVERHEAD_ELBOW_EXTENSION|LONG_HEAD_TRICEPS","BICEPS_TRICEPS_ISOLATION_VARIANTS","HIGH","arm isolation structured metadata","BICEPS_BRACHII or TRICEPS_BRACHII | secondary: BRACHIALIS, BRACHIORADIALIS, FOREARM_FLEXORS, FOREARM_EXTENSORS, GRIP_FLEXORS | stabilizers: DEEP_CORE","target arm muscle 0.55, BRACHIALIS 0.10, BRACHIORADIALIS 0.08, FOREARM_FLEXORS 0.08, FOREARM_EXTENSORS 0.05, GRIP_FLEXORS 0.07, DEEP_CORE 0.07","ARM_ACCESSORY","ARM_ISOLATION","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_INJURY_PMC7205924","A_OPENSTAX_11_5|E_BADMINTON_INJURY_PMC7205924","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","SOURCE_REVIEW"
"오버헤드 프레스","ex_32219f7a","category=근력운동; movement_category=STRENGTH; force_type=PUSH; movement_pattern=PUSH_VERTICAL|SHOULDER_STRENGTH|SCAPULAR_UPWARD_ROTATION","OVERHEAD_PRESS_LANDMINE_PRESS_VARIANTS","HIGH","vertical push structured metadata","ANTERIOR_DELTOID, LATERAL_DELTOID, TRICEPS_BRACHII | secondary: PECTORALIS_MAJOR_CLAVICULAR, SERRATUS_ANTERIOR, TRAPEZIUS_UPPER | stabilizers: ROTATOR_CUFF_EXTERNAL, ROTATOR_CUFF_INTERNAL, TRAPEZIUS_LOWER, DEEP_CORE, OBLIQUES","ANTERIOR_DELTOID 0.25, LATERAL_DELTOID 0.15, TRICEPS_BRACHII 0.20, PECTORALIS_MAJOR_CLAVICULAR 0.08, SERRATUS_ANTERIOR 0.08, TRAPEZIUS_UPPER 0.06, ROTATOR_CUFF_EXTERNAL 0.06, ROTATOR_CUFF_INTERNAL 0.04, TRAPEZIUS_LOWER 0.04, DEEP_CORE 0.04","VERTICAL_PUSH_STRENGTH","VERTICAL_PUSH_OVERHEAD","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390|E_BADMINTON_INJURY_PMC7205924","A_OPENSTAX_11_5|D_SCAP_ROTATOR_CUFF_PMC2857390|E_BADMINTON_INJURY_PMC7205924","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","SOURCE_REVIEW"
"워킹 런지","ex_e3715c0b","category=근력운동; movement_category=STRENGTH; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|LUNGE_PATTERN|UNILATERAL_LOWER","LUNGE_SPLIT_SQUAT_VARIANTS","HIGH","lunge/split-squat subtype before broad knee-dominant mapping","QUADRICEPS, RECTUS_FEMORIS, GLUTE_MAX | secondary: HAMSTRINGS, HIP_ADDUCTORS, GASTROCNEMIUS, SOLEUS | stabilizers: GLUTE_MED_MIN, DEEP_CORE, OBLIQUES, TIBIALIS_ANTERIOR","QUADRICEPS 0.25, RECTUS_FEMORIS 0.10, GLUTE_MAX 0.25, HAMSTRINGS 0.10, HIP_ADDUCTORS 0.08, GASTROCNEMIUS 0.05, SOLEUS 0.05, GLUTE_MED_MIN 0.05, DEEP_CORE 0.04, OBLIQUES 0.03","UNILATERAL_LOWER_STRENGTH","LUNGE_UNILATERAL_LOWER","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456|C_GLUTE_MED_MIN_META_PMC7727410","A_OPENSTAX_11_6|E_BADMINTON_LUNGE_PMC7648456|C_GLUTE_MED_MIN_META_PMC7727410","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","SOURCE_REVIEW"
